[00:00:00,000 --> 00:00:03,700] 哈喽大家好 欢迎回到我们金贵的关系2.0的课堂
[00:35:29,110 --> 00:35:31,390] 讓大家不斷不斷地理解我
[00:35:31,390 --> 00:35:32,310] 喜歡我
[00:35:32,310 --> 00:35:34,570] 最終再來為我付費
[00:35:35,050 --> 00:35:36,630] 所以你們會發現啊
[00:35:36,630 --> 00:35:37,670] 當你的價值觀
[00:35:37,670 --> 00:35:39,730] 滲透到了每一個動作的時候
[00:35:39,730 --> 00:35:41,230] 當你的每一個動作
[00:35:41,230 --> 00:35:43,210] 都能反映你的價值觀的時候
[00:35:43,210 --> 00:35:45,570] 其實別人就非常難模仿你
[00:35:46,240 --> 00:35:48,780] 再比如同樣的是做情感諮詢
[00:35:48,780 --> 00:35:51,380] 我們和很多的情感機構的價值觀
[00:35:51,380 --> 00:35:53,060] 也是不一樣的
[00:35:53,060 --> 00:35:55,220] 在我做這個情感賽道之前呢
[00:35:55,220 --> 00:35:57,440] 我也做過一些些的調研啊
[00:35:57,440 --> 00:36:00,380] 我那個時候刷到過其他的情感魔術
[00:36:00,380 --> 00:36:05,940] 他們說情感賽道就是要激發別人的焦慮
[00:36:05,940 --> 00:36:09,800] 他們靠打壓客戶給客戶製造恐慌
[00:36:09,800 --> 00:36:13,060] 然後讓客戶在一個混沌的關係當中
[00:36:13,060 --> 00:36:14,760] 不要清醒過來
[00:36:14,760 --> 00:36:18,180] 因為他們認為一個女人如果腦子清醒了
[00:36:18,180 --> 00:36:21,340] 她就不需要你再幫她解決問題了
[00:36:21,340 --> 00:36:24,500] 那麼他們就不會再有續費了
[00:36:24,500 --> 00:36:29,160] 說白了也就是說他們根本就不想真的幫客戶解決問題
[00:36:29,160 --> 00:36:33,640] 而只是希望客戶如何能夠在他那邊不斷的續費
[00:36:34,120 --> 00:36:36,940] 但是呢我的價值觀不是這個樣子的
[00:36:36,940 --> 00:36:44,780] 我們的整個的公司有一句非常非常大的slogan叫做為客戶做最大限度的考量
[00:36:44,780 --> 00:36:53,420] 我在培訓我們所有的教父導師的時候我都會跟大家講如果你一個月能解決完的事情不要拖到兩個月
[00:36:53,420 --> 00:36:56,300] 堅決不要為了讓客戶蓄費
[00:36:56,300 --> 00:36:58,380] 而不去快速的解決客戶的問題
[00:36:58,380 --> 00:36:59,700] 那講到這呢
[00:36:59,700 --> 00:37:01,820] 我相信很多寶寶已經明白了
[00:37:01,820 --> 00:37:05,000] 就是看似好像我也在做情感諮詢
[00:37:05,000 --> 00:37:06,480] 別人也在做情感諮詢
[00:37:06,480 --> 00:37:09,720] 好像看似我們的產品也非常的同質化
[00:37:09,720 --> 00:37:10,720] 但是實際上
[00:37:10,720 --> 00:37:13,020] 只要我們創始人的價值觀不一樣
[00:37:13,020 --> 00:37:14,120] 發心不一樣
[00:37:14,120 --> 00:37:16,080] 那麼我們做出來的每一個動作
[00:37:16,080 --> 00:37:17,680] 它都是完全不一樣的
[00:37:17,680 --> 00:37:18,580] 那講到這兒
[00:37:18,580 --> 00:37:20,520] 依然有很多人可能會想問說
[00:37:20,520 --> 00:37:23,180] 我要怎麼才能夠把我的價值觀
[00:37:23,180 --> 00:37:25,460] 植入到用戶的脑海当中呢
[00:37:25,460 --> 00:37:29,160] 同时又能渗透到企业的每一个动作里头呢
[00:37:29,160 --> 00:37:30,200] 那我的回答是
[00:37:30,200 --> 00:37:34,220] 我认为创始人要始终保持在一线
[00:37:34,220 --> 00:37:36,680] 我觉得创始人是不能脱离一线的
[00:37:36,680 --> 00:37:40,160] 因为企业的创始人还有企业的这种高管
[00:37:40,160 --> 00:37:44,000] 其实代表的就是这个企业的价值观和风向标
[00:37:44,000 --> 00:37:45,920] 我们需要保持在一线
[00:37:45,920 --> 00:37:50,780] 其实就好像是把我的手永远都放在这个水面上
[00:37:50,780 --> 00:37:53,620] 不斷地去感受這個水的溫度
[00:37:53,620 --> 00:37:54,740] 什麼時候高了
[00:37:54,740 --> 00:37:55,940] 什麼時候低了
[00:37:55,940 --> 00:37:58,060] 我都能第一時間感受到
[00:37:58,060 --> 00:38:00,320] 我不停的去接觸我的產品
[00:38:00,320 --> 00:38:01,560] 接觸我的客戶
[00:38:01,560 --> 00:38:02,360] 其實呢
[00:38:02,360 --> 00:38:05,740] 我就能迅速地從客戶的反饋當中感受到
[00:38:05,740 --> 00:38:09,060] 我們哪一個環節是否出現了變形
[00:38:09,060 --> 00:38:13,440] 而這也就意味著我能夠迅速的對企業的政策
[00:38:13,440 --> 00:38:16,060] 還有動作去進行調整
[00:38:16,060 --> 00:38:16,580] 所以呢
[00:38:16,580 --> 00:38:17,500] 到目前為止
[00:38:17,500 --> 00:38:18,560] 大家還是會看到
[00:38:18,560 --> 00:38:22,160] 我每周都会定时定点的在台前去直播
[00:38:22,160 --> 00:38:23,300] 而我可以这样说
[00:38:23,300 --> 00:38:26,620] 就算以后我的企业做得非常非常大了
[00:38:26,620 --> 00:38:29,760] 已经不需要我再在台前去拉流量了
[00:38:29,760 --> 00:38:33,120] 但是我依然会选择用其他的方式
[00:38:33,120 --> 00:38:35,160] 跟我的客户保持高度连接
[00:38:35,160 --> 00:38:38,080] 比如说不断的去跟我的闺蜜联盟客户
[00:38:38,080 --> 00:38:39,000] 沟通聊天
[00:38:39,000 --> 00:38:43,200] 或者说我会进行一些全球的这样的一些巡讲
[00:38:43,200 --> 00:38:46,020] 或者说开办一些线上讲座等等
[00:38:46,020 --> 00:38:47,760] 来想尽一切办法
[00:38:47,760 --> 00:38:53,440] 一线接触到我的客户 虽然呢我前面有说过说创始人要想办法抽离出来
[00:38:53,440 --> 00:38:59,500] 但实际上一个负责任的老板 你不能够想着完完全全去做一个甩手掌柜
[00:38:59,500 --> 00:39:07,140] 所以如果你想不被抄袭 不去模仿 保有自己的核心竞争力的话 那么就要持续的
[00:39:07,140 --> 00:39:12,940] 在一线 持续的去彰显你的价值观 持续的去影响我们的企业员工
[00:39:12,940 --> 00:39:16,380] 以及持續的了解客戶的反饋和自我精進
[00:39:16,380 --> 00:39:19,340] 我覺得最近非常吻合我說的這個
[00:39:19,340 --> 00:39:21,420] 邏輯的就好像我的學長雷軍
[00:39:22,260 --> 00:39:25,420] 這個雷總我覺得他其實就是一個非常好的表率
[00:39:25,420 --> 00:39:27,040] 雖然說可能在企業的內部
[00:39:27,040 --> 00:39:29,320] 我相信他們也會有自己的職業經理人
[00:39:29,320 --> 00:39:32,200] 也會有每一個高管來把控他的每一個環節
[00:39:32,200 --> 00:39:37,160] 但是他依然每時每刻都在一線關注著客戶的動態
[00:39:37,160 --> 00:39:40,220] 從而來改進著他們自己的產品和動作
[00:39:40,220 --> 00:39:42,140] 那麼在這一點上我非常的佩服
[00:39:42,140 --> 00:39:45,360] 同时我也希望大家都可以朝着这个方向去努力
[00:39:48,140 --> 00:39:50,600] 以上就是我们这些课的全部内容了
[00:39:50,600 --> 00:39:51,600] 这个是思维导图
[00:39:51,600 --> 00:39:54,480] 大家可以去找你们的群馆拿高清版本
[00:39:54,480 --> 00:39:57,400] 这几个的作业就是根据自身的业务
[00:39:57,400 --> 00:40:01,000] 结合我们搭建体系变得复杂的知识点
[00:40:01,000 --> 00:40:04,900] 思考一下我们如何去搭建自己的上下游体系
[00:40:04,900 --> 00:40:07,820] 让自己的商业模式变得不再单一
[00:40:07,820 --> 00:40:08,940] 难以模仿
[00:40:08,940 --> 00:40:11,760] 最终构建起自己的互成和
[00:40:11,760 --> 00:40:15,280] 请大家把自己的想法发布到曲之心平台
[00:40:15,280 --> 00:40:18,640] 和金贵的关系2.0的社群里
[00:40:18,640 --> 00:40:21,440] 让姐妹们也来为你出谋划策
[00:40:21,440 --> 00:40:23,080] 好了 今天的课程就到这里了
[00:40:23,080 --> 00:40:24,280] 我们下集课再见 拜拜
