[00:00:00,000 --> 00:00:06,200] 老子们大家好 我是曲曲 欢迎大家回到我们金贵的关系2.0的课堂
[00:33:23,830 --> 00:33:27,030] 或者说 诶 你看那个女生背的那个包包好好看呐
[00:33:27,030 --> 00:33:28,930] 或者是走过那个橱窗的时候说
[00:33:28,930 --> 00:33:31,930] 诶呀 这个配色好高级啊 对不对
[00:33:31,930 --> 00:33:35,110] 你们说对方如果她真的对你有心的话
[00:33:35,110 --> 00:33:36,990] 她会不懂你这个意思吗
[00:33:36,990 --> 00:33:37,790] 她懂
[00:33:37,790 --> 00:33:40,550] 只是有可能有的时候一下子她没悟过来
[00:33:40,550 --> 00:33:41,970] 或者呢 她动力不足
[00:33:41,970 --> 00:33:44,650] 有护者呢 他当下的这个资金有限
[00:33:44,650 --> 00:33:48,050] 可是呢 只要我们不断地这样去植入啊
[00:33:48,050 --> 00:33:49,310] 去旁敲侧击啊
[00:33:49,310 --> 00:33:51,730] 那其实就是不断地去强化他
[00:33:51,730 --> 00:33:55,870] 对于就是我喜欢这件东西的这个认知
[00:33:55,870 --> 00:33:57,590] 有助于有一天 哎
[00:33:57,660 --> 00:34:00,600] 他手上金钱状态也非常充裕了
[00:34:00,600 --> 00:34:03,200] 然后当时呢 两个人的感情也非常的好了
[00:34:03,200 --> 00:34:05,520] 那么他只要很明确
[00:34:05,520 --> 00:34:07,720] 哎 我的女朋友是非常非常想要这个东西
[00:34:07,720 --> 00:34:09,080] 非常喜欢这个东西的
[00:34:09,080 --> 00:34:10,640] 我如果给他买了这个东西
[00:34:10,640 --> 00:34:11,740] 他会非常高兴的
[00:34:11,740 --> 00:34:13,500] 他一旦明確這個
[00:34:13,500 --> 00:34:17,000] 那麼是不是他就極有可能幫助你去達成這個訴求
[00:34:17,000 --> 00:34:17,460] 所以呢
[00:34:17,460 --> 00:34:21,000] 我們不要把這個營銷啊和說服啊
[00:34:21,000 --> 00:34:22,380] 當成是辯論賽
[00:34:22,380 --> 00:34:25,720] 不要想著說我當下就要講出1 2 3 4 5個道理
[00:34:25,720 --> 00:34:26,940] 然後擊退你
[00:34:27,400 --> 00:34:29,480] 這個呢其實是比較無效的
[00:34:29,480 --> 00:34:32,560] 而且也會讓人產生反感的一種手段
[00:34:32,560 --> 00:34:35,260] 我們呢還是要一點一點的去慶忍
[00:34:35,260 --> 00:34:36,400] 潛移默化
[00:34:36,400 --> 00:34:38,980] 最後呢讓你實現了你的目的
[00:34:38,980 --> 00:34:40,020] 但是呢
[00:34:40,020 --> 00:34:44,040] 他卻認為是他自己想要怎麼做的
[00:34:44,040 --> 00:34:46,700] 這個才是真正高級的說服
[00:34:46,700 --> 00:34:47,600] 所以啊
[00:34:47,600 --> 00:34:49,120] 堅持長期主義
[00:34:49,120 --> 00:34:50,560] 一次合作也好
[00:34:50,560 --> 00:34:52,160] 或者是一段感情也好
[00:34:52,160 --> 00:34:52,640] 或者呢
[00:34:52,640 --> 00:34:54,320] 是發朋友圈營銷也好
[00:34:54,320 --> 00:34:55,480] 都不要急
[00:34:55,480 --> 00:34:59,740] 不要去迫使對方長年累月的去影響他
[00:34:59,740 --> 00:35:00,700] 改變他
[00:35:00,700 --> 00:35:01,200] 這個呢
[00:35:01,200 --> 00:35:03,480] 我認為才是更加高級的智慧
[00:35:03,480 --> 00:35:03,840] 好
[00:35:03,840 --> 00:35:04,580] 那接下來呢
[00:35:04,580 --> 00:35:05,880] 我們來講第二點
[00:35:05,880 --> 00:35:07,180] 少講功能
[00:35:07,180 --> 00:35:08,640] 多講場景
[00:35:08,670 --> 00:35:12,390] 我觉得很多的创业者和广告商啊
[00:35:12,390 --> 00:35:14,070] 在发广告的时候呢
[00:35:14,070 --> 00:35:15,130] 都是在偷懒
[00:35:15,130 --> 00:35:17,030] 都是在做简单的事情
[00:35:17,030 --> 00:35:18,710] 你看这个世界上啊
[00:35:18,710 --> 00:35:21,490] 绝大多数的产品介绍和广告
[00:35:21,490 --> 00:35:22,170] 其实呢
[00:35:22,170 --> 00:35:23,830] 都是在讲参数
[00:35:23,830 --> 00:35:24,990] 讲数据
[00:35:24,990 --> 00:35:26,150] 讲功能
[00:35:26,400 --> 00:35:28,260] 但是我们换位思考一下
[00:35:28,260 --> 00:35:30,460] 当我们自己去作为消费者
[00:35:30,460 --> 00:35:32,640] 看到这些参数和功能的时候
[00:35:32,640 --> 00:35:36,000] 我们真的会有很强烈的消费欲
[00:35:36,000 --> 00:35:37,320] 和冲动吗
[00:35:37,320 --> 00:35:38,820] 我觉得大概率是不会的
[00:35:38,820 --> 00:35:41,860] 好像我剛開始在做這個自媒體的時候啊
[00:35:41,860 --> 00:35:45,500] 也接過很少幾次的這個廣告業務
[00:35:45,500 --> 00:35:48,280] 那些商家呢他在找我打廣告的時候呢
[00:35:48,280 --> 00:35:50,280] 他會給到我廣告詞
[00:35:50,280 --> 00:35:54,120] 然後那些廣告詞大量的就是在陳列著的
[00:35:54,120 --> 00:35:56,900] 全部都是那些產品的功能和賣點
[00:35:57,440 --> 00:35:58,420] 我記得很清楚
[00:35:58,420 --> 00:36:01,500] 比如說我當時有為一個吹風機做推廣
[00:36:01,500 --> 00:36:03,320] 那他呢就非要我說
[00:36:03,320 --> 00:36:07,280] 這個吹風機有什麼高濃度負離子啊
[00:36:07,280 --> 00:36:07,520] 啊
[00:36:07,520 --> 00:36:10,700] 然后有什么鱼子酱啊什么的
[00:36:10,700 --> 00:36:13,900] 然后转速达到了每分钟10万转什么什么
[00:36:13,900 --> 00:36:15,960] 就这些数据和卖点呢
[00:36:15,960 --> 00:36:18,280] 我自己作为消费者我根本就不明白
[00:36:18,280 --> 00:36:21,160] 我怎么会被这种东西所吸引呢
[00:36:21,160 --> 00:36:24,420] 其实那个吹风机本来是非常非常好用的
[00:36:24,420 --> 00:36:27,800] 因为我自己用的过程当中我就觉得它吹的又干又好
[00:36:27,800 --> 00:36:32,980] 可是呢我就觉得为什么他们要让我大量去陈述他们那些东西
[00:36:32,980 --> 00:36:36,940] 可是却忽略了我自身作为一个消费者真实的这种使用感受
[00:36:36,940 --> 00:36:40,140] 所以后来呢 我就再也不愿意去接广告了
[00:36:40,880 --> 00:36:42,420] 如果是我自己打广告啊
[00:36:42,420 --> 00:36:47,020] 我一定会选择倾向于去用用户的使用场景入手
[00:36:47,020 --> 00:36:50,000] 让用户身离其境的感受到
[00:36:50,000 --> 00:36:53,520] 这款产品到底是一种什么样的体验
[00:36:53,520 --> 00:36:56,160] 就比如说如果说我在朋友圈里头
[00:36:56,160 --> 00:36:58,020] 如果要卖一个小音箱
[00:36:58,020 --> 00:37:01,480] 我就绝对不会说这个音箱体积有多大
[00:37:01,480 --> 00:37:04,500] 能放多少分贝 用了什么样的技术
[00:37:04,500 --> 00:37:08,240] 相反呢 我可能就会录一个小视频 发到朋友圈
[00:37:08,240 --> 00:37:09,640] 在这个视频里头
[00:37:09,640 --> 00:37:13,620] 我们可能在进行家庭聚会啊 或者是生日派对啊
[00:37:13,620 --> 00:37:17,100] 几个好朋友就围绕着这个音响在跳舞
[00:37:17,100 --> 00:37:19,920] 那这个音响呢 就一边放着非常欢乐的音乐
[00:37:19,920 --> 00:37:22,100] 可能一边闪着五颜六色的灯光
[00:37:22,100 --> 00:37:26,100] 那我觉得给大家呈现这样一种非常详细的
[00:37:26,100 --> 00:37:27,140] 氛围感的时候
[00:37:27,140 --> 00:37:28,980] 有了场景的感受
[00:37:28,980 --> 00:37:32,420] 别人才会知道说我为什么需要这个产品
[00:37:32,420 --> 00:37:35,620] 才會有使用的興趣和購買的意願
[00:37:35,620 --> 00:37:39,560] 再比如說啊 我之前有看到過一個賣絕未壓薄的廣告詞
[00:37:39,560 --> 00:37:41,140] 他就寫得特別好
[00:37:41,140 --> 00:37:44,000] 他說 沒有絕未壓薄加什麼班
[00:37:44,000 --> 00:37:46,500] 沒有絕未壓薄追什麼劇
[00:37:46,500 --> 00:37:49,020] 沒有絕未壓薄看什麼球
[00:37:49,020 --> 00:37:52,520] 看球是絕未嚼的才夠味啊
[00:37:52,520 --> 00:37:55,240] 以及旅途沒味來點絕未等等
[00:37:55,240 --> 00:37:57,000] 就這些廣告詞啊
[00:37:57,000 --> 00:37:59,940] 其實就是把絕未壓薄這樣一個食品呢
[00:37:59,940 --> 00:38:01,580] 放置到了加班
[00:38:01,580 --> 00:38:04,860] 追剧 看球 旅游等等
[00:38:04,860 --> 00:38:06,780] 这样一些场景里头
[00:38:06,780 --> 00:38:09,180] 让大家一下子就有了代入感
[00:38:09,180 --> 00:38:11,900] 知道我在做这些事情的时候
[00:38:11,900 --> 00:38:14,680] 是可以搭配一点觉未压薄的
[00:38:14,680 --> 00:38:18,000] 好 第三呢就是少做介绍
[00:38:18,000 --> 00:38:19,600] 多抓欲望
[00:38:19,760 --> 00:38:22,160] 其实让人想买你的产品
[00:38:22,160 --> 00:38:25,580] 和让人喜欢你是一样的一个逻辑
[00:38:26,030 --> 00:38:26,990] 你想啊
[00:38:26,990 --> 00:38:30,630] 如果呢你说很客观的全方位的去介绍
[00:38:30,630 --> 00:38:34,850] 我是谁 我多高 多重 我哪个是要毕业的
[00:38:34,850 --> 00:38:38,450] 家庭资产有多少 有几套房子 几辆车等等
[00:38:38,450 --> 00:38:41,610] 这个呢 其实都是让大家去了解你
[00:38:41,610 --> 00:38:44,490] 但是呢 并不会让大家喜欢你
[00:38:44,490 --> 00:38:48,190] 所以呢 我们在金贵的关系1.0的时候就有教大家
[00:38:48,190 --> 00:38:51,570] 聊天的时候是不是要心心眼看着对方啊
[00:38:51,570 --> 00:38:53,190] 点头去认可他啊
[00:38:53,190 --> 00:38:56,030] 或者呢 偶尔去给他做一些小小的服务啊
[00:38:56,030 --> 00:38:57,970] 展现一些自己的光环啊
[00:38:57,970 --> 00:39:01,450] 那這些動作呢其實都是在激發對方的慾望
[00:39:01,450 --> 00:39:05,340] 讓他跟你在一起的時候感受到情緒價值
[00:39:05,820 --> 00:39:09,360] 同樣的我們在打廣告賣產品的時候呢
[00:39:09,360 --> 00:39:11,940] 最重要的不是去介紹你的產品
[00:39:11,940 --> 00:39:14,060] 而是激發客戶的慾望
[00:39:14,060 --> 00:39:15,220] 我舉個例子啊
[00:39:15,220 --> 00:39:17,980] 就是前段時間我去卡地亞的高處長
[00:39:17,980 --> 00:39:21,460] 當時呢我就一直在糾結要不要買一個戒指
[00:39:21,460 --> 00:39:23,320] 然後呢那個戒指啊
[00:39:23,320 --> 00:39:25,520] 它就是一個滿鑽的戒指
[00:39:25,520 --> 00:39:27,340] 上面全部都是鑽石
[00:39:27,340 --> 00:39:29,920] 客观来讲呢 我觉得那个戒指非常非常的好看
[00:39:29,920 --> 00:39:33,020] 很扎眼 很闪 很张扬
[00:39:33,020 --> 00:39:36,680] 但是呢 我又内心对于这款戒指呢有一点点的
[00:39:36,680 --> 00:39:41,480] 觉得遗憾就是它没有任何明显的卡地亚的标识
[00:39:41,480 --> 00:39:44,780] 它不像是其他的 比如说有一些啊动物款式
[00:39:44,780 --> 00:39:46,960] 比如说豹子啊 鳄鱼啊什么这些
[00:39:46,960 --> 00:39:50,940] 它都是卡地亚非常有标志性的这样些东西
[00:39:50,940 --> 00:39:55,700] 所以呢 我就在纠结这样的纯钻石的一个戒指和
[00:39:55,700 --> 00:39:59,460] 那種有更經典的卡帝亞標識的戒指之間呢
[00:39:59,460 --> 00:40:02,180] 我到底應該如何抉擇的一個問題
[00:40:02,180 --> 00:40:04,380] 後來呢 他們的銷售就跟我講啊
[00:40:04,380 --> 00:40:08,200] 他說 這些卡帝亞動物模具是非常的經典
[00:40:08,200 --> 00:40:10,520] 但是其實因為它是經典的
[00:40:10,520 --> 00:40:13,580] 所以這些模具其實它每年都會生產
[00:40:13,770 --> 00:40:15,610] 那麼它每年生產的時候呢
[00:40:15,610 --> 00:40:21,150] 只需要把不同的寶石相嵌到這個模具生產出來的
[00:40:21,150 --> 00:40:23,230] 這樣一個托上就可以了
[00:40:23,230 --> 00:40:26,310] 那我看中的那个满钻的戒指呢
[00:40:26,310 --> 00:40:28,850] 它虽然没有明显的卡带的标识
[00:40:28,850 --> 00:40:31,870] 但是它是在2012年的时候推出的
[00:40:31,870 --> 00:40:33,630] 它的数量是固定的
[00:40:33,630 --> 00:40:36,810] 它每一年呢都会放在全球巡展
[00:40:36,810 --> 00:40:38,970] 卖给全球各地的客户
[00:40:38,970 --> 00:40:41,090] 从2012年到今天
[00:40:41,090 --> 00:40:44,290] 这款戒指只剩下最后三枚了
[00:40:44,290 --> 00:40:47,090] 那这三枚卖完之后它就彻底绝版了
[00:40:47,090 --> 00:40:49,330] 就不会再做这款戒指了
[00:40:49,330 --> 00:40:52,130] 那当他讲完这个故事之后呢
[00:40:52,130 --> 00:40:54,810] 我当下就决定要买这款戒指
[00:40:54,810 --> 00:40:55,690] 你们看啊
[00:40:55,690 --> 00:40:57,330] 如果他没有讲这个故事
[00:40:57,330 --> 00:41:03,210] 那么我那个时候很有可能就去选那些有动物标识的珠宝啊
[00:41:03,210 --> 00:41:05,690] 因为他们更具有卡地亚的这种品牌风格
[00:41:05,690 --> 00:41:07,690] 也更容易被别人识别出来
[00:41:07,690 --> 00:41:08,810] 我买的是卡地亚
[00:41:08,810 --> 00:41:09,610] 可是呢
[00:41:09,610 --> 00:41:11,930] 当销售给我讲了这个故事之后
[00:41:11,930 --> 00:41:12,630] 其实呢
[00:41:12,630 --> 00:41:16,950] 他成功的勾起了我的一种非常狭窄的欲望
[00:41:16,950 --> 00:41:18,490] 是什么狭窄的欲望呢
[00:41:18,490 --> 00:41:21,130] 就是其实像我们这样的
[00:41:21,130 --> 00:41:25,450] 愿意去买高珠的人 我们内心当中有一个潜意识
[00:41:25,450 --> 00:41:28,130] 其实就是我想要那些我有
[00:41:28,130 --> 00:41:30,570] 而别人没有的东西
[00:41:30,570 --> 00:41:34,370] 所以说当我们花了这么多钱去买这些珠宝的时候
[00:41:34,370 --> 00:41:38,490] 并不是看重上面有多少颗宝石 有多少重量
[00:41:38,490 --> 00:41:43,630] 因为如果你用这个东西它的实际材质的价值去衡量的话
[00:41:43,630 --> 00:41:46,650] 那你怎么看怎么都是不值得的
[00:41:46,650 --> 00:41:49,070] 就它的溢价实在是太严重了
[00:41:49,070 --> 00:41:51,730] 那我要是去周大福甚至于我自己去
[00:41:51,730 --> 00:41:53,230] 我自己去这个叫什么
[00:41:53,230 --> 00:41:56,130] 珠宝城去打一个肯定比他这个划算的多
[00:41:56,130 --> 00:41:56,830] 对吧
[00:41:56,830 --> 00:41:57,290] 所以呢
[00:41:57,290 --> 00:42:00,770] 我们到底花这么多钱是在买什么呢
[00:42:00,770 --> 00:42:04,810] 本质上来讲我本身买的它就是一种谈资
[00:42:04,810 --> 00:42:08,630] 就是一种情绪价值或者说是一种优越感
[00:42:08,730 --> 00:42:12,490] 那么我在跟其他的朋友在social的时候
[00:42:12,490 --> 00:42:14,430] 我带着这个东西啊
[00:42:14,430 --> 00:42:16,310] 我就能给别人讲的出来
[00:42:16,310 --> 00:42:18,650] 哎我这是一个什么样的故事
[00:42:18,650 --> 00:42:21,550] 所以說呢 只要銷售啊
[00:42:21,550 --> 00:42:24,650] 它能夠達到我這方面的訴求和慾望
[00:42:24,650 --> 00:42:27,610] 那麼我們就很容易為這個東西買單
[00:42:27,610 --> 00:42:30,430] 那這個其實是一個線下的一個銷售案例
[00:42:30,430 --> 00:42:34,690] 那它呢跟朋友圈的營銷邏輯也是相通的
[00:42:34,690 --> 00:42:37,190] 只要你能抓準客戶的慾望
[00:42:37,190 --> 00:42:38,630] 勾起他們的興趣
[00:42:38,630 --> 00:42:39,690] 那很多時候
[00:42:39,690 --> 00:42:42,910] 哪怕你不做特別詳細的介紹
[00:42:42,910 --> 00:42:46,970] 只是做精準的價值呈現和情緒呈現
[00:42:46,970 --> 00:42:48,530] 那麼客戶也一然而然
[00:42:48,530 --> 00:42:49,530] 为此买单
[00:42:49,530 --> 00:42:53,390] 这就是为什么我在前面如何致富那节课里头
[00:42:53,390 --> 00:42:56,570] 给大家讲要强调聚焦人群
[00:42:56,570 --> 00:42:58,110] 要了解你的客户
[00:42:58,110 --> 00:43:01,350] 要知道你的对话的对象是谁
[00:43:01,350 --> 00:43:03,030] 只有这样你的表达
[00:43:03,030 --> 00:43:05,210] 你销售的这个切入角度
[00:43:05,210 --> 00:43:08,210] 才会真正击中目标客户的欲望
[00:43:10,810 --> 00:43:13,690] 好 以上就是这节课的全部内容了
[00:43:13,690 --> 00:43:15,170] 这个是思维导图
[00:43:15,170 --> 00:43:18,710] 大家可以去找你们的群馆拿高清的版本
[00:43:18,710 --> 00:43:26,270] 那这几课的作业呢 请用软直入的方式旁敲侧击的介绍你产品和服务
[00:43:26,270 --> 00:43:29,730] 并且分享到我们的取之心平台上
[00:43:29,730 --> 00:43:33,830] 另外呢 想要做自媒体或者是已经在做自媒体的宝子们
[00:43:33,830 --> 00:43:37,170] 可以把你们的产品介绍录成短视频
[00:43:37,170 --> 00:43:41,950] 分享到金贵的社群里 看看自己能吸引多少用户
[00:43:41,950 --> 00:43:45,630] 好 记住啊 不要打硬广啊 不要打硬广
[00:43:45,630 --> 00:43:48,030] 要旁敲側击
[00:43:48,030 --> 00:43:50,150] 好 那今天我们的课程就到这里了
[00:43:50,150 --> 00:43:51,290] 我们下节课再见 拜拜
