[00:00:00,000 --> 00:00:03,880] 哈喽大家好 欢迎回到我们金贵的关系2.0的课堂
[00:31:24,620 --> 00:31:27,280] 因為他們要是分走我六成的錢
[00:31:27,280 --> 00:31:29,900] 而且呢他不给我提供任何的支持
[00:31:29,900 --> 00:31:33,300] 我那个时候其实一直有想要去散伙的想法
[00:31:33,300 --> 00:31:36,120] 然后呢当时就有另外一个M3机构的老板
[00:31:36,120 --> 00:31:37,640] 跟我说想给我出客
[00:31:37,640 --> 00:31:39,560] 他当时能够保障我的客
[00:31:39,560 --> 00:31:42,220] 每个月至少有50万的销售额
[00:31:42,220 --> 00:31:44,520] 因为那个时候我是还没有开始做客的
[00:31:44,520 --> 00:31:46,120] 而且呢那个M3机构的老板
[00:31:46,120 --> 00:31:47,680] 他自己也名气比较大
[00:31:47,680 --> 00:31:50,020] 我呢也还蛮想跟他合作的
[00:31:50,020 --> 00:31:52,560] 我认可他也觉得他是一个靠得住的人
[00:31:52,560 --> 00:31:55,120] 然后后来呢我就跟我当时那个合伙人
[00:31:55,120 --> 00:31:56,060] 就聊了一件事
[00:31:56,060 --> 00:31:57,840] 但是我跟他聊的时候呢
[00:31:57,840 --> 00:31:59,060] 我跟他是这么说的
[00:31:59,060 --> 00:32:03,440] 我说在我们两个人没有得出一致性的结论之前
[00:32:03,440 --> 00:32:08,300] 你不要把这件事情告诉公司里的任何一个人
[00:32:08,300 --> 00:32:11,200] 因为当时他的那家公司是不止他一个股东的
[00:32:11,200 --> 00:32:12,380] 还有其他的股东
[00:32:12,380 --> 00:32:14,360] 然而这个合伙人呢我跟大家讲过
[00:32:14,360 --> 00:32:16,680] 是因为我跟他原来是好朋友嘛
[00:32:16,680 --> 00:32:17,800] 是好哥们嘛
[00:32:17,800 --> 00:32:20,380] 那么我才想先去跟他沟通的
[00:32:20,380 --> 00:32:22,580] 那么在我跟他定下来之前
[00:32:22,580 --> 00:32:25,560] 我不希望这件事情被公司其他的股东所知道
[00:32:25,560 --> 00:32:28,760] 因为呢我当然想这个MCN公司老板帮我做客
[00:32:28,760 --> 00:32:31,360] 如果拿到那样的一个营业额的话呢
[00:32:31,360 --> 00:32:33,680] 他是要分到我一部分的钱的
[00:32:33,680 --> 00:32:35,500] 那么如果公司知道这件事呢
[00:32:35,500 --> 00:32:38,560] 公司也要分走我一大部分的钱
[00:32:38,560 --> 00:32:42,280] 那前面我已经觉得这个公司没有给我提供任何价值
[00:32:42,280 --> 00:32:44,020] 已经分了我那么多钱了
[00:32:44,020 --> 00:32:47,740] 现在如果还要持续去分我未来可能更多的钱
[00:32:47,740 --> 00:32:51,960] 我当然是希望这件事情需要重新去谈判的
[00:32:51,960 --> 00:32:55,120] 在我自己没有想好一个绝对性的谈判思路之前
[00:32:55,120 --> 00:32:57,520] 我不想把这个消息透露出去
[00:32:57,520 --> 00:32:59,320] 结果没有想到啊
[00:32:59,320 --> 00:33:01,020] 我还在思考的时候
[00:33:01,020 --> 00:33:04,180] 公司的大股东就给我打来了电话
[00:33:04,180 --> 00:33:07,300] 他说我听说有人要帮你做客啊
[00:33:07,300 --> 00:33:09,420] 他提到的能够帮你做出的营业额
[00:33:09,420 --> 00:33:12,580] 也是我内心当中非常期待的数字
[00:33:12,580 --> 00:33:14,860] 他说那我们什么时候来启动这件事
[00:33:14,860 --> 00:33:17,240] 哇我当时接到那个电话那一瞬间
[00:33:17,240 --> 00:33:18,760] 我立刻就炸了
[00:33:18,760 --> 00:33:20,360] 我觉得我被背叛了
[00:33:20,360 --> 00:33:21,700] 其实就是在那一刻
[00:33:21,700 --> 00:33:23,340] 我非常非常坚定的
[00:33:23,340 --> 00:33:27,900] 想要去跟他們全部的人去結束我們之間的合作關係
[00:33:27,900 --> 00:33:32,040] 我覺得我之前所信賴的這樣一個朋友
[00:33:32,040 --> 00:33:36,060] 我認為他已經根本就不能算是我的朋友了
[00:33:36,060 --> 00:33:39,120] 他能在我千叮嚀萬嘱咐的情況下
[00:33:39,120 --> 00:33:41,580] 還是把我的這個想法透露了出去
[00:33:41,580 --> 00:33:46,420] 那麼他未來就一定還會做更多背刺我的事情
[00:33:46,420 --> 00:33:48,680] 所以我那個時候就當斷則斷
[00:33:48,680 --> 00:33:51,260] 沒有再展現任何的富人之仁
[00:33:51,260 --> 00:33:54,440] 以上就是我们今天这节课的全部内容了
[00:33:54,440 --> 00:33:56,560] 这个是我们这节课的思维导图
[00:33:56,560 --> 00:33:57,920] 想要高兴版本的
[00:33:57,920 --> 00:34:00,100] 宝宝们可以去找你们的群馆拿
[00:34:00,100 --> 00:34:02,900] 今天的作业就是请大家回想一下
[00:34:02,900 --> 00:34:04,540] 你身边有什么样的人
[00:34:04,540 --> 00:34:07,200] 曾经做出过言行不一的举动
[00:34:07,200 --> 00:34:09,860] 把他们言行不一的地方写下来
[00:34:09,860 --> 00:34:12,240] 并结合课程当中的知识点
[00:34:12,240 --> 00:34:15,300] 分析一下他的动机和人物底色
[00:34:15,300 --> 00:34:17,420] 然后把你们的想法分享到
[00:34:17,420 --> 00:34:19,900] 取之心的小程序还有金贵的社群
[00:34:19,900 --> 00:34:25,120] 和姐妹们共同的沉淀一个变人食人的素材库
[00:34:25,120 --> 00:34:26,620] 好了今天这节课就到这儿
[00:34:26,620 --> 00:34:27,900] 我们下节课再见 拜拜
