[00:00:00,000 --> 00:00:03,820] Hello大家好 歡迎回到我們金貴的關係2.0的課堂
[00:30:56,840 --> 00:30:59,340] 我们也不要觉得自己赚少了
[00:30:59,340 --> 00:31:00,040] 总之呢
[00:31:00,040 --> 00:31:02,440] 无论是亏损也好还是盈利也好
[00:31:02,440 --> 00:31:05,760] 我们都需要有及时退场的智慧
[00:31:05,760 --> 00:31:07,720] 我之前呢给一个小姐姐聊天啊
[00:31:07,720 --> 00:31:11,020] 她就说她自己有一个公司之前是挣钱的
[00:31:11,020 --> 00:31:11,580] 后来呢
[00:31:11,580 --> 00:31:13,300] 这个公司已经不挣钱了
[00:31:13,300 --> 00:31:15,800] 但是這個公司裏還有壹些員工
[00:31:15,800 --> 00:31:18,780] 他呢每年還要付個十幾萬的工資
[00:31:18,780 --> 00:31:21,180] 他就問我要不要堅持
[00:31:21,180 --> 00:31:23,660] 我就說那妳今年付的這個十幾萬的工資
[00:31:23,660 --> 00:31:25,240] 實際上就是妳的虧損 對嗎
[00:31:25,240 --> 00:31:26,220] 他說對
[00:31:26,220 --> 00:31:29,540] 我說那妳明年是不是妳的業務就能回暖了呢
[00:31:29,540 --> 00:31:32,000] 還是說妳明年還是肉眼可見的
[00:31:32,000 --> 00:31:33,260] 還要虧這個十幾萬
[00:31:33,260 --> 00:31:36,140] 他說明年還要虧這個十幾萬
[00:31:36,140 --> 00:31:39,380] 我說那什麽時候這個公司才能重新營利呢
[00:31:39,380 --> 00:31:40,720] 他說我不知道
[00:31:41,580 --> 00:31:44,540] 但是呢 因为他会掺杂了一些情感上的因素
[00:31:44,540 --> 00:31:47,360] 他觉得 哎呀 我跟这些同事也共事了好久了
[00:31:47,360 --> 00:31:49,480] 我现在也不舍得把这个公司关掉
[00:31:49,480 --> 00:31:51,340] 他就问我 这个时候该怎么办
[00:31:51,340 --> 00:31:55,600] 我就跟他说 我说你立刻马上就把这个公司关掉
[00:31:55,600 --> 00:31:59,420] 不要再有任何留恋了 赶紧立场 重新开始
[00:31:59,920 --> 00:32:03,160] 所以说呢 大家不要被情绪冲昏了头脑
[00:32:03,160 --> 00:32:05,520] 要学会止损 也要学会止赢
[00:32:05,520 --> 00:32:07,640] 这才是行动推动决策
[00:32:10,680 --> 00:32:12,480] 下面呢 我来告诉大家啊
[00:32:12,480 --> 00:32:15,980] 當你真的學會了行動推動決策之後呢
[00:32:15,980 --> 00:32:18,220] 你學會了設立一個標準
[00:32:18,220 --> 00:32:20,640] 制定指定線和止損線以後
[00:32:20,640 --> 00:32:22,280] 還要記住一句話
[00:32:22,280 --> 00:32:25,400] 那就是決策只做一次
[00:32:25,400 --> 00:32:27,740] 絕對不要反復
[00:32:27,740 --> 00:32:28,660] 舉個例子
[00:32:28,660 --> 00:32:30,620] 在男女關係當中很多女生
[00:32:30,620 --> 00:32:31,940] 明知道這個人不好
[00:32:31,940 --> 00:32:33,680] 也知道為什麼要分手
[00:32:33,680 --> 00:32:34,800] 可是分了以後呢
[00:32:34,800 --> 00:32:36,580] 他又受不了那個空窗期
[00:32:36,580 --> 00:32:38,260] 他可能又沒有找到合適的
[00:32:38,260 --> 00:32:40,260] 就又倒回去跟別人和好
[00:32:40,260 --> 00:32:41,900] 那這樣的分分合合呢
[00:32:41,900 --> 00:32:45,080] 比如說拉扯兩年多 最後都沒有分掉
[00:32:45,080 --> 00:32:48,680] 那這個呢 其實就是在耽誤你的時間 耽誤你的青春
[00:32:48,680 --> 00:32:53,240] 在一個錯誤的時間 錯誤的人身上反復輪迴
[00:32:53,240 --> 00:32:56,460] 你永遠都無法走向一條正確的道路
[00:32:56,460 --> 00:32:58,780] 那創業呢 其實也是一樣的
[00:32:58,780 --> 00:33:01,040] 我之前跟一個閨蜜聯盟的小姐姐交流
[00:33:01,040 --> 00:33:05,520] 她說她自己很擅長做業務 但是呢不擅長做管理
[00:33:05,520 --> 00:33:08,440] 所以她覺得她是需要找一個職業經理人
[00:33:08,440 --> 00:33:11,420] 把管理的這部分的工作外包出去的
[00:33:11,920 --> 00:33:14,140] 結果當他找了職業經理人之後呢
[00:33:14,140 --> 00:33:16,140] 發現職業經理人不懂業務
[00:33:16,140 --> 00:33:20,120] 然後呢老是跟團隊以前的老成員產生衝突
[00:33:20,120 --> 00:33:22,220] 又有很多自己的主觀想法
[00:33:22,220 --> 00:33:24,560] 搞了一段時間之後呢他就覺得哎呀
[00:33:24,560 --> 00:33:25,880] 反而搞了一團亂
[00:33:25,880 --> 00:33:27,140] 他就受不了了
[00:33:27,140 --> 00:33:29,760] 結果呢就把職業經理人這個事給砍掉了
[00:33:29,760 --> 00:33:32,840] 又倒回去 自己又做管理又做業務
[00:33:32,840 --> 00:33:36,080] 然後他就來問我說遇到這樣的情況怎麼解決
[00:33:36,080 --> 00:33:37,940] 那我給到他的解決方案的是
[00:33:37,940 --> 00:33:40,160] 依然要去找職業經理人
[00:33:40,160 --> 00:33:43,800] 因為我知道你的這個方向是對的
[00:33:43,800 --> 00:33:45,680] 你公司到了一定的規模
[00:33:45,680 --> 00:33:48,020] 然後你又不擅長做管理
[00:33:48,020 --> 00:33:51,360] 它既會影響你做管理的這種質量
[00:33:51,360 --> 00:33:52,500] 同時呢
[00:33:52,500 --> 00:33:54,700] 還會因為你分散了經歷在做管理上
[00:33:54,700 --> 00:33:58,420] 讓你在做業務的時候又沒有那麼的專注了
[00:33:58,420 --> 00:34:02,300] 所以說找職業經理人去幫你把這個管理的這一部分
[00:34:02,300 --> 00:34:05,560] 給他做起來是一個必然的方向
[00:34:05,560 --> 00:34:06,800] 只不過呢
[00:34:06,800 --> 00:34:08,640] 當你請了一個職業經理人的時候
[00:34:08,640 --> 00:34:11,780] 它一定會有波動期和磨合期
[00:34:11,780 --> 00:34:13,540] 那麼它在磨合不好的時候
[00:34:13,540 --> 00:34:15,200] 會讓你覺得很內耗
[00:34:15,200 --> 00:34:17,100] 那這個時候如果你又倒回去
[00:34:17,100 --> 00:34:18,800] 重新再做一次決定
[00:34:18,800 --> 00:34:20,600] 其實就是浪費時間
[00:34:20,600 --> 00:34:22,680] 而我們這個時候真正要做的
[00:34:22,680 --> 00:34:25,320] 其實就是堅定不移的往前走
[00:34:25,320 --> 00:34:28,060] 要不然就是讓這個職業經理人
[00:34:28,060 --> 00:34:32,140] 慢慢的適應你這個企業裡邊所有的規則
[00:34:32,140 --> 00:34:34,020] 或者說了解它的產品之後
[00:34:34,020 --> 00:34:36,040] 然後讓它做得更順手
[00:34:36,040 --> 00:34:38,880] 要不然就是不斷的去換職業經理人
[00:34:38,880 --> 00:34:43,240] 直到找到一個跟你的企業更適配的人為止
[00:34:43,240 --> 00:34:45,620] 而沒有一個選項叫做
[00:34:45,620 --> 00:34:47,180] 既然職業經理人管不好
[00:34:47,180 --> 00:34:48,620] 我就還是自己來管
[00:34:48,620 --> 00:34:51,320] 是堅決不可以回頭走這條路的
[00:34:51,320 --> 00:34:53,500] 那在最後我送給大家一句話
[00:34:53,500 --> 00:34:55,820] 不是要找到正確的選項
[00:34:55,820 --> 00:34:58,540] 而是要讓選擇變得正確
[00:34:58,540 --> 00:35:01,980] 很多的寶寶害怕做選擇害怕做決定
[00:35:01,980 --> 00:35:03,620] 是因為他們總覺得說
[00:35:03,620 --> 00:35:05,220] 萬一我選錯了怎麼辦
[00:35:05,220 --> 00:35:07,800] 那我想說不要怕 不要焦慮
[00:35:07,800 --> 00:35:11,680] 因為無論你怎麼選 你都會有收益 都會有收穫
[00:35:11,680 --> 00:35:15,780] 只不過呢 那個收益不一定是按照你設想的樣子來的
[00:35:15,780 --> 00:35:19,940] 就好像我原來在金貴的關係1.0 金貴的關係2.0裏頭
[00:35:19,940 --> 00:35:22,660] 分享了那麽多的負面案例 反面教材
[00:35:22,660 --> 00:35:24,840] 還有我自己踩過的一些坑
[00:35:24,840 --> 00:35:26,580] 我也有過投資失敗
[00:35:26,580 --> 00:35:29,680] 我也有過戀愛腦兒不能自拔的這些經驗
[00:35:29,680 --> 00:35:32,780] 看起來呢 好像當初都是做了錯誤的選項
[00:35:32,780 --> 00:35:34,500] 可是我們轉念想一想
[00:35:34,500 --> 00:35:38,000] 如果没有当初犯下的那些错误
[00:35:38,000 --> 00:35:40,780] 那么我怎么做出这两门课呢
[00:35:41,400 --> 00:35:44,240] 所以呢只要我们保持转念
[00:35:44,240 --> 00:35:45,880] 保持积极的心态
[00:35:45,880 --> 00:35:49,100] 任何的选项都是可以变得正确的
[00:35:49,100 --> 00:35:50,120] 那么大家要记住
[00:35:50,120 --> 00:35:51,580] 不是什么是对的
[00:35:51,580 --> 00:35:52,560] 我就是选什么
[00:35:52,560 --> 00:35:54,000] 而是我选了什么
[00:35:54,000 --> 00:35:55,240] 什么就是对的
[00:35:56,900 --> 00:35:59,540] 那以上呢就是我们今天这节课的全部内容
[00:35:59,540 --> 00:36:01,060] 这个呢是思维导图
[00:36:01,060 --> 00:36:03,940] 大家可以去找你们群馆拿高清的版本
[00:36:03,940 --> 00:36:05,580] 那今天这节课的作业呢
[00:36:05,580 --> 00:36:08,580] 就是分享出你最近要做出的
[00:36:08,580 --> 00:36:10,000] 決策和選擇
[00:36:10,000 --> 00:36:13,160] 列出你的止損線和指引線
[00:36:13,160 --> 00:36:16,860] 並且發布到取之心平台和金貴社群里
[00:36:16,860 --> 00:36:18,680] 讓小姐妹們一起監督你
[00:36:18,680 --> 00:36:22,400] 幫助你真正的做到行動推動決策
[00:36:22,400 --> 00:36:22,680] 好了
[00:36:22,680 --> 00:36:24,060] 那今天這期課就到這兒
[00:36:24,060 --> 00:36:24,780] 咱們下期課再見
[00:36:24,780 --> 00:36:25,180] 拜拜
