[00:00:00,000 --> 00:00:01,420] Hello 寶子们你们好
[00:32:30,380 --> 00:32:32,340] 那么这个就是你的主诉求
[00:32:32,340 --> 00:32:36,460] 那些可以被你删掉的,其实就都可以化作边缘化诉求
[00:32:36,460 --> 00:32:39,060] 就比如說我們跟一個男生去相處
[00:32:39,060 --> 00:32:41,020] 我可能既想要他陪伴
[00:32:41,020 --> 00:32:42,240] 也想要他花錢
[00:32:42,240 --> 00:32:44,000] 也想要他的情緒價值
[00:32:44,000 --> 00:32:45,660] 也想要他長得帥
[00:32:45,660 --> 00:32:49,140] 啊 那麼你這個時候你就要把這種陪伴啊
[00:32:49,140 --> 00:32:50,820] 金錢啊 情緒價值啊
[00:32:50,820 --> 00:32:53,320] 顏值 身材啊等等這些都列出來
[00:32:53,320 --> 00:32:55,520] 然後逐個逐個的去刪減
[00:32:55,520 --> 00:33:00,220] 最後其實你就會得到一個非常清晰的訴求排序了
[00:33:01,320 --> 00:33:04,930] 可能你最後就只剩下一個情緒價值
[00:33:04,930 --> 00:33:07,010] 那么别的就都成为了边缘化足球
[00:33:07,010 --> 00:33:07,750] 是吧
[00:33:07,750 --> 00:33:10,470] 那只要对方能够给你很多很多的情绪价值
[00:33:10,470 --> 00:33:12,410] 那他少花点钱
[00:33:12,410 --> 00:33:13,630] 甚至是不花点钱
[00:33:13,630 --> 00:33:14,990] 你是不是都能接受呢
[00:33:14,990 --> 00:33:16,990] 或者说你应该接受
[00:33:16,990 --> 00:33:18,890] 那么通过这样的做减法的方式呢
[00:33:18,890 --> 00:33:22,470] 我们就能够清晰的看到自己的第一足球了
[00:33:22,470 --> 00:33:25,430] 我们就会发现人生会变得非常的明白
[00:33:25,430 --> 00:33:28,130] 但凡我们之间有任何的冲突
[00:33:28,130 --> 00:33:29,410] 我都可以直接问自己
[00:33:29,410 --> 00:33:32,070] 我现在是不是在追逐第一足球
[00:33:32,070 --> 00:33:34,370] 我还在不在原本的主干道上面
[00:33:34,370 --> 00:33:36,050] 我有没有偏离轨道
[00:33:36,050 --> 00:33:37,710] 如果按照这个思维方式啊
[00:33:37,710 --> 00:33:42,550] 你会发现你的人生主旋律不会受到任何人的干扰
[00:33:42,550 --> 00:33:45,270] 你们的人生也不会浪费任何的光阴
[00:33:45,270 --> 00:33:47,870] 每一分每一秒都是在走直线
[00:33:47,870 --> 00:33:50,850] 那么你自然的就更容易拿到大结果
[00:33:52,630 --> 00:33:54,030] 而且更近一步的呢
[00:33:54,030 --> 00:33:58,130] 我是建议各位宝宝主动放弃边缘化诉求的
[00:33:58,130 --> 00:33:59,190] 因为边缘化的诉求
[00:33:59,190 --> 00:34:02,590] 它一定会时不时的出来挑逗你一下啊
[00:34:02,590 --> 00:34:03,350] 诱惑你一下
[00:34:03,350 --> 00:34:05,330] 让你分散你的精力和注意力
[00:34:05,590 --> 00:34:11,070] 所以還不如狠下心來直接主動的放棄掉這些變化訴求
[00:34:11,070 --> 00:34:13,610] 其實這就相當於是你用一個耳塞
[00:34:13,610 --> 00:34:14,670] 堵住你的耳朵
[00:34:14,670 --> 00:34:17,770] 讓自己不再聽到外界的噪音
[00:34:17,770 --> 00:34:19,930] 那麼你的心就更容易定下來
[00:34:19,930 --> 00:34:21,210] 我給大家打個比方啊
[00:34:21,210 --> 00:34:24,750] 就好像我今天衝出來做這個賽道
[00:34:24,750 --> 00:34:28,670] 大家可以看到其實從最開始衝出來的那一天
[00:34:28,670 --> 00:34:31,730] 我就已經的主動放棄了
[00:34:31,730 --> 00:34:34,130] 和更為優質的男性啊
[00:34:34,130 --> 00:34:35,870] 我們所謂的大哥啊 大佬啊
[00:34:35,870 --> 00:34:38,470] 去進入這種婚戀軌道的可能
[00:34:38,470 --> 00:34:39,010] 為什麼
[00:34:39,010 --> 00:34:42,710] 因為只要我放下了男人對我的看法
[00:34:42,710 --> 00:34:45,290] 我放下了所謂的這種婚戀可能
[00:34:45,290 --> 00:34:49,590] 我才能夠毫無保留的去分享我的經歷
[00:34:49,590 --> 00:34:50,530] 我的故事
[00:34:50,530 --> 00:34:51,610] 我的認知
[00:34:51,610 --> 00:34:56,090] 我才能夠一針見血的去拆解他們的套路
[00:34:56,090 --> 00:34:57,750] 還有思維方式
[00:34:57,750 --> 00:35:00,250] 然後幫我的粉絲們去解決問題
[00:35:00,250 --> 00:35:03,110] 讓大家覺得我是如此的
[00:35:03,110 --> 00:35:06,270] 開誠無功 如此的坦然
[00:35:06,270 --> 00:35:09,250] 是吧 所以說我是在一開始就已經
[00:35:09,250 --> 00:35:15,550] 決定了這件事 才會導致我後面在做這件事的時候 跑得無比之快
[00:35:15,550 --> 00:35:20,950] 而且大家會發現 即使有很多很多的人 他可能在模仿我 可是他很難 為什麼
[00:35:20,950 --> 00:35:27,870] 其實就是因為他們內心當中有一個潛意識力 那個想要討好男人
[00:35:28,190 --> 00:35:33,390] 尤其想要討好優質的男人 或者說未來潛在的這種婚戀對象的
[00:35:33,590 --> 00:35:35,530] 這種男人的可能性啊
[00:35:35,530 --> 00:35:37,150] 在他們心裡這個小火苗
[00:35:37,150 --> 00:35:38,630] 始終沒有恰西
[00:35:38,630 --> 00:35:40,890] 那你一邊想賺女人的錢啊
[00:35:40,890 --> 00:35:43,050] 一邊又想得到男人的好感
[00:35:43,050 --> 00:35:45,110] 何況你還做的是情感
[00:35:45,110 --> 00:35:47,570] 那你肯定就是搞不好的
[00:35:47,570 --> 00:35:48,190] 所以說呢
[00:35:48,190 --> 00:35:49,630] 我們要主動斷捨離
[00:35:49,630 --> 00:35:51,450] 主動放棄次要的
[00:35:51,450 --> 00:35:52,390] 邊緣化的
[00:35:52,390 --> 00:35:54,850] 你才能更好的把精力聚焦到
[00:35:54,850 --> 00:35:55,730] 第一訴求上
[00:35:55,730 --> 00:35:58,890] 你才會在自己的主幹道上一路狂奔
[00:35:58,890 --> 00:35:59,630] 好 最後呢
[00:35:59,630 --> 00:36:00,750] 我們來看第三點啊
[00:36:01,210 --> 00:36:02,750] 找遙遠的偶像
[00:36:02,750 --> 00:36:04,450] 不要害怕迷茫
[00:36:04,450 --> 00:36:07,190] 其實呢剛才提到的走記者行也好呀
[00:36:07,190 --> 00:36:08,130] 叫又要也好
[00:36:08,130 --> 00:36:10,630] 本質上呢都是我沒有真正的思考過
[00:36:10,630 --> 00:36:13,210] 我到底要成為一個什麼樣的人
[00:36:13,210 --> 00:36:17,050] 我的生命終局的狀態到底是什麼樣的
[00:36:17,050 --> 00:36:18,390] 所以呢他沒有辦法
[00:36:18,390 --> 00:36:21,130] 根據終局來倒推自己的行為
[00:36:21,130 --> 00:36:23,250] 只能被外界的標準
[00:36:23,250 --> 00:36:25,750] 被短期的誘惑牽著鼻子走
[00:36:25,750 --> 00:36:28,390] 所以他會迷茫甚至呢會抑鬱
[00:36:28,390 --> 00:36:30,890] 他會覺得我沒有活出真正的自我
[00:36:31,250 --> 00:36:32,630] 那我們應該怎麼辦呢
[00:36:32,630 --> 00:36:36,830] 我們怎麼才能夠找到我們理想的生命中局呢
[00:36:36,830 --> 00:36:37,290] 這個呢
[00:36:37,290 --> 00:36:39,750] 就是我給大家分享的我自己的一個經驗
[00:36:39,750 --> 00:36:42,970] 就叫做尋找遙遠的偶像
[00:36:43,000 --> 00:36:43,600] 這裡呢
[00:36:43,600 --> 00:36:44,700] 有兩個關鍵詞
[00:36:44,700 --> 00:36:46,080] 一個是偶像
[00:36:46,080 --> 00:36:50,620] 偶像其實就是為了讓你在猶豫不決的時候幫你做選擇
[00:36:50,620 --> 00:36:51,240] 或者說
[00:36:51,240 --> 00:36:54,140] 當你被一些邊緣化措手所牽制的時候
[00:36:54,140 --> 00:36:57,800] 它能夠更快速的幫你去校準方向
[00:36:57,800 --> 00:36:59,160] 即時掉頭
[00:36:59,160 --> 00:37:01,820] 每次你在人生的十字路口猶豫不決
[00:37:01,820 --> 00:37:04,780] 不知道该走不该走哪条路的时候
[00:37:04,780 --> 00:37:06,220] 该不该放弃的时候
[00:37:06,220 --> 00:37:08,300] 你都可以问自己一句
[00:37:08,300 --> 00:37:10,460] 如果这是我的偶像
[00:37:10,460 --> 00:37:12,200] 他会怎么做
[00:37:12,260 --> 00:37:13,460] 我举个例子啊
[00:37:13,460 --> 00:37:14,600] 保证你应该都知道啊
[00:37:14,600 --> 00:37:16,200] 我的这个偶像是特老头啊
[00:37:17,780 --> 00:37:18,760] 我很多时候呢
[00:37:18,760 --> 00:37:21,120] 在我自己人生当中比较迷茫的一些时刻
[00:37:21,120 --> 00:37:22,020] 我就会想
[00:37:22,020 --> 00:37:23,480] 如果这些事是特老头
[00:37:23,480 --> 00:37:24,680] 他会怎么做
[00:37:24,680 --> 00:37:25,240] 比如说啊
[00:37:25,240 --> 00:37:26,980] 我闺蜜联盟里面的有个小姐妹
[00:37:26,980 --> 00:37:27,860] 她老公呢
[00:37:27,860 --> 00:37:29,660] 就是因为她的事业
[00:37:29,660 --> 00:37:30,860] 离开自己的城市
[00:37:30,860 --> 00:37:31,980] 放弃了自己的工作
[00:37:31,980 --> 00:37:34,240] 當起了全職丈夫
[00:37:34,240 --> 00:37:34,980] 在家帶孩子
[00:37:35,640 --> 00:37:36,140] 然後呢
[00:37:36,140 --> 00:37:38,380] 她就賺得比她老公多得多得多
[00:37:38,380 --> 00:37:41,480] 那她其實是會覺得她老公很愛自己
[00:37:41,480 --> 00:37:41,960] 所以呢
[00:37:41,960 --> 00:37:44,980] 她就是要維護老公的自尊心啊
[00:37:45,500 --> 00:37:47,780] 然後還有這個老公的安全感啊
[00:37:47,780 --> 00:37:49,380] 以及家庭的穩定性啊
[00:37:49,380 --> 00:37:52,940] 她會把所有的錢都給她老公
[00:37:53,030 --> 00:37:54,710] 當時我這個閨蜜維盟的寶子
[00:37:54,710 --> 00:37:56,130] 在跟我講完這個話之後呢
[00:37:56,890 --> 00:37:58,850] 我覺得她非常的偉大
[00:37:58,850 --> 00:38:00,350] 我是發自內心的
[00:38:00,350 --> 00:38:05,670] 我会觉得他去去实实他在跟我分享他对于爱的理解 对于婚姻的理解
[00:38:05,670 --> 00:38:12,790] 然后对于他老公的这种真正的包容这种情怀之后呢 我会觉得他整个人是在发光的
[00:38:14,130 --> 00:38:19,130] 我听到他的选择 我觉得他太牛了 太伟大了 我太钦佩他了
[00:38:19,710 --> 00:38:24,830] 然后在那一刻呢 其实我就在问自己说我能成为这样的人吗
[00:38:25,730 --> 00:38:27,070] 啊 如果是我的话
[00:38:27,070 --> 00:38:29,230] 那我老公如果啊
[00:38:29,230 --> 00:38:30,930] 為了我去放棄了所有的東西
[00:38:30,930 --> 00:38:32,930] 然後來符合我的人生
[00:38:32,930 --> 00:38:36,070] 我能做到把我所有的錢也給我老公
[00:38:36,070 --> 00:38:38,810] 然後成為我面前這樣一個閃閃發光的
[00:38:38,810 --> 00:38:41,230] 我覺得很偉大這樣一個女性啊
[00:38:41,230 --> 00:38:43,570] 在那一瞬間我非常非常的猶豫
[00:38:44,270 --> 00:38:48,710] 他的這種做法其實跟我的整體的潛意識
[00:38:48,710 --> 00:38:50,430] 其實是很相悖的
[00:38:50,430 --> 00:38:52,290] 因為在我的生命當中啊
[00:38:52,290 --> 00:38:55,670] 我一直覺得無條件的去相信任何一個人
[00:38:55,670 --> 00:38:58,930] 本質上都是對自己的不負責任
[00:38:58,930 --> 00:39:01,170] 這是我的人生信條啊
[00:39:01,170 --> 00:39:01,870] 我的價值觀
[00:39:03,120 --> 00:39:04,580] 但是在這個時候呢
[00:39:04,580 --> 00:39:07,220] 我在想那我怎麼去判斷啊
[00:39:07,220 --> 00:39:08,420] 我應該怎麼做呢
[00:39:08,420 --> 00:39:10,220] 如果我遇到人生選擇我應該怎麼做
[00:39:10,220 --> 00:39:10,860] 這個時候
[00:39:10,860 --> 00:39:12,620] 哎我就想到特老頭
[00:39:12,620 --> 00:39:14,160] 我就趕快想
[00:39:14,160 --> 00:39:16,400] 如果這件事換成是特老頭
[00:39:16,400 --> 00:39:17,940] 他會怎麼幹呢
[00:39:17,940 --> 00:39:19,820] 後來我堅定不移的
[00:39:19,820 --> 00:39:21,240] 說如果是特老頭
[00:39:21,240 --> 00:39:24,060] 他一定不會把自己的權全部給自己的對象
[00:39:52,960 --> 00:39:54,360] 哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
[00:39:54,360 --> 00:39:55,820] 除了偶像這個詞之外
[00:39:55,820 --> 00:39:57,340] 我們還有一個詞叫遙遠
[00:39:57,920 --> 00:40:01,420] 就是不要找身邊的人當偶像
[00:40:01,420 --> 00:40:04,860] 你不要把你爸媽當成你的偶像
[00:40:04,860 --> 00:40:08,600] 不要去找這個你稍微一碰就能碰得到
[00:40:08,600 --> 00:40:11,040] 稍微一勾就夠得著的人去當偶像
[00:40:11,960 --> 00:40:16,100] 因為他們呢其實離你太近了啊
[00:40:16,100 --> 00:40:18,660] 那麼我覺得首先第一個維度啊就是
[00:40:18,660 --> 00:40:22,160] 附近的圈子它的維度啊沒有足夠的高
[00:40:22,160 --> 00:40:24,420] 哪怕是你的前輩你的領導
[00:40:24,420 --> 00:40:26,980] 其實呢也不過就是說比你年長啊
[00:40:26,980 --> 00:40:28,640] 或者說比你早入行啊
[00:40:28,640 --> 00:40:30,240] 他是否真的拿到了
[00:40:30,240 --> 00:40:32,700] 你已經覺得可望而不可及的結果呢
[00:40:32,700 --> 00:40:34,840] 我覺得這個在大部分的人生當中
[00:40:34,840 --> 00:40:36,760] 其實是不太存在的
[00:40:36,760 --> 00:40:37,800] 就大部分的人生里
[00:40:37,800 --> 00:40:40,260] 你們所能觸及的道德這樣一些人
[00:40:40,260 --> 00:40:43,540] 他們並沒有拿到過非常大的結果
[00:40:44,680 --> 00:40:45,960] 那很多時候呢
[00:40:45,960 --> 00:40:47,460] 如果說他也只是拿到了
[00:40:47,460 --> 00:40:49,660] 一點點小的結果而已的話
[00:40:49,660 --> 00:40:51,200] 那麼其實
[00:40:51,200 --> 00:40:54,380] 他也是存在很多很多的一個認知空白的
[00:40:54,380 --> 00:40:59,620] 你想一下,其實大部分的所謂的中層領導也好,中層幹部也好
[00:40:59,620 --> 00:41:01,800] 他們一個月現在拿多少錢?
[00:41:02,220 --> 00:41:05,020] 其實很多人拿到手可能就才一萬多塊錢
[00:41:05,800 --> 00:41:08,980] 所以這樣的人他真的有很高很高的認知嗎?
[00:41:09,700 --> 00:41:10,400] 不一定
[00:41:10,530 --> 00:41:14,530] 那他教你做人的那些道理就真的很有價值嗎?
[00:41:14,570 --> 00:41:15,470] 也不一定
[00:41:15,470 --> 00:41:19,930] 所以你聽個閱讀,有可能啊,你的人生就越無解
[00:41:19,960 --> 00:41:25,260] 那么我们要去观察那些真正的站到了金字塔尖的人
[00:41:25,260 --> 00:41:27,040] 去学习他们的为人处事
[00:41:27,040 --> 00:41:29,380] 去揣度他们的决策逻辑
[00:41:29,380 --> 00:41:35,240] 这样才有可能去突破你原有的圈层的这种认知和行为模式
[00:41:35,240 --> 00:41:37,860] 拿到不属于这个圈子的结果
[00:41:38,470 --> 00:41:41,470] 第二个就是附近的这种偶像啊
[00:41:41,470 --> 00:41:43,630] 就是你的偶像离你太近了
[00:41:43,630 --> 00:41:45,510] 太容易去媚了一点
[00:41:45,510 --> 00:41:47,770] 就是一个人离你越近
[00:41:47,770 --> 00:41:50,730] 你越會發現他的平凡和普通
[00:41:50,730 --> 00:41:52,890] 你越會覺得他不過如此
[00:41:53,870 --> 00:41:56,510] 俗話有句話叫 審編無偉人啊
[00:41:56,510 --> 00:41:57,730] 其實就是這個道理
[00:41:57,730 --> 00:42:01,170] 所以呢我們一定要找一個很遠很遠的人當偶像
[00:42:01,170 --> 00:42:01,830] 這樣呢
[00:42:01,830 --> 00:42:04,690] 就能夠給到他足夠足夠多的濾鏡
[00:42:04,690 --> 00:42:07,030] 那這個濾鏡呢雖然說是虛幻的
[00:42:07,030 --> 00:42:11,510] 但也因為這樣我們才能夠無限的去想像他的美好
[00:42:11,510 --> 00:42:13,030] 而忽略他的瑕疵
[00:42:13,030 --> 00:42:16,750] 他才能夠源源不斷的給你力量給你支持
[00:42:16,750 --> 00:42:20,770] 讓你單純利弱地摒棄掉其他的誘惑
[00:42:20,770 --> 00:42:23,130] 讓你心無旁物地去狂奔
[00:42:23,130 --> 00:42:24,830] 而不是逆勢方向
[00:42:25,320 --> 00:42:27,140] 這就像一個太陽
[00:42:27,140 --> 00:42:28,400] 因為它足夠遙遠
[00:42:28,400 --> 00:42:29,520] 足夠光亮
[00:42:29,520 --> 00:42:31,820] 所以才會顯得
[00:42:31,820 --> 00:42:34,120] 其他的東西都變得暗淡了
[00:42:34,120 --> 00:42:35,900] 我們就能夠不斷地
[00:42:35,900 --> 00:42:38,040] 去循著光的方向去前進
[00:42:38,040 --> 00:42:38,840] 比如說啊
[00:42:38,840 --> 00:42:41,120] 我每一次看到被槍擊的時候那張照片
[00:42:41,120 --> 00:42:41,900] 我就會覺得
[00:42:41,900 --> 00:42:42,460] 哇塞
[00:42:42,460 --> 00:42:44,180] 真是什麼事都不是事
[00:42:44,180 --> 00:42:46,320] 什麼困難都是可以被克服的
[00:42:46,320 --> 00:42:49,080] 當然也有很多人說他有心機啊
[00:42:49,080 --> 00:42:50,660] 有懲罰啊有考量啊
[00:42:50,660 --> 00:42:52,300] 但這個重要嗎
[00:42:52,300 --> 00:42:54,220] 一個人沒有心機沒有懲罰沒有考量
[00:42:54,220 --> 00:42:55,860] 他能走到今天這個位置嗎
[00:42:55,860 --> 00:42:56,420] 對吧
[00:42:56,420 --> 00:42:58,020] 所以說最重要的是什麼
[00:42:58,020 --> 00:42:59,240] 最重要的是
[00:42:59,940 --> 00:43:02,160] 他拿到了今天這樣的結果
[00:43:02,160 --> 00:43:04,360] 站到了今天這樣的高度
[00:43:04,360 --> 00:43:06,520] 那麼他的生命狀態
[00:43:06,520 --> 00:43:08,700] 可能就是我想要的
[00:43:08,700 --> 00:43:10,940] 我只需要這樣一個畫面
[00:43:10,940 --> 00:43:14,700] 作為我的一種精神領袖就可以了
[00:43:14,700 --> 00:43:15,620] 我覺得有的時候
[00:43:15,620 --> 00:43:19,140] 方向比真實更加重要
[00:43:19,240 --> 00:43:20,820] 最後我想跟各位寶寶說
[00:43:20,820 --> 00:43:23,420] 其實我們還是需要一定的信仰的
[00:43:23,420 --> 00:43:25,100] 雖然我是一個無神論者
[00:43:25,100 --> 00:43:26,980] 所以我不信神佛
[00:43:26,980 --> 00:43:30,370] 我不會去信一個具體的畫像
[00:43:31,010 --> 00:43:34,090] 但是我會去相信一個遙遠的偶像
[00:43:34,090 --> 00:43:37,550] 根據偶像來幫助自己矯正方向
[00:43:37,550 --> 00:43:40,360] 提高信心和克服挫折
[00:43:41,900 --> 00:43:43,780] 好那以上就是我們所說的
[00:43:43,780 --> 00:43:45,740] 堅持長期主義的三個方向
[00:43:45,740 --> 00:43:47,560] 最後呢我再送給大家一句話
[00:43:47,560 --> 00:43:49,960] 叫做發心決定終局
[00:43:49,960 --> 00:43:51,020] 大家一定要記住
[00:43:51,020 --> 00:43:53,540] 你的發心會影響你的動作
[00:43:53,540 --> 00:43:56,540] 如果你的發心只想著快速割一波韭菜
[00:43:56,540 --> 00:43:58,760] 快速成交客戶拿到現金流
[00:43:58,760 --> 00:44:00,940] 那麼你的動作一定會變形
[00:44:00,940 --> 00:44:02,360] 只會變成一個
[00:44:02,360 --> 00:44:04,920] 只想收錢的大鐮刀
[00:44:06,080 --> 00:44:06,560] 嗯
[00:44:06,560 --> 00:44:07,840] 那麼長期來看呢
[00:44:07,840 --> 00:44:10,080] 其實我們是得不到客戶的信任
[00:44:10,080 --> 00:44:10,920] 特認可的
[00:44:10,920 --> 00:44:12,720] 爆雷它是遲到的事情
[00:44:12,720 --> 00:44:14,600] 我真誠的希望大家
[00:44:14,600 --> 00:44:16,140] 八心放正
[00:44:16,140 --> 00:44:18,140] 不是怎麼賺更多的錢
[00:44:18,140 --> 00:44:20,520] 而是要想著怎麼幫助更多的人
[00:44:20,520 --> 00:44:23,720] 怎麼幫更多的人解決問題
[00:44:23,720 --> 00:44:26,960] 實際上你能解決問題得到別人的認可
[00:44:26,960 --> 00:44:29,000] 錢就自然會留下你
[00:44:29,000 --> 00:44:30,880] 你能幫更多的人解決問題
[00:44:30,880 --> 00:44:32,720] 那麼就會有更多的錢
[00:44:32,720 --> 00:44:34,920] 認可在前 付費在後
[00:44:34,920 --> 00:44:37,880] 這個才是真正長久的商業邏輯
[00:44:38,320 --> 00:44:40,980] 好了 那這個就是我們這節課的全部內容了
[00:44:40,980 --> 00:44:43,480] 當然長期主義的內容遠遠不止這些
[00:44:43,480 --> 00:44:44,960] 在后面的课程里面呢
[00:44:44,960 --> 00:44:46,500] 我们还会反复的call back
[00:44:46,500 --> 00:44:48,680] 到长期主义的这个核心下观
[00:44:48,680 --> 00:44:51,280] 让你们看到一个真正的长期主义者
[00:44:51,280 --> 00:44:53,100] 他的商业逻辑和思维
[00:44:53,100 --> 00:44:54,680] 应该是什么样子的
[00:44:54,680 --> 00:44:57,120] 好那这个呢就是这节课的思维导图了
[00:44:57,120 --> 00:44:58,600] 需要高清版本的宝宝们
[00:44:58,600 --> 00:45:01,960] 去找你们金贵2.0的社群的群馆去拿
[00:45:01,960 --> 00:45:04,220] 那最后呢布置一下作业
[00:45:04,220 --> 00:45:05,480] 这节课的作业是
[00:45:05,480 --> 00:45:08,600] 请用我们课程里提到的做减法
[00:45:08,600 --> 00:45:12,440] 找出你的第一诉求和边缘化诉求
[00:45:12,440 --> 00:45:15,040] 並且分享到你們的社群裡
[00:45:15,040 --> 00:45:16,040] 好啦 今天就到這裡
[00:45:16,040 --> 00:45:17,200] 我們下集課再見 拜拜
