[00:00:00,000 --> 00:00:03,640] Hello 大家好 欢迎回到我们亲贵的关系2.0的课堂
[00:34:21,660 --> 00:34:25,340] 这些其实都是关于未来的可能性
[00:34:25,340 --> 00:34:30,440] 它可能在当下并不会直接给你带来现金流还有业务
[00:34:30,440 --> 00:34:33,760] 但是它能够让你拥有更广阔的思路
[00:34:33,760 --> 00:34:35,380] 更多样化的选择
[00:34:35,380 --> 00:34:37,800] 让你的未来更加具有想象空间
[00:34:37,800 --> 00:34:39,120] 所以有的时候花钱
[00:34:39,120 --> 00:34:42,500] 我们是要有一些不问结果的勇气的
[00:34:42,500 --> 00:34:45,640] 我们不能总是想着为确定性而付费
[00:34:45,640 --> 00:34:48,260] 也不要总想着花出去的每一笔钱
[00:34:48,260 --> 00:34:50,980] 它就立刻马上有明确的回报
[00:34:50,980 --> 00:34:54,780] 那这样呢其实是不利于我们探索更多的可能性的
[00:34:54,780 --> 00:34:57,040] 就好比呢我们的社交花费啊
[00:34:57,040 --> 00:34:58,340] 我请别人吃饭也好
[00:34:58,340 --> 00:34:59,640] 请别人喝酒也好
[00:34:59,640 --> 00:35:04,320] 其实我并不知道这个到底能给我带来什么确切性的收益
[00:35:04,320 --> 00:35:07,200] 甚至于关于我那一年出国读书这件事
[00:35:07,200 --> 00:35:11,320] 他给我带来的收益其实也是不可量化的
[00:35:11,320 --> 00:35:14,960] 那我们人生当中一定会有很多很多这样的时刻
[00:35:14,960 --> 00:35:18,220] 他的收益其实都是不可以被量化的
[00:35:18,220 --> 00:35:20,000] 但是我们要明白就是
[00:35:20,000 --> 00:35:22,540] 只要我的大方向是對的
[00:35:22,540 --> 00:35:26,640] 我是抱著向上攀爬的心態去做的
[00:35:26,640 --> 00:35:28,520] 這樣一個花錢的動作
[00:35:28,520 --> 00:35:30,440] 那麼我就相信在未來
[00:35:30,440 --> 00:35:33,100] 這些動作一定會反饋到我的身上
[00:35:33,100 --> 00:35:34,080] 形成價值
[00:35:34,080 --> 00:35:36,620] 只不過這個價值不一定是以
[00:35:36,620 --> 00:35:39,140] 最直觀的金錢形式來展現的
[00:35:39,140 --> 00:35:41,620] 而我認為作為一個企業的創始人
[00:35:41,620 --> 00:35:44,720] 很多時候我們也是需要有一部分的預算
[00:35:44,720 --> 00:35:47,940] 投入到更多的探索可能性這個維度上
[00:35:47,940 --> 00:35:49,360] 比如說企業當中
[00:35:49,360 --> 00:35:53,320] 往往只有销售港是可以带来明确收益的
[00:35:53,320 --> 00:35:55,520] 他卖多少钱他拿多少佣金
[00:35:55,520 --> 00:35:58,780] 那这个呢是可以清晰的被量化的
[00:35:58,780 --> 00:36:01,400] 但是企业里一定还有很多其他的岗位
[00:36:01,400 --> 00:36:04,600] 比如说研发呀品牌呀对吗
[00:36:04,600 --> 00:36:06,060] 那这些岗位呢
[00:36:06,060 --> 00:36:09,540] 他们的作用好像就没有那么的容易被量化
[00:36:09,540 --> 00:36:12,640] 但是他一定是提供了价值的
[00:36:12,640 --> 00:36:12,960] 所以呢
[00:36:12,960 --> 00:36:16,140] 我们为这些岗位去进行付费
[00:36:16,140 --> 00:36:17,880] 也是非常非常有必要的
[00:36:17,880 --> 00:36:20,440] 再好比像娱乐性质的一些开支
[00:36:20,440 --> 00:36:22,240] 经营客户关系的费用
[00:36:22,240 --> 00:36:25,080] 或者说公司的成员团建的费用等等
[00:36:25,080 --> 00:36:26,040] 在当下呢
[00:36:26,040 --> 00:36:28,060] 其实你觉得这就是一个花出去的钱
[00:36:28,060 --> 00:36:30,500] 也不知道会有什么确切的收益
[00:36:30,500 --> 00:36:32,980] 但是我们依然要有一部分预算
[00:36:32,980 --> 00:36:35,600] 需要投入到这个维度上面去
[00:36:35,600 --> 00:36:38,440] 为未来公司的这些小伙伴们
[00:36:38,440 --> 00:36:40,040] 更加积极的工作
[00:36:40,040 --> 00:36:42,340] 从而形成你这个团队
[00:36:42,340 --> 00:36:44,540] 更有能量的工作方式
[00:36:44,540 --> 00:36:47,480] 那么他们也能更好地去维系客户
[00:36:47,480 --> 00:36:52,940] 服务客户 那么这个呢其实也是在为团队的积极性而提前买单
[00:36:52,940 --> 00:36:54,540] 我再举一个具体的例子
[00:36:54,540 --> 00:36:58,980] 就是在过去呢投流的算法啊没有那么精准的时候
[00:36:58,980 --> 00:37:02,600] 其实很多的老板啊他是不舍得投广告的
[00:37:02,600 --> 00:37:06,640] 因为他总会觉得说广告带来的收益是非常不明确的
[00:37:06,640 --> 00:37:08,160] 是不可量化的
[00:37:08,160 --> 00:37:10,540] 那我以前呢其实也是这么想的
[00:37:10,540 --> 00:37:12,900] 广告和用户买单之间啊
[00:37:12,900 --> 00:37:15,540] 夹杂着很多复杂的因果链条
[00:37:15,540 --> 00:37:20,720] 以至于我无法判断投广告到底能不能促进消费者买单
[00:37:20,720 --> 00:37:24,780] 所以我们可能都不会太倾向于去投广告
[00:37:24,780 --> 00:37:29,840] 但是我在美国上ENBA的时候就颠覆了我的这个想法
[00:37:29,840 --> 00:37:32,980] 我记得当时我们做了一个商业小游戏
[00:37:32,980 --> 00:37:37,100] 在这个小游戏里我们要自己去设计一个品牌
[00:37:37,100 --> 00:37:42,520] 然后通过一个电脑的软件来测算这个品牌能够做到多大的规模
[00:37:42,520 --> 00:37:44,540] 当时我记得我们做的是一个书包
[00:37:44,540 --> 00:37:46,780] 那我想让这个书包卖的好
[00:37:46,780 --> 00:37:49,540] 就得完善方方面面的炼炉
[00:37:49,540 --> 00:37:52,480] 比如说我想让客户满意的时候呢
[00:37:52,480 --> 00:37:55,220] 我是不是需要把这个书包手机去定位 对吧
[00:37:55,220 --> 00:37:57,540] 那这个书包我是用来做什么的
[00:37:57,540 --> 00:37:59,840] 是登山用的 还是上学用的
[00:37:59,840 --> 00:38:01,280] 还是一个时尚书包
[00:38:01,280 --> 00:38:03,220] 我首先要去给它确认
[00:38:03,220 --> 00:38:06,300] 我在确认好了这个消费的客群之后呢
[00:38:06,300 --> 00:38:07,500] 我可能就要去考虑说
[00:38:07,500 --> 00:38:09,580] 让这个书包变得更好用
[00:38:09,580 --> 00:38:12,200] 我就会给它设计更宽的肩带呀
[00:38:12,200 --> 00:38:13,820] 背起来会更轻便
[00:38:13,820 --> 00:38:16,120] 我也会给它去设计更多的口袋
[00:38:16,120 --> 00:38:19,680] 或者说用一个防水的材料来做这个书包
[00:38:19,680 --> 00:38:23,900] 那么最后再想把这个书包放在哪些渠道里面去卖
[00:38:23,900 --> 00:38:25,980] 可能有一些大型的商超等等
[00:38:25,980 --> 00:38:28,520] 这些因素全部完上来以后
[00:38:28,520 --> 00:38:34,060] 我们就会发现书包的营业额好像就会得到一个非常明显的增长
[00:38:34,060 --> 00:38:35,940] 但是同时我们也会看到
[00:38:35,940 --> 00:38:38,580] 当我的营业额增长到一定维度的时候
[00:38:38,580 --> 00:38:40,240] 它就增长不上去了
[00:38:40,240 --> 00:38:43,300] 我所有的这些能够想到的功能都优化好了
[00:38:43,300 --> 00:38:46,140] 然后能够铺开的渠道都已经铺开了的时候
[00:38:46,140 --> 00:38:48,800] 我的营业额就卡在了一个瓶颈期
[00:38:48,800 --> 00:38:49,960] 那么这个时候呢
[00:38:49,960 --> 00:38:52,680] 我就开始尝试着去投放一些广告
[00:38:52,680 --> 00:38:53,520] 然后我就发现
[00:38:53,520 --> 00:38:55,340] 哎 只要投放了广告
[00:38:55,340 --> 00:38:58,220] 那么我们的营业额它就又会往上涨
[00:38:58,220 --> 00:38:58,860] 那这个呢
[00:38:58,860 --> 00:39:02,280] 当时是通过电脑的软件来测算出来的一个数据
[00:39:02,280 --> 00:39:02,680] 所以呢
[00:39:02,680 --> 00:39:04,400] 也让我非常直观的感受到了
[00:39:04,400 --> 00:39:06,620] 虽然表面上看不出来
[00:39:06,620 --> 00:39:10,120] 这个广告是如何给我们带来收益的
[00:39:10,120 --> 00:39:10,900] 可是呢
[00:39:10,900 --> 00:39:13,240] 我却能看到他对我的营业额
[00:39:13,240 --> 00:39:16,380] 着实是产生了非常确切的正面影响
[00:39:16,380 --> 00:39:18,340] 那么那个时候我就理解了
[00:39:18,340 --> 00:39:22,100] 广告这件事情与我们整体的商业的
[00:39:22,100 --> 00:39:23,140] 链路的打通来说
[00:39:23,140 --> 00:39:25,320] 它还是一个非常重要的维度
[00:39:25,320 --> 00:39:26,160] 当然了
[00:39:26,160 --> 00:39:28,240] 放在现在自媒体的时代
[00:39:28,240 --> 00:39:30,620] 在各个自媒体的平台上
[00:39:30,620 --> 00:39:32,960] 什么投流或者是算ROI
[00:39:32,960 --> 00:39:36,260] 已经是大家都在干的一个非常成熟的事了
[00:39:36,260 --> 00:39:37,740] 投广告的收益
[00:39:37,740 --> 00:39:40,300] 可能它更容易被量化了
[00:39:40,300 --> 00:39:43,320] 所以很多的老板他也更愿意投广告了
[00:39:43,320 --> 00:39:45,920] 好 那刚刚前面我给大家讲了很多关于
[00:39:45,920 --> 00:39:49,540] 花钱去探索可能性的这样一种投资行为
[00:39:49,540 --> 00:39:51,860] 那在这里我也要给各位的企业主
[00:39:51,860 --> 00:39:54,180] 还有老板们一些小小的建议
[00:39:54,180 --> 00:39:57,080] 那就是我们在花钱探索可能性的时候
[00:39:57,080 --> 00:39:58,560] 要放宽心
[00:39:58,560 --> 00:40:02,120] 要做好有可能亏损的心理建设
[00:40:02,120 --> 00:40:04,840] 因为探索可能性这件事本身
[00:40:04,840 --> 00:40:06,900] 它就是一个不确定性结果
[00:40:06,900 --> 00:40:09,800] 所以它也是有可能有成功有失败的
[00:40:09,800 --> 00:40:13,320] 那你投入的一些钱有可能也会打水漂
[00:40:13,320 --> 00:40:16,760] 比如说你花更多的钱请了一个所谓的人才
[00:40:16,760 --> 00:40:20,140] 可是呢却没有如你所愿创造更多价值
[00:40:20,140 --> 00:40:23,740] 或者说你拿一部分的资金去投了一个新的项目
[00:40:23,740 --> 00:40:26,700] 而这个项目最终呢却以失败而告终
[00:40:26,700 --> 00:40:31,340] 那我们这个时候要做的就是及时止损和积极复盘
[00:40:31,340 --> 00:40:35,140] 不要过度的纠结于啊这个事情失败了
[00:40:35,140 --> 00:40:37,860] 然后去责怪你的下属和员工
[00:40:37,860 --> 00:40:39,260] 我们可以想想看啊
[00:40:39,260 --> 00:40:40,840] 如果说我让你干了一件事
[00:40:40,840 --> 00:40:42,040] 但是这件事呢
[00:40:42,040 --> 00:40:42,660] 没有干成
[00:40:42,660 --> 00:40:43,800] 我就来怪你
[00:40:43,800 --> 00:40:46,160] 那么你下一次是不是也会变得更加的
[00:40:46,160 --> 00:40:46,680] 畏首畏脚
[00:40:46,680 --> 00:40:48,320] 你就不敢干了呢
[00:40:48,320 --> 00:40:49,600] 那在这个过程当中
[00:40:49,600 --> 00:40:51,140] 你是不是就是在扼杀
[00:40:51,140 --> 00:40:53,600] 它的创造性和机器性呢
[00:40:53,600 --> 00:40:55,980] 这个反而会对企业未来的发展
[00:40:55,980 --> 00:40:57,780] 形成更大的损害
[00:40:57,780 --> 00:40:59,160] 我们之前的课程里呢
[00:40:59,160 --> 00:41:00,060] 给大家说过
[00:41:00,060 --> 00:41:02,880] 就是我希望让我企业当中的每一个人
[00:41:02,880 --> 00:41:05,380] 都尽量的拥有创业者的思维
[00:41:05,380 --> 00:41:07,540] 让每一个人都能把这件事情
[00:41:07,540 --> 00:41:09,580] 当做自己的事业来做
[00:41:09,580 --> 00:41:10,620] 那么呢
[00:41:10,620 --> 00:41:14,420] 他们也应该去接纳他们失败之后的后果
[00:41:14,420 --> 00:41:15,320] 同样的
[00:41:15,320 --> 00:41:16,380] 作为老板的我
[00:41:16,380 --> 00:41:18,220] 我既然已经放权了
[00:41:18,220 --> 00:41:19,920] 那么我也应该去接受
[00:41:19,920 --> 00:41:22,580] 他们尝试之后的这种失败的可能
[00:41:22,580 --> 00:41:26,620] 你不能说一边要员工有创业者精神和勇于示错
[00:41:26,620 --> 00:41:28,040] 但是另外一边呢
[00:41:28,040 --> 00:41:30,320] 你又没有办法去接受他们失败
[00:41:30,320 --> 00:41:32,340] 那只能成功 不能失败
[00:41:32,340 --> 00:41:35,700] 这个还叫什么探索可能性呢 对不对
[00:41:35,700 --> 00:41:37,220] 我们的目标和动作啊
[00:41:37,220 --> 00:41:38,480] 必须要有一致性
[00:41:38,480 --> 00:41:39,760] 那我的目标呢
[00:41:39,760 --> 00:41:43,320] 是希望底下的员工能够发挥最大的主观能动性
[00:41:43,320 --> 00:41:46,560] 以一个创始人的状态攻深入局
[00:41:46,560 --> 00:41:51,700] 那么我在动作上就必须是方方面面都能够给到大家支持的
[00:41:51,700 --> 00:41:53,960] 当我决定去开几个项目的时候
[00:41:53,960 --> 00:41:56,600] 那就是我们共同决定的结果
[00:41:56,600 --> 00:41:57,680] 如果说失败了
[00:41:57,680 --> 00:42:00,380] 那肯定也有我的责任在里面
[00:42:00,380 --> 00:42:01,520] 我们需要做的呢
[00:42:01,520 --> 00:42:03,160] 不是责备员工
[00:42:03,160 --> 00:42:05,020] 而是跟他们一起复盘
[00:42:05,020 --> 00:42:06,340] 一起总结经验
[00:42:06,340 --> 00:42:10,060] 然后为下一次的探索做更加充分的准备
[00:42:10,060 --> 00:42:13,600] 跟员工一起去承担决策的后果
[00:42:13,600 --> 00:42:15,880] 这个才叫团队精神
[00:42:15,880 --> 00:42:20,080] 那这个呢才能增加整个团队的凝聚力和积极性
[00:42:20,080 --> 00:42:22,360] 那以上呢就是我们这节课的全部内容了
[00:42:22,360 --> 00:42:25,260] 这个呢是我们这节课的思维导图啊
[00:42:25,260 --> 00:42:26,680] 大家想要高清版本的呢
[00:42:26,680 --> 00:42:28,900] 记得去找你们的群馆去领取
[00:42:28,900 --> 00:42:30,460] 那今天这节课的作业呢
[00:42:30,460 --> 00:42:33,400] 就是分享出你最近想买的东西
[00:42:33,400 --> 00:42:35,400] 并且呢思考以下几个问题
[00:42:35,400 --> 00:42:38,500] 1.你买它想要达成的目的是什么
[00:42:38,500 --> 00:42:41,680] 你买了它以后除了使用价值以外
[00:42:41,680 --> 00:42:44,760] 还有哪些额外的可能性收益
[00:42:44,760 --> 00:42:48,200] 以及你在购买它的过程当中你学到了什么
[00:42:48,200 --> 00:42:50,240] 把你思考的答案写出来
[00:42:50,240 --> 00:42:53,920] 分享到取新的小程序还有金贵的社群里
[00:42:53,920 --> 00:42:55,940] 相信我只要你回答了这几个问题
[00:42:55,940 --> 00:42:58,160] 那么你这一次的购买行为
[00:42:58,160 --> 00:43:01,480] 就一定会是一次有回报的投资行为
[00:43:01,480 --> 00:43:03,540] 而不再是简单的消费了
[00:43:03,540 --> 00:43:05,420] 好今天这一课就到这里
[00:43:05,420 --> 00:43:06,400] 我们下期课再见
[00:43:06,400 --> 00:43:06,780] 拜拜
