[00:00:00,000 --> 00:00:01,620] 今天这节课啊
[00:31:12,270 --> 00:31:15,690] 他剩下的一個問題是不是就是找無限多的渠道
[00:31:15,690 --> 00:31:19,470] 無限多的這種分享商去幫他把這個產品銷售出去
[00:31:19,470 --> 00:31:21,690] 那麼其實我們自己也是這樣的
[00:31:21,690 --> 00:31:24,370] 大家知道我呢應該算是全網第一個
[00:31:24,370 --> 00:31:27,210] 全平台開始同步做直播的
[00:31:27,210 --> 00:31:31,070] 並且呢是全平台分發切片素材的一代批
[00:31:31,070 --> 00:31:33,590] 所有的大家能夠喊的出來的
[00:31:33,590 --> 00:31:35,750] 抖音啊小紅書啊視頻號啊等等
[00:31:35,750 --> 00:31:37,270] 這樣一些平台
[00:31:37,270 --> 00:31:40,790] 我都會把我的直播切片分發出去
[00:31:40,790 --> 00:31:45,610] 當時呢,很多的博主都還會覺得說我是做抖音的
[00:31:45,610 --> 00:31:47,510] 我是做小紅書的
[00:31:47,510 --> 00:31:50,730] 但是從一開始呢,我就不是這麼去定位自己的
[00:31:50,730 --> 00:31:56,270] 我認為所有的平台,其實本質上呢,它只是我的一個銷售渠道
[00:31:56,270 --> 00:32:01,570] 我要做的就是盡可能的在這些平台上面拓寬我的銷售渠道
[00:32:01,570 --> 00:32:03,290] 增加我的廣告力
[00:32:03,290 --> 00:32:08,770] 所以呢,我從來都沒有特別的去依賴某一個平台
[00:32:08,770 --> 00:32:11,390] 我們一向都是一魚多吃的
[00:32:11,390 --> 00:32:14,290] 那我做舉證賬號其實它也是同樣一個道理
[00:32:14,290 --> 00:32:15,790] 我們一開始做舉證呢
[00:32:15,790 --> 00:32:17,890] 其實也不是特地找人做的
[00:32:17,890 --> 00:32:19,630] 是小助理那個時候發現了說
[00:32:19,630 --> 00:32:21,050] 網上有很多很多的人
[00:32:21,050 --> 00:32:23,710] 好像他自發的在剪我們的直播片段
[00:32:23,710 --> 00:32:25,310] 發到了他們自己的賬號上
[00:32:25,310 --> 00:32:27,250] 當時呢小助理他的第一想法是
[00:32:27,250 --> 00:32:29,210] 我是不是要給他們都舉報掉啊
[00:32:29,210 --> 00:32:32,150] 因為他們影響了我們的主賬號的流量
[00:32:32,150 --> 00:32:33,590] 但是那個時候呢
[00:32:33,590 --> 00:32:36,230] 我就覺得他們是因為喜歡我
[00:32:36,230 --> 00:32:36,910] 支持我
[00:32:36,910 --> 00:32:39,770] 所以才自發的去做這樣一個動作的
[00:32:39,770 --> 00:32:42,010] 既然他的發心是因為喜歡
[00:32:42,010 --> 00:32:44,850] 那麼我覺得不如把他的這種
[00:32:44,850 --> 00:32:47,470] 好的發心轉化成是生產力
[00:32:47,470 --> 00:32:50,110] 我覺得他們家已經無形當中增加了
[00:32:50,110 --> 00:32:52,390] 我在各個平台的廣告位和曝光度
[00:32:52,390 --> 00:32:53,370] 那麼呢
[00:32:53,370 --> 00:32:56,550] 我不僅是沒有舉報這幾位粉絲
[00:32:56,550 --> 00:33:00,010] 當時我還送了他們每個人一台蘋果手機
[00:33:00,010 --> 00:33:01,550] 對他們表示感謝
[00:33:01,550 --> 00:33:02,390] 然後呢
[00:33:02,390 --> 00:33:05,110] 我也會邀約他們說
[00:33:05,110 --> 00:33:08,570] 既然呢 你们这么的喜欢我 这么热爱
[00:33:08,570 --> 00:33:11,990] 那么我希望你们能更有动力的
[00:33:11,990 --> 00:33:12,970] 去把这件事情
[00:33:12,970 --> 00:33:14,730] 除了是自己的爱好之外
[00:33:14,730 --> 00:33:17,370] 也更加能够去变成自己的事业
[00:33:17,370 --> 00:33:20,170] 所以呢 我就给他们设计了一些分销的机制
[00:33:20,170 --> 00:33:22,790] 然后让他们来帮我们卖客 卖咨询
[00:33:22,790 --> 00:33:24,850] 也能够拿到相应的收入
[00:33:24,850 --> 00:33:27,030] 提高自己的生活水平
[00:33:27,030 --> 00:33:29,210] 所以后来呢 慢慢的我们的整个矩阵
[00:33:29,210 --> 00:33:31,250] 也就发展的非常的快啊
[00:33:31,250 --> 00:33:33,210] 有更多的人来帮我做这件事
[00:33:33,210 --> 00:33:35,610] 所以啊 其實所有的一切
[00:33:35,610 --> 00:33:37,330] 那麼都是在圍繞一個點
[00:33:37,330 --> 00:33:40,670] 就是我在鋪設更多的銷售渠道
[00:33:40,670 --> 00:33:41,890] 提高我的爆光量
[00:33:41,890 --> 00:33:45,150] 讓更多人來營銷和銷售我們的產品
[00:33:45,150 --> 00:33:46,850] 從而提高我們的效能
[00:33:46,850 --> 00:33:48,010] 第四個就是
[00:33:48,010 --> 00:33:51,870] 你是否有搭團隊做交付
[00:33:51,870 --> 00:33:55,430] 這一點呢是真的非常非常的關鍵的
[00:33:55,430 --> 00:33:57,930] 那麼大家知道我在創業初期的時候
[00:33:57,930 --> 00:34:00,950] 有一段做文字諮詢的經歷啊
[00:34:00,950 --> 00:34:04,770] 這個時候我把所有的想要付費的人都拉到一個群裡
[00:34:04,770 --> 00:34:09,570] 當時我一個月呢是收一個人699的價格
[00:34:09,570 --> 00:34:15,250] 然後我最高峰的時候就是我一個群裡面要到110多個人
[00:34:15,250 --> 00:34:16,850] 不是我不能更多了
[00:34:16,850 --> 00:34:22,910] 而是我發現我到110多個人的時候就已經到達了我能夠同時溝通的極致
[00:34:22,910 --> 00:34:25,390] 我再多一個人我就交付不了了
[00:34:25,390 --> 00:34:30,030] 那當時呢這110多個人全部都是有情感問題的女人
[00:34:30,030 --> 00:34:34,010] 那我的做法呢就是按照他們每天的這個發言的順序
[00:34:34,010 --> 00:34:35,190] 逐一的去
[00:34:35,190 --> 00:34:37,290] add他們然後去回復他們
[00:34:37,290 --> 00:34:39,950] 那個時候大家可以想像一下要在
[00:34:39,950 --> 00:34:42,770] 眾目睽睽之下100多個人裡頭
[00:34:42,770 --> 00:34:45,190] 然後去給他們給出這樣的解決方案
[00:34:45,190 --> 00:34:45,990] 你要
[00:34:45,990 --> 00:34:48,230] 擺平所有人的
[00:34:48,230 --> 00:34:49,630] 這種疑慮
[00:34:49,630 --> 00:34:50,410] 爭議
[00:34:50,410 --> 00:34:54,930] 也就是說我要說服的不僅僅是某一個有問題的客戶
[00:34:54,930 --> 00:34:57,730] 而是這個群裡同時所存在的
[00:34:57,730 --> 00:34:58,970] 110多個人
[00:34:58,970 --> 00:35:04,010] 也就是说你起码要让大家觉得你是这个群里最有智慧的那一个
[00:35:04,010 --> 00:35:06,350] 那是难度非常非常大
[00:35:06,350 --> 00:35:13,270] 而且到今天为止我都觉得那个是给我的咨询生涯奠定了一个最坚实的基础的一个阶段经历
[00:35:13,270 --> 00:35:17,830] 那个时候我每天咨询结束以后我的整个人手都是在抖的
[00:35:17,830 --> 00:35:22,650] 当时呢他们就说你能不能做到下班以后不回信息
[00:35:22,650 --> 00:35:24,270] 我说我真的太能了
[00:35:24,270 --> 00:35:27,710] 因为下班以后我的手都已经抖的感觉打不了刺了
[00:35:27,710 --> 00:35:29,790] 所以我必須讓自己強制性的休息
[00:35:30,380 --> 00:35:32,700] 後來呢我就覺得哎呀這個模式不行
[00:35:32,700 --> 00:35:34,940] 把我所有的精力
[00:35:34,940 --> 00:35:36,620] 體力都放進去了
[00:35:36,620 --> 00:35:38,240] 所以我就必須做出調整
[00:35:38,240 --> 00:35:39,980] 我必須搭建團隊
[00:35:39,980 --> 00:35:41,800] 孵化其他的諮詢師
[00:35:41,800 --> 00:35:44,760] 那個時候呢我就開始讓他們去
[00:35:44,760 --> 00:35:46,840] 嗯做一些相對來說
[00:35:46,840 --> 00:35:49,220] 價單低一點的這種交付
[00:35:49,220 --> 00:35:51,180] 而我呢去負責那些
[00:35:51,180 --> 00:35:52,740] 價單更高的交付
[00:35:52,740 --> 00:35:57,020] 也就形成了我們一V一諮詢團隊的一個雛形
[00:35:57,020 --> 00:35:59,440] 后来逐渐发展到现在啊
[00:35:59,440 --> 00:36:01,580] 那我个人呢是只
[00:36:01,580 --> 00:36:04,500] 负责跟闺蜜联盟的小姐妹来下午茶了
[00:36:04,500 --> 00:36:08,520] 其他的咨询内幕的东西基本上已经是全部由我的这个
[00:36:08,520 --> 00:36:11,960] 非常成熟和健全的这样一个导师团队来进行了
[00:36:11,990 --> 00:36:15,110] 那在这里呢我就要补充一个点
[00:36:15,110 --> 00:36:19,730] 很重要啊就是在搭团队做交付的时候呀
[00:36:19,730 --> 00:36:22,750] 很多人他会有一种很重的道德负担
[00:36:22,750 --> 00:36:25,350] 什么意思啊就是大家会觉得哎呀
[00:36:25,350 --> 00:36:27,550] 我做这个事是吧所有人都是觉得
[00:36:27,550 --> 00:36:29,830] 冲着我来的啊
[00:36:29,830 --> 00:36:31,490] 因为我做的好大家放心
[00:36:31,490 --> 00:36:32,570] 所以才来找我的
[00:36:32,570 --> 00:36:34,990] 那我的交付能力是最强的
[00:36:34,990 --> 00:36:37,310] 如果说我找其他的人来做交付
[00:36:37,310 --> 00:36:39,910] 会不会其他的人就不被大家所喜欢
[00:36:39,910 --> 00:36:42,030] 不能够提出满意的建议了呢
[00:36:42,750 --> 00:36:44,830] 如果他们没有那么强的交付能力
[00:36:44,830 --> 00:36:46,990] 会不会让客户失望呢
[00:36:46,990 --> 00:36:49,610] 那这个问题呢也是很多闺蜜联盟的宝子
[00:36:49,610 --> 00:36:51,430] 他们也
[00:36:51,430 --> 00:36:52,970] 问过我的一个问题啊
[00:36:52,970 --> 00:36:56,610] 我呢 有沒有經歷過這樣的一種道德負擔
[00:36:56,610 --> 00:36:58,230] 其實我也經歷過
[00:36:58,230 --> 00:37:00,470] 那麼我是如何解決的呢
[00:37:00,470 --> 00:37:02,050] 我回答大家的是這樣的
[00:37:02,050 --> 00:37:04,510] 就是我們做事業的過程當中
[00:37:04,510 --> 00:37:07,090] 一定要找到最核心的訴求
[00:37:07,090 --> 00:37:09,090] 在我快速發展
[00:37:09,090 --> 00:37:10,450] 快速裂變的過程當中
[00:37:10,450 --> 00:37:12,950] 請問我最核心的訴求是什麼
[00:37:12,950 --> 00:37:16,310] 那就是擴大業務規模
[00:37:16,310 --> 00:37:18,670] 也就是說我再要進步
[00:37:18,670 --> 00:37:19,590] 要擴大
[00:37:19,590 --> 00:37:21,270] 要把我的整個生意體系
[00:37:21,270 --> 00:37:23,830] 越做的規模越大的情況下面
[00:37:23,830 --> 00:37:28,150] 是不是所有剩下其他的問題都應該叫遇到問題解決問題
[00:37:28,150 --> 00:37:30,490] 同時呢 我還意識到一個點
[00:37:30,490 --> 00:37:32,410] 也就是有的時候啊
[00:37:32,410 --> 00:37:34,230] 我們所謂的道德負擔
[00:37:34,230 --> 00:37:37,330] 它本質上其實是一種自負
[00:37:37,460 --> 00:37:42,240] 什麼自負 就是你預設了說我就是能力最強的
[00:37:42,240 --> 00:37:44,800] 你預設了說我找人來幫我做交付
[00:37:44,800 --> 00:37:47,180] 這些人的能力就是不如我的
[00:37:47,180 --> 00:37:49,660] 只有我能給大家最好的交付結果
[00:37:49,660 --> 00:37:52,100] 其實這個它是一種
[00:37:52,100 --> 00:37:53,920] 底層的一種自負
[00:37:53,920 --> 00:37:57,800] 因為你並不是真的是最強的
[00:37:57,800 --> 00:38:01,040] 你並不能夠真的預判別人他就不如你
[00:38:01,040 --> 00:38:04,000] 你在這個時間其實是否定了其他人
[00:38:04,000 --> 00:38:06,160] 有可能會產生的能力和價值
[00:38:06,160 --> 00:38:09,540] 其實同時也妨礙了自己的業務的擴大
[00:38:09,800 --> 00:38:12,920] 那實際上呢 當我們跑起來之後啊
[00:38:12,920 --> 00:38:16,460] 我們就會發現每一個人他都是術業有專攻的
[00:38:16,460 --> 00:38:18,880] 因為我有的經歷可能他沒有
[00:38:18,940 --> 00:38:21,700] 他有的精力可能我也沒有
[00:38:21,700 --> 00:38:25,400] 比如說有的諮詢老師他已經有婚史了
[00:38:25,400 --> 00:38:27,480] 那他首先有婚姻精力
[00:38:27,480 --> 00:38:30,220] 有的諮詢老師他已經有好幾個娃了
[00:38:30,220 --> 00:38:31,960] 那麼他有養育精力
[00:38:31,960 --> 00:38:35,500] 有的諮詢老師他有個非常複雜的婆媳關係
[00:38:35,500 --> 00:38:37,260] 那麼他有婆媳關係的精力
[00:38:37,260 --> 00:38:39,980] 有的老師他跟大佬談過戀愛
[00:38:39,980 --> 00:38:42,380] 有的老師他跟大蘋果談過戀愛
[00:38:42,380 --> 00:38:44,540] 有的老師他跟富二代談過戀愛
[00:38:44,540 --> 00:38:48,320] 其實每一個人他一定都會有自己一個非常獨到的精力
[00:38:48,320 --> 00:38:50,800] 给了他一种非常好的认知
[00:38:50,800 --> 00:38:51,920] 那么这种认知
[00:38:51,920 --> 00:38:54,660] 其实是能够帮客户去解决
[00:38:54,660 --> 00:38:56,960] 更加细致的更具体的问题的
[00:38:56,960 --> 00:38:59,620] 这些问题并不是我就全覆盖
[00:38:59,620 --> 00:39:01,900] 或者说我一定能解决的比他们更好的
[00:39:01,900 --> 00:39:02,980] 所以说呢
[00:39:02,980 --> 00:39:06,240] 如果你选择的这些帮你做交付的人
[00:39:06,240 --> 00:39:09,840] 当他也有非常明显的优势和长板的时候
[00:39:09,840 --> 00:39:13,280] 那么他也能够去弥补他的短板
[00:39:13,280 --> 00:39:15,040] 那么我是建议大家
[00:39:15,040 --> 00:39:18,040] 在创业的过程当中不要自负
[00:39:18,040 --> 00:39:21,060] 而要大胆的去搭建教父團隊
[00:39:21,060 --> 00:39:23,600] 讓更多的人幫你做教父
[00:39:23,600 --> 00:39:25,920] 把自己逐漸的抽離出來
[00:39:25,920 --> 00:39:32,200] 做更加核心的關於企業戰略發展方向上面的這種規劃
[00:39:32,200 --> 00:39:33,820] 這才是更有價值的事情
[00:39:33,820 --> 00:39:38,680] 第五呢就是你能否找對人補短板
[00:39:38,810 --> 00:39:40,530] 這一點很好理解啊
[00:39:40,530 --> 00:39:44,490] 就是我們公司的CEO他跟我就是完全是互補的
[00:39:44,490 --> 00:39:48,410] 因為我是一個非常擅長定戰略方向的一個人
[00:39:48,410 --> 00:39:53,450] 但是其實我並不擅長搞細節還有搞執行
[00:39:53,450 --> 00:39:54,430] 那原來呢
[00:39:54,430 --> 00:39:57,490] 我的CEO他也是我們閨蜜聯盟的一個成員
[00:39:57,490 --> 00:39:59,410] 他呢自己從大廠出來的
[00:39:59,410 --> 00:40:02,630] 原來呢在大廠裡頭也是做到P9的級別
[00:40:02,630 --> 00:40:04,630] 年入至少是百萬往上啊
[00:40:04,630 --> 00:40:05,710] 他非常的有執行力
[00:40:05,710 --> 00:40:06,830] 也非常的能吃苦
[00:40:06,830 --> 00:40:09,470] 也很願意做經濟化的管理
[00:40:09,470 --> 00:40:11,770] 他其實就是一個卷網
[00:40:11,770 --> 00:40:12,430] 所以呢
[00:40:12,430 --> 00:40:15,270] 就可以一句话概括叫我不愿意干的
[00:40:15,270 --> 00:40:16,310] 他都愿意干
[00:40:16,310 --> 00:40:18,330] 我不能干的他都能干
[00:40:18,330 --> 00:40:20,790] 我所有的短板基本上他都能覆盖
[00:40:20,790 --> 00:40:24,230] 所以呢当我来找他给我们的公司做CEO的时候
[00:40:24,230 --> 00:40:27,250] 我就能够极大程度的把自己解放出来
[00:40:27,250 --> 00:40:30,270] 只思考我最擅长的方向性的问题
[00:40:30,270 --> 00:40:34,270] 好第六呢就是能否用科技手段复能
[00:40:34,270 --> 00:40:36,730] 这两年AI的新奇对吧
[00:40:36,730 --> 00:40:38,910] 啊能够用好科技用好AI
[00:40:38,910 --> 00:40:42,010] 其实呢就能够极大程度的去解放我们自己
[00:40:42,010 --> 00:40:45,290] 那我们呢自己也做了一个自动化的小程序
[00:40:45,290 --> 00:40:46,890] 叫做曲制新
[00:40:46,890 --> 00:40:49,930] 这里面呢还搭载了一个AI曲曲的功能
[00:40:49,930 --> 00:40:53,670] 啊这一点上呢其实也是非常强大的一个杠杆
[00:40:53,670 --> 00:40:55,970] 首先呢我家一个小程序上面
[00:40:55,970 --> 00:40:58,230] 我是不是可以不通过人工啊
[00:40:58,230 --> 00:40:59,190] 不通过销售
[00:40:59,190 --> 00:41:02,430] 不通过客服就能够直接去自动下单对吧
[00:41:02,430 --> 00:41:05,330] 那么这个呢它可以精简我们的销售环节
[00:41:05,330 --> 00:41:07,170] 节省一定的人力成本
[00:41:07,170 --> 00:41:10,230] 第二呢这个AI曲曲它其实是
[00:41:10,230 --> 00:41:15,630] 融合了我這五年以來在直播間裡和在曾經的這個課程裡
[00:41:15,630 --> 00:41:17,790] 反復提到過的一些知識點
[00:41:17,790 --> 00:41:21,110] 那麼它形成了一個只屬於我們自己的
[00:41:21,110 --> 00:41:22,430] 一個知識庫
[00:41:22,430 --> 00:41:27,530] 那客戶呢當有一些曾經我們反復講到過的問題這種疑問的時候呢
[00:41:27,530 --> 00:41:30,650] 他就可以不用再聯賣去諮詢老師了
[00:41:30,650 --> 00:41:34,530] 他就可以直接去問這個AI對吧給他一個方向性的解答
[00:41:34,530 --> 00:41:36,390] 那麼這個呢也極大的
[00:41:36,390 --> 00:41:38,430] 提高了我們的溝通效率
[00:41:38,430 --> 00:41:41,450] 最后呢就是我们的导师他们都是真人
[00:41:41,450 --> 00:41:43,950] 他们是需要上班和休息的
[00:41:43,950 --> 00:41:46,590] 他们休息的时候呢就会有很多很多的客户
[00:41:46,590 --> 00:41:49,410] 因为找不到他们的导师而感到非常的焦虑
[00:41:49,410 --> 00:41:52,490] 那如果你不上班的时候他找你又找不到
[00:41:52,490 --> 00:41:54,770] 那他有了焦虑感他就会怎么样
[00:41:54,770 --> 00:41:59,610] 他就会提高我们的客诉的可能性
[00:41:59,610 --> 00:42:00,430] 这个时候呢
[00:42:00,430 --> 00:42:02,710] 那么我们有一个ai取取的一个存在
[00:42:02,710 --> 00:42:04,590] 他是可以及时问答的
[00:42:04,590 --> 00:42:05,570] 那同时呢
[00:42:05,570 --> 00:42:08,610] 客户还可以在这个小程序上面去刷一些文章啊
[00:42:08,610 --> 00:42:11,810] 刷刷我经常讲的比较经典的一些短视频啊
[00:42:11,810 --> 00:42:14,590] 那么他在这个焦虑情绪之下呢就能够
[00:42:14,590 --> 00:42:16,850] 很好去自我安抚
[00:42:16,850 --> 00:42:21,130] 也就是说咱们做这个小程序虽然不可能百分之百的
[00:42:21,130 --> 00:42:23,910] 覆盖我原来的业务或者解决客户百分之百的问题
[00:42:24,690 --> 00:42:28,950] 但是只要他能够解决客户百分之六十的焦虑
[00:42:28,950 --> 00:42:32,350] 很有可能他就能解决我百分之百的客诉
[00:42:32,350 --> 00:42:34,290] 所以這個就是我說的
[00:42:34,290 --> 00:42:35,750] 我們也能夠運用好
[00:42:35,750 --> 00:42:37,150] 駕馭好科技手段
[00:42:37,150 --> 00:42:38,610] 讓AI就為自己工作
[00:42:38,610 --> 00:42:42,210] 其實就能夠騰出大家更多的時間和精力
[00:42:42,210 --> 00:42:43,610] 好 那以上五個點
[00:42:43,610 --> 00:42:45,990] 就是我們所說的槓桿清單了
[00:42:45,990 --> 00:42:47,350] 大家可以自檢一下
[00:42:47,350 --> 00:42:50,270] 看看哪些方面能夠幫助自己的事業
[00:42:50,270 --> 00:42:52,270] 找到一些槓桿提高效率
[00:42:52,270 --> 00:42:54,810] 那麼最後我要跟大家強調一點
[00:42:54,810 --> 00:42:57,530] 就是思考才是最大的槓桿
[00:42:57,530 --> 00:43:00,490] 就是你在雄進搞事業的過程當中
[00:43:00,490 --> 00:43:02,850] 一定不能夠停止思考
[00:43:02,850 --> 00:43:05,470] 大家要每時每刻的去復盤
[00:43:05,470 --> 00:43:09,230] 去尋找有沒有更高效率的做法
[00:43:09,230 --> 00:43:11,950] 有沒有更輕鬆的執行方式
[00:43:11,950 --> 00:43:15,970] 只有這樣你才有可能脫離高級的賣白菜
[00:43:15,970 --> 00:43:20,090] 尋找到更高的被動收入和稅後收入
[00:43:20,090 --> 00:43:22,570] 做到真正的不老而後
[00:43:22,570 --> 00:43:25,550] 好了 那這節課呢我們就到這裡了
[00:43:25,550 --> 00:43:28,050] 這個是我們的思維導圖
[00:43:28,050 --> 00:43:31,310] 大家可以去社区里面找你们的群管来领取
[00:43:31,310 --> 00:43:32,830] 好 那么这些课的作业啊
[00:43:32,830 --> 00:43:36,550] 就是大家对照着我们今天所说的杠杆清单
[00:43:36,550 --> 00:43:37,990] 首先呢去捋一捋
[00:43:37,990 --> 00:43:40,670] 在你现阶段的事业当中有什么杠杆
[00:43:40,670 --> 00:43:43,730] 是你们已经下意识的用到了的
[00:43:43,730 --> 00:43:44,990] 还有什么杠杆
[00:43:44,990 --> 00:43:47,830] 是你还没有想到去启用它的
[00:43:47,830 --> 00:43:51,210] 那么在接下来的事业过程当中
[00:43:51,210 --> 00:43:52,290] 你认为
[00:43:52,290 --> 00:43:54,170] 你有没有什么样的方式方法
[00:43:54,170 --> 00:43:57,250] 可以让你更好地去加上你的事业杠杆
[00:43:57,250 --> 00:43:58,670] 把你的事業發展得更好
[00:43:58,670 --> 00:43:59,410] 好嗎
[00:43:59,410 --> 00:44:00,610] 把這些東西呢
[00:44:00,610 --> 00:44:01,450] 放到我們的社群裡
[00:44:01,450 --> 00:44:02,750] 進行一下充分的探討
[00:44:02,750 --> 00:44:03,790] 讓各位小姐妹呢
[00:44:03,790 --> 00:44:05,330] 也能夠幫你來出謀劃策
[00:44:05,330 --> 00:44:06,210] 互相借鑒學習
