[00:00:00,000 --> 00:00:01,780] 哈喽宝子们大家好
[00:34:18,650 --> 00:34:22,470] 后来呢 变成过包年的多人的群聊咨询
[00:34:22,470 --> 00:34:26,470] 再后来呢 又变成过包月的1V1的文字咨询
[00:34:26,470 --> 00:34:27,830] 总而言之呢
[00:34:27,830 --> 00:34:30,610] 这个产品它不可能单单的就是涨价
[00:34:30,610 --> 00:34:32,890] 而是说我在涨价的同时
[00:34:32,890 --> 00:34:36,550] 一定会伴随着服务的变更和迭代
[00:34:36,550 --> 00:34:39,050] 不能让客户觉得我们只涨价
[00:34:39,050 --> 00:34:41,470] 不改服务 不改产品
[00:34:41,470 --> 00:34:44,630] 好 那在最后我要给大家一个最核心的建议
[00:34:44,630 --> 00:34:47,370] 那就是想要锚定高端人群
[00:34:47,370 --> 00:34:51,130] 就不要过多的把注意力放在价格上
[00:34:51,130 --> 00:34:53,350] 这个建议有三个方面的细节
[00:34:53,350 --> 00:34:55,930] 需要我们细细的去回顾一下
[00:34:55,930 --> 00:34:58,010] 第一个就是销售上
[00:34:58,010 --> 00:35:01,570] 不要和客户反复纠缠价格
[00:35:01,570 --> 00:35:03,950] 我跟我们所有的销售都会说
[00:35:03,950 --> 00:35:05,970] 价格是我们的死线
[00:35:05,970 --> 00:35:07,050] 没有优惠
[00:35:07,050 --> 00:35:10,010] 我们不要反复的跟客户掰扯价格
[00:35:10,010 --> 00:35:13,630] 因为首先一个客户如果他天天跟你磨价格
[00:35:13,630 --> 00:35:14,810] 要你打个折
[00:35:14,810 --> 00:35:16,050] 要你给优惠
[00:35:16,050 --> 00:35:17,350] 或者要赠品
[00:35:17,350 --> 00:35:19,390] 其实本质上来讲
[00:35:19,390 --> 00:35:20,550] 我们思考一下
[00:35:20,550 --> 00:35:22,710] 是不是这个价格对于他来说
[00:35:22,710 --> 00:35:24,450] 会稍稍的有一点点吃力
[00:35:25,070 --> 00:35:26,950] 这就是我刚开始跟大家说过的
[00:35:26,950 --> 00:35:28,070] 如果他有点吃力
[00:35:28,070 --> 00:35:30,830] 那么他跟我最想要的那个目标人群
[00:35:30,830 --> 00:35:34,050] 可能还没有达到那么的契合
[00:35:34,050 --> 00:35:36,790] 所以我们不要急于去说服他
[00:35:36,790 --> 00:35:37,790] 第二个就是
[00:35:37,790 --> 00:35:41,290] 当你每一次想要给这个客户一个理由
[00:35:41,290 --> 00:35:43,970] 说为什么我们值这个价格
[00:35:43,970 --> 00:35:45,830] 为什么我不能给你优惠
[00:35:45,830 --> 00:35:48,630] 为什么我不能跟你打折的时候
[00:35:48,630 --> 00:35:50,110] 每次给一个理由
[00:35:50,110 --> 00:35:53,110] 是不是就要预示着你要给他一重承诺
[00:35:53,110 --> 00:35:54,870] 或者给他一重预期
[00:35:54,870 --> 00:35:55,470] 对吧
[00:35:55,470 --> 00:35:56,810] 你解释的越多
[00:35:56,810 --> 00:35:59,990] 那么你给的理由越多 客户的预期就会被拉得越高
[00:36:00,430 --> 00:36:07,570] 那么在客户的心目当中 你所有因为这个你说你要巩固你的价格给出的这一套解释
[00:36:07,570 --> 00:36:12,030] 都会成为他自己对于我们的服务的一套打分标准
[00:36:12,530 --> 00:36:18,970] 那么在服务的过程当中 他很有可能就会觉得你这也不达标 那也不达标 那么到最后他就会沉淀成客诉
[00:36:19,690 --> 00:36:24,790] 败坏了我的口碑 最后呢就是关于杀价这个事啊 其实它是个无底洞
[00:36:24,790 --> 00:36:27,710] 就是在談判當中有一個很重要的原則
[00:36:27,710 --> 00:36:29,730] 當別人殺價的時候
[00:36:29,730 --> 00:36:31,850] 如果你一下子答應了呢
[00:36:31,850 --> 00:36:33,610] 對方只會覺得我去
[00:36:33,610 --> 00:36:34,950] 哎 殺少了
[00:36:34,950 --> 00:36:36,410] 我還是買貴了
[00:36:36,410 --> 00:36:37,470] 其實就是這樣的
[00:36:37,470 --> 00:36:38,790] 你越是讓步
[00:36:38,790 --> 00:36:42,410] 那麼客戶他越是覺得你還可以持續讓步
[00:36:42,410 --> 00:36:45,770] 那麼一旦你在一開始開了這個可以打折
[00:36:45,770 --> 00:36:47,590] 或者給優惠的這個口子之後
[00:36:47,590 --> 00:36:50,830] 以後你再推出任何一個新的產品的時候
[00:36:50,830 --> 00:36:52,650] 或者以後這個客戶再來續費
[00:36:52,650 --> 00:36:54,490] 或者他再來去買你的
[00:36:54,490 --> 00:36:57,450] 就是更高規格的產品進行升班的時候
[00:36:57,450 --> 00:37:01,590] 他每一次一定都會想要讓你給他一些優惠的
[00:37:01,990 --> 00:37:03,950] 這就是一個沒完沒了的事情
[00:37:03,950 --> 00:37:08,630] 所以呢我是不允許我們的銷售團隊在價格上做出讓步的
[00:37:08,630 --> 00:37:10,330] 我們的這個亨哈的負責人啊
[00:37:10,330 --> 00:37:12,730] 陳生老師之前還給我發過一個消息
[00:37:12,730 --> 00:37:15,450] 他說 哎 有個姑娘是一個學生
[00:37:15,450 --> 00:37:16,870] 她想做這個項目
[00:37:16,870 --> 00:37:18,250] 但是這個項目很貴
[00:37:18,250 --> 00:37:20,030] 她想讓我們打折
[00:37:20,030 --> 00:37:22,110] 啊 我當時就直接回了一句
[00:37:22,110 --> 00:37:23,910] 我說你讓她好好學習
[00:37:23,910 --> 00:37:24,950] 先别做
[00:37:25,700 --> 00:37:26,860] 我还补了一句
[00:37:26,860 --> 00:37:29,740] 我说你可千万不要让他刷信用卡
[00:37:29,740 --> 00:37:32,080] 当时我们成人老师都无语了
[00:37:32,080 --> 00:37:34,580] 说从来没有见过这样的老板
[00:37:35,100 --> 00:37:36,300] 所以我是觉得
[00:37:36,300 --> 00:37:37,860] 这个世界上的钱
[00:37:37,860 --> 00:37:39,540] 它其实赚不完的
[00:37:39,540 --> 00:37:41,220] 关键是我们要更稳
[00:37:41,220 --> 00:37:43,560] 要更长期可持续
[00:37:43,560 --> 00:37:44,560] 这是我说的
[00:37:44,560 --> 00:37:46,740] 不要过度的纠缠于价格
[00:37:46,740 --> 00:37:48,960] 第二个就是在客户这个维度上
[00:37:48,960 --> 00:37:51,880] 我们要培养他的消费习惯
[00:37:51,880 --> 00:37:53,480] 那很多的商家呀
[00:37:53,480 --> 00:37:55,040] 他们都会为了销量
[00:37:55,040 --> 00:37:58,220] 为了一顿而不断的去给优惠
[00:37:58,220 --> 00:37:59,480] 降价打折
[00:37:59,480 --> 00:38:01,900] 让客户觉得他是占到了便宜的
[00:38:01,900 --> 00:38:04,820] 因为这个其实是商业世界当中
[00:38:04,820 --> 00:38:08,860] 最最最简单的一种提高销量的方式
[00:38:08,860 --> 00:38:10,820] 也是最容易让客户接受
[00:38:10,820 --> 00:38:12,200] 最容易促成成交的
[00:38:12,810 --> 00:38:15,270] 但其实你是在培养客户
[00:38:15,270 --> 00:38:18,050] 要占你便宜的这么一个习惯
[00:38:18,050 --> 00:38:19,910] 那么一旦他形成习惯了
[00:38:19,910 --> 00:38:21,330] 还对你形成认知了
[00:38:21,330 --> 00:38:24,930] 那么你以后能选择了路就永远都是便宜
[00:38:24,930 --> 00:38:26,010] 便宜更便宜
[00:38:26,530 --> 00:38:29,890] 所以说看似你好像选了一个最简单的营销测策略
[00:38:29,890 --> 00:38:32,970] 但其实你后面的路会越来越难走
[00:38:32,970 --> 00:38:34,090] 那反过来讲
[00:38:34,090 --> 00:38:39,090] 我始终呢是呼吁大家把难的事情放在前面做
[00:38:39,090 --> 00:38:41,230] 而让后面变得越来越简单
[00:38:41,230 --> 00:38:44,650] 就好像说我从来不给客户去打折优惠
[00:38:44,650 --> 00:38:47,430] 其实呢也是在客户植入一个认知
[00:38:47,430 --> 00:38:50,890] 那就是我的产品只会涨价不会降价
[00:38:50,890 --> 00:38:52,990] 而且我一定說到做到
[00:38:52,990 --> 00:38:54,170] 久而久之之後呢
[00:38:54,170 --> 00:38:57,970] 我們的客戶他就不會再對我們的整個產品體系
[00:38:57,970 --> 00:39:00,610] 有任何的降價和打折的預期了
[00:39:00,710 --> 00:39:02,330] 那在人際關係裡頭呢
[00:39:02,330 --> 00:39:03,210] 我也經常會講
[00:39:03,210 --> 00:39:06,170] 其實別人怎麼對你都是被你允許的
[00:39:06,170 --> 00:39:06,810] 這個呢
[00:39:06,810 --> 00:39:09,570] 在商業世界當中他依然是成立的
[00:39:09,570 --> 00:39:13,050] 客戶怎麼對待你也是被你培養出來的
[00:39:13,050 --> 00:39:13,410] 所以呢
[00:39:13,410 --> 00:39:15,050] 不要糾纏於價格
[00:39:15,050 --> 00:39:17,330] 不要引導客戶總覺得
[00:39:17,330 --> 00:39:20,710] 有便宜不占 王八蛋的這種心態啊
[00:39:20,710 --> 00:39:26,570] 好 第三个呢就是营销上也不要把价格当成你的卖点
[00:39:27,170 --> 00:39:30,690] 现在有很多的商家他都会把价格当成卖点
[00:39:30,690 --> 00:39:34,650] 就是我这个东西要么就特别便宜主打低价为卖点
[00:39:34,650 --> 00:39:39,750] 要不然呢就是我这个东西特别的贵 贵的离奇贵的离谱贵的你看不懂
[00:39:39,750 --> 00:39:40,910] 他也是个卖点
[00:39:40,910 --> 00:39:45,230] 就好像大家记不记得之前有一个叫中薛高的一个品牌
[00:39:45,230 --> 00:39:48,450] 他就是把自己的贵其实打成了一个卖点的
[00:39:48,450 --> 00:39:50,590] 吸引到了大家的一个劣气心理
[00:39:50,770 --> 00:39:54,110] 所以在前期確實是這個貴的價格
[00:39:54,110 --> 00:39:57,170] 給它帶來了不錯的影響力和銷量
[00:39:57,170 --> 00:40:01,410] 但是我認為這個其實是本末倒置了
[00:40:01,410 --> 00:40:04,270] 產品的品質永遠都是最大的賣點
[00:40:04,270 --> 00:40:06,010] 你老是去琢磨價格
[00:40:06,010 --> 00:40:10,110] 其實就是會忽略了客戶的真實需求
[00:40:10,110 --> 00:40:12,290] 如果說你忽略了客戶的需求
[00:40:12,290 --> 00:40:14,810] 忽略了你產品的品質
[00:40:14,810 --> 00:40:17,450] 那麼這一定是走不長遠的
[00:40:17,450 --> 00:40:19,250] 所以真正我們要做的是什麼
[00:40:19,250 --> 00:40:22,210] 我们要做的永远都是好好研究客户
[00:40:22,210 --> 00:40:23,870] 好好的打磨产品
[00:40:23,870 --> 00:40:27,770] 那么最终无论你是高单价还是低单价
[00:40:27,770 --> 00:40:30,410] 其实你都是可以成交的
[00:40:30,410 --> 00:40:31,810] 所以大家一定要记住
[00:40:31,810 --> 00:40:33,450] 不要盯着价格
[00:40:33,450 --> 00:40:35,630] 而要永远的牢记价值
[00:40:35,630 --> 00:40:38,150] 好 那今天我们这些课就到这了
[00:40:38,150 --> 00:40:40,730] 这个思维导图大家可以去找你们的群馆
[00:40:40,730 --> 00:40:42,430] 拿到高清版本
[00:40:42,430 --> 00:40:46,070] 我们这些课的作业是结合课程里面所提到的
[00:40:46,070 --> 00:40:50,110] 自主研发 产品组合 产品包装等等支持点
[00:40:50,110 --> 00:40:54,810] 构思一下 你要如何让自己的产品来议价呢
[00:40:54,810 --> 00:40:57,830] 把你的想法写下来 发到取之心的平台上
[00:40:57,830 --> 00:40:59,170] 让其他的姐妹看看
[00:40:59,170 --> 00:41:03,850] 他们会不会愿意为你的产品进行议价的付费
[00:41:03,850 --> 00:41:05,630] 好了 今天这节课就到这里了
[00:41:05,630 --> 00:41:07,010] 我们下节课再见 拜拜
