[00:00:00,000 --> 00:00:01,380] Hello 大家好 我是許許
[00:31:20,720 --> 00:31:23,240] 單飛的概率就會變得非常非常的大
[00:31:23,300 --> 00:31:25,640] 那我們現在呢 事後諸葛亮一下
[00:31:25,640 --> 00:31:28,800] 如果余敏弘不想和董事會分家的話
[00:31:28,800 --> 00:31:31,300] 他事前應該怎麼做呢
[00:31:31,300 --> 00:31:33,640] 他其實就應該做好資源隔離
[00:31:33,640 --> 00:31:34,540] 比如說
[00:31:34,540 --> 00:31:38,820] 你每一个主播直播的时长是不是需要控制
[00:31:38,820 --> 00:31:42,980] 以防每一个主播获得了过于巨大的流量
[00:31:42,980 --> 00:31:45,560] 反过来挟持你这整家公司
[00:31:45,560 --> 00:31:48,860] 或者说你是不是不应该让他看吧
[00:31:48,860 --> 00:31:52,540] 或者拿到后端的供应链的这种信息差
[00:31:52,540 --> 00:31:54,720] 比如说像供应商的底价等等
[00:31:54,720 --> 00:31:57,660] 这些事情都应该做好信息的隔离
[00:31:57,660 --> 00:32:00,200] 总之你要让每一个人都各司其职
[00:32:00,200 --> 00:32:02,640] 只专注在自己的业务链条上
[00:32:02,640 --> 00:32:06,320] 而不是让他看着你跑通整个链条
[00:32:06,320 --> 00:32:07,720] 然后自己去单飞
[00:32:07,720 --> 00:32:10,620] 好 那以上呢就是我们在用人的时候
[00:32:10,620 --> 00:32:12,340] 需要考虑到的四个点位
[00:32:12,340 --> 00:32:15,200] 你会发现这个其实它都是一环扣一环的
[00:32:15,200 --> 00:32:18,600] 用不拿保底的方式筛选更有野心的人才
[00:32:18,600 --> 00:32:22,260] 用放手授权的方式鼓励他们的创业者精神
[00:32:22,260 --> 00:32:24,420] 用论功欣赏的方式
[00:32:24,420 --> 00:32:27,340] 强化他们的积极性和正确的动作
[00:32:27,340 --> 00:32:30,960] 最后用资源隔离的方式来防止员工单飞
[00:32:30,960 --> 00:32:32,560] 降低公司的风险
[00:32:32,560 --> 00:32:34,340] 这是一整套的币环
[00:32:34,340 --> 00:32:36,620] 大家最好能够同时用上
[00:32:36,620 --> 00:32:38,480] 这样才能够事半功倍
[00:32:38,480 --> 00:32:40,320] 好 最后我们来聊一聊
[00:32:40,320 --> 00:32:42,920] 什么时候去扩张团队
[00:32:42,920 --> 00:32:46,480] 我想这个其实很多宝宝也会想去了解这个问题
[00:32:46,480 --> 00:32:49,760] 那我扩张团队的标准其实非常的简单
[00:32:49,760 --> 00:32:50,840] 两个标准
[00:32:50,840 --> 00:32:52,920] 第一就是业务量足够大
[00:32:52,920 --> 00:32:55,680] 我们最开始之所以想要孵化咨询导师
[00:32:55,680 --> 00:32:56,720] 找更多的销售
[00:32:56,720 --> 00:32:59,100] 是因为我的流量太大了
[00:32:59,100 --> 00:33:00,480] 我的咨询量变得很多
[00:33:00,480 --> 00:33:03,040] 我一個人是肯定接不過來的
[00:33:03,040 --> 00:33:05,160] 那麼我必須要找到更多的銷售
[00:33:05,160 --> 00:33:07,000] 來轉化這些流量
[00:33:07,000 --> 00:33:09,200] 必須要有更多的諮詢老師
[00:33:09,200 --> 00:33:11,420] 來幫我做後端的交付
[00:33:11,420 --> 00:33:13,680] 所以呢團隊的擴張速度
[00:33:13,680 --> 00:33:17,060] 它是由我的業務增長的速度來決定的
[00:33:17,060 --> 00:33:20,960] 第二就是現有的員工要掙到錢
[00:33:20,960 --> 00:33:23,080] 那我覺得市面上的大部分老闆呢
[00:33:23,080 --> 00:33:24,360] 其實他們好像有的時候
[00:33:24,360 --> 00:33:27,040] 還不希望自己的員工掙到太多錢
[00:33:27,040 --> 00:33:28,300] 因為我去去市市
[00:33:28,300 --> 00:33:31,100] 我聽到過很多老闆這麼聊啊
[00:33:31,100 --> 00:33:32,680] 就他們會覺得說
[00:33:32,680 --> 00:33:36,140] 員工就應該拿到一個市場平均值的一個
[00:33:36,140 --> 00:33:36,800] 工資
[00:33:36,800 --> 00:33:37,720] 這樣呢
[00:33:37,720 --> 00:33:40,580] 對於公司來說不會形成挾持
[00:33:40,580 --> 00:33:43,940] 那麼這些員工也會比較容易被替代
[00:33:43,940 --> 00:33:44,760] 說白了
[00:33:44,760 --> 00:33:48,120] 就還是要把員工當成一個羅斯丁的思維
[00:33:48,120 --> 00:33:52,080] 那麼大家可以聽到很多的大企業都會講啊
[00:33:52,080 --> 00:33:53,760] 就是人效比的這個問題
[00:33:53,760 --> 00:33:55,540] 我們公司現在的這個CEO呢
[00:33:55,540 --> 00:33:58,500] 他就是从原来一个非常大的一个大厂出来的
[00:33:58,500 --> 00:34:00,360] 所以他刚来我公司的时候呢
[00:34:00,360 --> 00:34:02,820] 他就对于我这个人效比这件事
[00:34:02,820 --> 00:34:03,980] 他非常非常的困惑
[00:34:03,980 --> 00:34:07,580] 他就非常非常想要去降低我的人效比
[00:34:07,580 --> 00:34:08,800] 什么是人效比呢
[00:34:08,800 --> 00:34:11,480] 就是说员工创造的价值
[00:34:11,480 --> 00:34:14,780] 和公司为他支付的报酬之间的比例
[00:34:14,780 --> 00:34:16,760] 就好比在一个大企业
[00:34:16,760 --> 00:34:19,320] 可能一个员工创造的价值是10
[00:34:19,320 --> 00:34:22,760] 那么企业支付给他的薪酬就是1
[00:34:22,760 --> 00:34:25,780] 所以他們的人效比相對就是低的
[00:34:25,780 --> 00:34:28,540] 但是我的公司人效比非常的高
[00:34:28,540 --> 00:34:30,160] 比如說可能同樣的
[00:34:30,640 --> 00:34:33,240] 他們為公司創造的價值是10
[00:34:33,240 --> 00:34:36,120] 但我可能給他支付的薪水是3
[00:34:36,120 --> 00:34:39,420] 所以也就意味著我的用人成本非常非常的高
[00:34:39,640 --> 00:34:42,260] 那麼這件事情到底是對還是錯呢
[00:34:42,260 --> 00:34:44,980] 我認為它並沒有一個非常絕對性的標準
[00:34:44,980 --> 00:34:46,800] 然而這是什麼決定的
[00:34:46,800 --> 00:34:49,680] 我認為這個是企業的老闆
[00:34:49,680 --> 00:34:52,440] 企業的創始人的價值觀決定的
[00:34:52,440 --> 00:34:54,360] 那从我客人的价值观出发
[00:34:54,360 --> 00:34:56,800] 我就是希望我的员工们
[00:34:56,800 --> 00:34:58,500] 都尽量的能够拥有
[00:34:58,500 --> 00:34:59,800] 更体面的生活
[00:34:59,800 --> 00:35:02,400] 就好像是为什么我不盲目的扩张
[00:35:02,400 --> 00:35:04,080] 后面的咨询交付团队了
[00:35:04,080 --> 00:35:06,420] 大家可以看到我们的这十几位导师
[00:35:06,420 --> 00:35:09,260] 已经跟我们共同奋战非常非常久了
[00:35:09,260 --> 00:35:10,280] 无论你们回头来
[00:35:10,280 --> 00:35:12,780] 复购多少次你们会看到我们咨询导师
[00:35:12,780 --> 00:35:15,000] 好像还是那么一波老人
[00:35:15,000 --> 00:35:16,440] 那为什么会这样呢
[00:35:16,440 --> 00:35:19,000] 是因为我想让现在的导师们
[00:35:19,000 --> 00:35:20,820] 都能赚到足够多的钱
[00:35:20,820 --> 00:35:22,040] 这个足够多钱是什么
[00:35:22,040 --> 00:35:24,420] 在我的内心当中有一个标准
[00:35:24,420 --> 00:35:26,540] 就是我觉得年入百万以上
[00:35:26,540 --> 00:35:30,220] 这个叫做一个现在这个社会比较精英的
[00:35:30,220 --> 00:35:31,540] 这么一个收入标准啊
[00:35:31,540 --> 00:35:33,180] 我去年还给他们承诺
[00:35:33,180 --> 00:35:37,240] 我说如果我们的公司整体业绩不能翻一番
[00:35:37,240 --> 00:35:40,080] 那么我的导师团队就不扩张
[00:35:40,080 --> 00:35:42,940] 因为我要先保证现有的导师
[00:35:42,940 --> 00:35:46,400] 能够接到足够多的单量和咨询量
[00:35:46,400 --> 00:35:50,100] 让他们都已经觉得自己的业务相对饱和的时候
[00:35:50,100 --> 00:35:51,860] 我再去做擴張
[00:35:51,860 --> 00:35:55,300] 我不想讓我的員工有過度的危機感
[00:35:55,300 --> 00:36:00,200] 我也不想讓他們覺得好像隨時隨地都有很多很多的人搶你的工作
[00:36:00,200 --> 00:36:03,100] 我希望他們有更多更多的安全感
[00:36:03,100 --> 00:36:05,060] 而且呢相反來講的話我覺得
[00:36:06,020 --> 00:36:09,360] 其實他們如果在我這裡得到的是最好的
[00:36:09,360 --> 00:36:12,980] 那麼他們也就很難在外面去找到更好的
[00:36:12,980 --> 00:36:16,940] 但我相信他們也會更加願意跟我一起走下去
[00:36:16,940 --> 00:36:18,600] 那麼講到這個地方
[00:36:18,600 --> 00:36:21,040] 其实我刚刚也讲了关于这个点位呢
[00:36:21,040 --> 00:36:23,900] 我觉得每一个创始人一定会有他自己的一个想法
[00:36:23,900 --> 00:36:26,680] 但是因为这个课程经过的关系2.0
[00:36:26,680 --> 00:36:29,720] 是基于我自己这五年以来的
[00:36:29,720 --> 00:36:32,780] 对于所有的业务的一个思考和考量啊
[00:36:32,780 --> 00:36:34,980] 只代表我个人的方式方法
[00:36:34,980 --> 00:36:38,720] 那至于大家觉得我的这种方式方法能不能够
[00:36:38,720 --> 00:36:41,080] 一样的去复制到你们的团队当中
[00:36:41,080 --> 00:36:44,620] 我觉得大家还需要更多的独立的思考和探讨
[00:36:44,620 --> 00:36:46,520] 好那今天这节课呢就到这里
[00:36:46,520 --> 00:36:48,420] 这个呢是这节科普斯威导图
[00:36:48,420 --> 00:36:51,340] 需要高清版本的宝宝可以去找你们去万拿
[00:36:51,340 --> 00:36:52,520] 这几个的作业呢
[00:36:52,520 --> 00:36:55,920] 就是分享出你曾经犯过的第一级错误
[00:36:55,920 --> 00:36:57,480] 也就是有哪些错误
[00:36:57,480 --> 00:37:00,980] 你是重复犯过两次以上的
[00:37:00,980 --> 00:37:03,000] 把这些错误写下来
[00:37:03,000 --> 00:37:06,180] 并且讲一讲自己到底要如何去改进
[00:37:06,180 --> 00:37:08,540] 把你的想法分享到经队的社群
[00:37:08,540 --> 00:37:11,300] 和取之心的小程序平台上
[00:37:11,300 --> 00:37:11,640] 好了
[00:37:11,640 --> 00:37:13,360] 那我们今天这些课就到这里了
[00:37:13,360 --> 00:37:13,980] 下几课再见
[00:37:13,980 --> 00:37:14,460] 拜拜
