[00:00:00,000 --> 00:00:04,020] Hello 大家好 欢迎回到我们金贵的关系2.0的课堂
[00:32:51,250 --> 00:32:54,450] 其实当时那个房子也是没有那么大的必要
[00:32:54,450 --> 00:32:56,250] 在那个时候去出手的
[00:32:56,250 --> 00:32:59,010] 可能我也能找到更好的解决方案
[00:32:59,010 --> 00:33:02,690] 所以有的时候真的是我们把困难想的太大了
[00:33:02,690 --> 00:33:04,510] 只要我们把它具象化
[00:33:04,510 --> 00:33:06,230] 一点一点的去拆分它
[00:33:06,230 --> 00:33:08,250] 一步步的找到解决方案
[00:33:08,250 --> 00:33:12,830] 那麼我們相信這個問題終將是可以被克服被解決的
[00:33:12,830 --> 00:33:15,410] 我近幾年還出現一個焦慮的情況
[00:33:15,410 --> 00:33:17,550] 就是生育的焦慮
[00:33:17,550 --> 00:33:19,910] 那是在我自私媒體的第一年啊
[00:33:19,910 --> 00:33:22,010] 大概呢我當時我就能估算到
[00:33:22,010 --> 00:33:24,010] 我一年能夠掙200萬左右
[00:33:24,010 --> 00:33:28,210] 我意識到這個事未來還會呈現一個上升趨勢
[00:33:28,210 --> 00:33:32,250] 所以它是可以作為我的終身事業去經營的
[00:33:32,250 --> 00:33:34,510] 那麼那個時候我在事業這個維度上
[00:33:34,510 --> 00:33:36,750] 其實就已經沒有什麼焦慮感了
[00:33:36,750 --> 00:33:38,130] 但是有一天呢
[00:33:38,130 --> 00:33:43,150] 我突然之间啊我就不知道怎么一股这个阴影笼罩的心头
[00:33:43,150 --> 00:33:44,750] 就是一下子我想到说
[00:33:44,750 --> 00:33:45,610] 哎呀
[00:33:45,610 --> 00:33:47,290] 我说我也30多了
[00:33:47,290 --> 00:33:50,330] 我这个生孩子这个事我是不是得提上日程
[00:33:50,330 --> 00:33:52,790] 因为你们都知道我生生从小到大
[00:33:52,790 --> 00:33:55,730] 我从来都没有想过说我有可能不生孩子
[00:33:55,730 --> 00:33:56,710] 我没有想过
[00:33:56,710 --> 00:34:00,370] 我一直都是一个很爱自己很稀内的这么一个人
[00:34:00,370 --> 00:34:02,510] 我很希望能够生孩子
[00:34:02,510 --> 00:34:05,970] 然后来对我自己的生命进行一种延续
[00:34:05,970 --> 00:34:09,510] 来缓解我的死亡焦虑是这个样子的
[00:34:09,510 --> 00:34:13,110] 所以说如果说我会因为孩子而引发焦虑
[00:34:13,110 --> 00:34:15,650] 其实它牵连到我引发的
[00:34:15,650 --> 00:34:17,170] 其实是死亡焦虑的问题
[00:34:17,170 --> 00:34:19,550] 然后在那一刻我特别特别的恐惧
[00:34:19,550 --> 00:34:21,150] 就睡不着觉了
[00:34:21,150 --> 00:34:22,170] 然后为什么呢
[00:34:22,170 --> 00:34:23,650] 我当时就想这是一个连串问题
[00:34:23,650 --> 00:34:25,270] 我觉得如果我要生孩子
[00:34:25,270 --> 00:34:27,390] 那么我现在我还得找一个
[00:34:27,390 --> 00:34:30,290] 我觉得合适的结婚的男的
[00:34:30,290 --> 00:34:32,830] 然后我现在的事业又正储上升期
[00:34:32,830 --> 00:34:34,510] 又这么这么的忙碌
[00:34:34,510 --> 00:34:36,490] 我又没有什么时间
[00:34:36,490 --> 00:34:39,510] 我把我所有的时间都拿出来做事业了
[00:34:39,510 --> 00:34:42,390] 我哪里去找一个当时觉得我很能看得上
[00:34:42,390 --> 00:34:43,250] 觉得很合适
[00:34:43,250 --> 00:34:46,590] 然后跟我结婚生儿女的这么一个男人呢
[00:34:46,590 --> 00:34:48,870] 我就觉得好像除了生孩子的环节
[00:34:48,870 --> 00:34:51,710] 前面还加了一个要谈恋爱的环节
[00:34:51,710 --> 00:34:53,750] 加了一个要结婚的环节
[00:34:53,750 --> 00:34:56,610] 我就感觉这个环节变得很多很多
[00:34:56,610 --> 00:35:00,230] 好像就不是我一个人的力量能够处理的了
[00:35:00,230 --> 00:35:01,610] 一下子就变得很焦虑
[00:35:02,150 --> 00:35:05,610] 结果呢 我在那种半梦半醒的状态下
[00:35:05,610 --> 00:35:06,530] 睡了一晚上
[00:35:06,530 --> 00:35:08,450] 第二天早上眼睛一睁
[00:35:08,450 --> 00:35:10,730] 我突然就想通了一件事
[00:35:10,730 --> 00:35:14,410] 我说怎么生孩子一定要结婚呢
[00:35:14,410 --> 00:35:16,650] 我说生孩子不结婚啊
[00:35:16,650 --> 00:35:18,290] 我说生孩子为什么一定要
[00:35:18,290 --> 00:35:22,690] 以这个我跟一个男人作为长期捆绑来决定要不要生孩子
[00:35:22,690 --> 00:35:26,130] 他晚上呢 确实可以被拆分的几件事啊
[00:35:26,130 --> 00:35:29,050] 我突然一下子 我就啊 想明白了
[00:35:29,050 --> 00:35:31,130] 所以呢 我就打开了我的手机电话录
[00:35:31,130 --> 00:35:32,770] 然後在上面寫下一句話
[00:35:32,770 --> 00:35:35,130] 35歲之前生一個小孩
[00:35:35,130 --> 00:35:38,310] 40歲之前生2到3個小孩
[00:35:38,310 --> 00:35:40,390] 然後40歲再去讀散佛
[00:35:40,390 --> 00:35:42,070] 我就寫了這麽三句話
[00:35:42,070 --> 00:35:44,930] 就給我的未來定下了非常明確的目標
[00:35:44,930 --> 00:35:47,470] 一下子我就覺得神清氣爽
[00:35:47,470 --> 00:35:49,490] 所以啊 所謂的這個松弛
[00:35:49,490 --> 00:35:52,110] 就是不斷地去思考解決方案
[00:35:52,110 --> 00:35:53,770] 在尋找解決方案的過程當中
[00:35:53,770 --> 00:35:56,770] 你就會發現其實沒有什麽值得焦慮的
[00:35:56,770 --> 00:35:58,890] 另外呢 在這裏也補充一下啊
[00:35:58,890 --> 00:36:00,230] 可能我剛剛寫了三句話
[00:36:00,230 --> 00:36:02,010] 大家能理解前面两句
[00:36:02,010 --> 00:36:03,770] 35岁之前生一个小孩
[00:36:03,770 --> 00:36:05,950] 40岁之前生两到三个小孩
[00:36:05,950 --> 00:36:07,050] 可是第三句
[00:36:07,050 --> 00:36:10,770] 当时为什么也会在我那个情况下被写下来
[00:36:10,770 --> 00:36:13,130] 我说40岁要去读斯坦福
[00:36:13,770 --> 00:36:15,050] 是因为呢
[00:36:15,050 --> 00:36:18,250] 我还有一个不算主诉求的一个焦虑点
[00:36:18,250 --> 00:36:22,690] 就是我其实是非常非常喜欢谈恋爱的一个人
[00:36:22,690 --> 00:36:25,490] 这一点大家应该也是有所了解的
[00:36:25,490 --> 00:36:27,230] 我是一个很爱男人
[00:36:27,230 --> 00:36:28,790] 也很喜欢谈恋爱的人
[00:36:28,790 --> 00:36:30,010] 所以当时我就在想
[00:36:30,010 --> 00:36:32,110] 你说我不结婚是吧
[00:36:32,110 --> 00:36:35,010] 完了以后我要自己生这么多个娃
[00:36:35,010 --> 00:36:38,230] 但我以后这个恋爱会不会谈不好
[00:36:38,230 --> 00:36:39,990] 我当时就在想这个问题
[00:36:39,990 --> 00:36:43,370] 我是男人这个接受能力真的有这么强吗
[00:36:43,370 --> 00:36:44,250] 而且呢
[00:36:44,250 --> 00:36:47,530] 那个时候因为我看到的自己的这个年收入
[00:36:47,530 --> 00:36:49,490] 大概是能够到达200万左右
[00:36:49,490 --> 00:36:51,970] 那当然我不知道我有一天
[00:36:51,970 --> 00:36:54,110] 我能够到达今天的这个收入层级
[00:36:54,110 --> 00:36:55,250] 我要是那个时候就知道
[00:36:55,250 --> 00:36:56,970] 我能到今天这个收入层级的话
[00:36:56,970 --> 00:36:59,990] 我可能也不一定飛上去德斯坦福了
[00:37:00,510 --> 00:37:04,370] 為啥呢?因為當時我覺得200萬的這個收入吧
[00:37:04,370 --> 00:37:05,870] 它雖然說還不錯
[00:37:05,870 --> 00:37:08,470] 可是如果要養三個娃的話
[00:37:08,470 --> 00:37:11,590] 其實還是覺得壓力有點大的啊
[00:37:11,590 --> 00:37:14,570] 我就想說那我也就是一個年入200萬
[00:37:14,570 --> 00:37:16,230] 有三個娃的一個女人
[00:37:16,230 --> 00:37:18,050] 對於中國的男性來說
[00:37:18,050 --> 00:37:21,950] 他們如果要跟我談戀愛是不是這個心理負擔還挺重的
[00:37:21,950 --> 00:37:23,510] 後來我想到咋辦呢?
[00:37:23,670 --> 00:37:26,270] 我又要找優秀的男生談戀愛
[00:37:26,270 --> 00:37:31,050] 然后这个男生呢他还要不为这件事情感到特别特别的压力深大
[00:37:31,050 --> 00:37:31,810] 我想到了
[00:37:31,810 --> 00:37:35,170] 哦我要持续向上连接向上社交
[00:37:35,170 --> 00:37:40,430] 然后呢去找到更优质的这样的一些男性有可能在的圈子
[00:37:40,430 --> 00:37:41,850] 这个圈子是哪儿呢
[00:37:41,850 --> 00:37:43,830] 我一下子就想到了斯坦福
[00:37:44,430 --> 00:37:47,030] 所以说我在说婚是不一定要结的
[00:37:47,030 --> 00:37:48,670] 但是恋爱是要谈的
[00:37:48,670 --> 00:37:51,850] 我不想因为我有几个娃了就不谈恋爱了
[00:37:51,850 --> 00:37:54,250] 就这样我才写下这个第三句话
[00:37:54,250 --> 00:37:57,890] 所以呢我在这样的一些焦虑的情况下
[00:37:57,890 --> 00:38:01,630] 就很具体的拆解了自己当下的思路
[00:38:01,630 --> 00:38:03,790] 一要提升自己的价值
[00:38:03,790 --> 00:38:05,270] 可能需要更多的钱
[00:38:05,270 --> 00:38:06,950] 也可能需要更大的光环
[00:38:06,950 --> 00:38:09,550] 二我要改变认识男性的渠道
[00:38:09,550 --> 00:38:11,250] 我要去找那些能接纳
[00:38:11,250 --> 00:38:13,910] 40岁带三个娃的男性圈子
[00:38:13,910 --> 00:38:16,270] 后来我就想可以读斯坦福
[00:38:16,270 --> 00:38:18,150] 这样又能增加我的光环
[00:38:18,150 --> 00:38:20,870] 那里的男人可能他们也会更开放
[00:38:20,870 --> 00:38:22,210] 这样我又可以谈恋爱
[00:38:22,210 --> 00:38:25,210] 又可以养娃 还能把娃搞到美国去留学
[00:38:25,210 --> 00:38:29,290] 一下子我又觉得我的人生充满了这种圆满的未来
[00:38:29,290 --> 00:38:30,690] 所以大家看看啊
[00:38:30,690 --> 00:38:32,830] 我永远的都是根据目标和现状
[00:38:32,830 --> 00:38:35,130] 然后不断的去分析问题 解决问题
[00:38:35,130 --> 00:38:35,650] 所以呢
[00:38:35,650 --> 00:38:39,170] 才能够一直保持在这样一个松弛的状态里头的
[00:38:39,240 --> 00:38:40,340] 我再举个例子
[00:38:40,340 --> 00:38:43,720] 有些特别有野心 特别积极向上的女生
[00:38:43,720 --> 00:38:45,060] 她们也会焦虑说
[00:38:45,060 --> 00:38:47,640] 我这辈子是不是不能出人头地了
[00:38:47,640 --> 00:38:51,780] 或者说我是不是没有办法变成一个有影响力的人了
[00:38:51,780 --> 00:38:54,320] 那这里的出人头地和影响力呢
[00:38:54,320 --> 00:38:56,220] 不一定是指的金钱
[00:38:56,220 --> 00:38:59,780] 更多的可能是名誉还有社会体委
[00:38:59,780 --> 00:39:01,040] 那面对这样的焦虑
[00:39:01,040 --> 00:39:03,080] 如果你尝试具体化
[00:39:03,080 --> 00:39:05,340] 把出人头地这件事啊
[00:39:05,340 --> 00:39:07,040] 拆解成具体的动作的话
[00:39:07,040 --> 00:39:10,120] 你会发现其实你有很多的解决方案
[00:39:10,120 --> 00:39:12,100] 比如说你可以去写书
[00:39:12,100 --> 00:39:15,180] 那么成为一个能够改变别人的作家
[00:39:15,180 --> 00:39:19,040] 或者说你也可以像这段时间挺火的这个大兵主播
[00:39:19,040 --> 00:39:20,780] 那他光是直播打移
[00:39:20,780 --> 00:39:22,200] 他也不賣東西
[00:39:22,200 --> 00:39:24,260] 但是他在直播大衣的過程當中
[00:39:24,260 --> 00:39:26,500] 他也能給很多人解決他人生的困惑
[00:39:26,500 --> 00:39:29,880] 甚至於我們還可以去做慈善
[00:39:29,880 --> 00:39:33,780] 那麼這些動作其實他都是可以去提高你的影響力
[00:39:33,780 --> 00:39:35,620] 提高你的社會地位的
[00:39:35,620 --> 00:39:38,500] 所以方式方法有很多路徑有很多
[00:39:38,500 --> 00:39:42,680] 不一定只有說叫賺錢這一條路徑
[00:39:42,680 --> 00:39:45,040] 那麼我們只需要學會具體化
[00:39:45,040 --> 00:39:47,300] 前進的路散而染他就會出現
[00:39:47,300 --> 00:39:48,860] 你也能走得更加鬆弛
[00:39:50,930 --> 00:39:54,570] 好 那么这个呢就是我们这节课的所有内容了
[00:39:54,570 --> 00:39:56,310] 大家要记住一句话啊
[00:39:56,310 --> 00:39:59,730] 焦虑的反一词是具体
[00:39:59,730 --> 00:40:02,830] 一旦你焦虑了就把事情具象化
[00:40:02,830 --> 00:40:05,330] 那这个是我们这节课的思维导图
[00:40:05,330 --> 00:40:07,070] 需要高清版本的宝宝们呢
[00:40:07,070 --> 00:40:08,990] 可以去找你们的群管药啊
[00:40:08,990 --> 00:40:11,570] 那这节课的作业呢就是分享一下
[00:40:11,570 --> 00:40:13,290] 在你创业的过程当中
[00:40:13,290 --> 00:40:15,850] 有哪些焦虑一直困扰着你
[00:40:15,850 --> 00:40:17,790] 请把你的焦虑具象化
[00:40:17,790 --> 00:40:20,750] 并且和金贵的姐妹们一起探讨一下
[00:40:20,750 --> 00:40:22,970] 如何化解这些焦虑
[00:40:22,970 --> 00:40:25,370] 把你的想法分享到金贵的社群
[00:40:25,370 --> 00:40:27,850] 和我们的曲之心小程序平台
[00:40:27,850 --> 00:40:28,130] 好了
[00:40:28,130 --> 00:40:29,230] 那今天这集课就到这
[00:40:29,230 --> 00:40:30,110] 咱们下集课再见
[00:40:30,110 --> 00:40:30,530] 拜拜
