[00:00:00,000 --> 00:00:01,400] 那从这节课开始呢
[00:32:41,230 --> 00:32:42,490] 寻找更高的天花板
[00:32:42,490 --> 00:32:46,250] 同样的我一直认为自己能够做到
[00:32:46,250 --> 00:32:49,410] 我觉得上10亿身家的水平我觉得是可以的
[00:32:49,410 --> 00:32:53,690] 因为呢我接触到过很多10亿集体量的老板
[00:32:53,690 --> 00:32:57,290] 我认为我方方面能力都不比他们差
[00:32:57,290 --> 00:33:00,270] 具体来说这些10亿的老板在以前啊
[00:33:00,270 --> 00:33:02,770] 大部分可能都是属于地产行业的
[00:33:02,770 --> 00:33:06,950] 或者呢他們都是在工廠這種類目裡頭
[00:33:06,950 --> 00:33:09,810] 首先他們非常的自信
[00:33:09,810 --> 00:33:12,530] 那這一點呢我認為我肯定不會比他們差
[00:33:12,530 --> 00:33:14,650] 我這個人自信就是有餘
[00:33:14,650 --> 00:33:17,330] 自欠不足啊
[00:33:17,330 --> 00:33:19,470] 其次呢他們在委任處事上
[00:33:19,470 --> 00:33:21,650] 大多數呢也都是比較圓滑的
[00:33:21,650 --> 00:33:23,150] 能夠以德服人
[00:33:23,150 --> 00:33:25,130] 而且他們也很大方
[00:33:25,130 --> 00:33:27,530] 對待供應商啊或者是合作夥伴們啊
[00:33:27,530 --> 00:33:28,850] 都很願意去讓利
[00:33:28,850 --> 00:33:30,990] 因為他們本質上還是相信
[00:33:31,790 --> 00:33:34,270] 這個裁算人據的這麼一個邏輯
[00:33:34,270 --> 00:33:37,050] 那從這個緯度上我也是跟他們一樣的
[00:33:37,050 --> 00:33:40,570] 我對我的團隊對我的朋友都非常大方
[00:33:40,570 --> 00:33:42,230] 還有呢就是這些老闆
[00:33:42,230 --> 00:33:45,510] 其實他們的文化水平普遍都沒有我高
[00:33:45,510 --> 00:33:49,410] 他們很多都是後面才去讀書來提升學歷的
[00:33:49,410 --> 00:33:52,050] 而我本身呢大家知道我本來就是五大的本科
[00:33:52,050 --> 00:33:56,210] 還有在這個美國的EMBA的留學生嘛
[00:33:56,210 --> 00:33:59,090] 所以在這一點上我肯定是比絕大部分的這些
[00:33:59,090 --> 00:34:00,690] 十億級的老闆更好的
[00:34:00,690 --> 00:34:05,930] 最重要的一點就是這些老闆他們大部分也都是從無到有的
[00:34:05,930 --> 00:34:09,670] 他們並不是站在巨人的肩膀上起的盤
[00:34:10,150 --> 00:34:13,470] 那從這點上來說我認為我跟他們也是一樣的
[00:34:13,470 --> 00:34:16,430] 大家也知道我的原生家庭也非常非常的普通
[00:34:16,430 --> 00:34:20,550] 不能夠給到我什麼資源和資產上的助力
[00:34:21,260 --> 00:34:24,220] 那麼整個我這樣觀望下來之後就發現
[00:34:24,220 --> 00:34:27,700] 其實我跟他們的起跑線是一樣的
[00:34:27,700 --> 00:34:30,420] 甚至於我有些維度比他們更好
[00:34:30,420 --> 00:34:32,520] 所以我才會堅定不移的相信
[00:34:32,520 --> 00:34:35,940] 我做到10億級的體量是沒有問題的
[00:34:35,940 --> 00:34:38,480] 這個其實就是我通過觀察我身邊的人
[00:34:38,480 --> 00:34:41,060] 觀察到他們身上的這個信息差
[00:34:41,060 --> 00:34:44,240] 來看到的我的未來的希望和可能性
[00:34:44,240 --> 00:34:46,560] 可是呢 再往上一步
[00:34:46,560 --> 00:34:48,780] 比如說做到百億身家這個級別
[00:34:48,780 --> 00:34:51,460] 那我個人就會覺得會有點困難
[00:34:51,460 --> 00:34:53,820] 目前看來是這樣的 為什麼呢
[00:34:53,820 --> 00:34:56,960] 因為我接觸到過一些百億級的老闆
[00:34:56,960 --> 00:34:59,020] 然后这一群人呢
[00:34:59,020 --> 00:35:01,840] 他们就不是那么的善了
[00:35:01,840 --> 00:35:03,120] 给我的感觉啊
[00:35:03,120 --> 00:35:06,960] 可能他们身上让我看到的狠的东西会更多
[00:35:06,960 --> 00:35:08,620] 因为在这个维度上
[00:35:08,620 --> 00:35:09,880] 我觉得我自我评估下来
[00:35:09,880 --> 00:35:11,360] 好像我做不到
[00:35:11,360 --> 00:35:12,740] 我没有办法那么狠
[00:35:12,740 --> 00:35:13,240] 所以呢
[00:35:13,240 --> 00:35:14,240] 我有的时候就会觉得
[00:35:14,240 --> 00:35:16,340] 是不是我可能到10亿级
[00:35:16,340 --> 00:35:17,800] 也就是我的听话板了
[00:35:17,800 --> 00:35:18,960] 如果再到百亿级的话
[00:35:18,960 --> 00:35:20,000] 可能我就做不到了
[00:35:20,000 --> 00:35:21,460] 我会有这种想法
[00:35:21,460 --> 00:35:23,020] 那我现在呢
[00:35:23,020 --> 00:35:25,680] 也希望说我还能够在网上购
[00:35:25,680 --> 00:35:27,760] 那我需要通過什麼樣的方式呢
[00:35:27,760 --> 00:35:30,600] 就是我得再不停的去尋找
[00:35:30,600 --> 00:35:32,940] 各種各樣的圈子去鏈接
[00:35:32,940 --> 00:35:34,920] 更多的白頁級的老闆
[00:35:34,920 --> 00:35:38,340] 我需要去看到有沒有白頁級的老闆
[00:35:38,340 --> 00:35:40,240] 他也沒有那麼的狠
[00:35:40,900 --> 00:35:41,780] 但是呢
[00:35:41,780 --> 00:35:43,580] 他在其他的維度上
[00:35:43,580 --> 00:35:46,260] 也跟我存在著很大的相似性
[00:35:46,260 --> 00:35:48,040] 或者說我甚至於還有
[00:35:48,040 --> 00:35:49,680] 長板能夠比他更長的地方
[00:35:49,680 --> 00:35:53,660] 因為我只有看到了這樣的人的存在的時候
[00:35:53,660 --> 00:35:57,920] 我才有可能會相信我也能到達那個級別
[00:35:57,920 --> 00:36:02,180] 所以我現在呢也是在去尋求這樣的人物畫像
[00:36:02,180 --> 00:36:05,260] 總的來說也是在尋求更高的一種天花板的希望
[00:36:05,260 --> 00:36:09,000] 那麼第三個目的是沉澱數據庫
[00:36:09,120 --> 00:36:11,840] 對我來說呢我們搭建商業模型也好
[00:36:11,840 --> 00:36:12,900] 產品體系也好
[00:36:12,900 --> 00:36:15,180] 其實呢它就像是在拼積木
[00:36:15,180 --> 00:36:17,760] 就是你們都看過那種七巧板嘛
[00:36:17,760 --> 00:36:21,140] 它是可以拼成完全不同的形態的
[00:36:21,140 --> 00:36:24,080] 而你想拼出更丰富的形状
[00:36:24,080 --> 00:36:29,280] 你是不是有可能就需要更多片不同形态的这种积木
[00:36:29,280 --> 00:36:30,200] 对吧
[00:36:30,400 --> 00:36:31,740] 所以对我来说呢
[00:36:31,740 --> 00:36:33,040] 信息差有的时候啊
[00:36:33,040 --> 00:36:35,020] 它就相当于是那个积木
[00:36:35,020 --> 00:36:38,100] 一片信息差就是一片小积木
[00:36:38,100 --> 00:36:41,920] 我会把这些信息差跟积木收集起来
[00:36:41,920 --> 00:36:43,060] 用不用得上呢
[00:36:43,060 --> 00:36:43,640] 不一定
[00:36:43,640 --> 00:36:48,080] 但是我会把它先放到自己的脑子里储存起来
[00:36:48,080 --> 00:36:49,220] 等用得上的时候
[00:36:49,220 --> 00:36:52,520] 我就會拿出來一個拼出一個新的模型
[00:36:52,520 --> 00:36:55,320] 這個其實就是我說的沉澱數據庫
[00:36:55,320 --> 00:36:56,640] 好像平時呢
[00:36:56,640 --> 00:36:59,060] 我也會在講情感故事的時候也是這樣
[00:36:59,060 --> 00:37:00,840] 我會把每個人的故事
[00:37:00,840 --> 00:37:04,080] 觀點 信息差全部蒐集起來
[00:37:04,080 --> 00:37:06,900] 放進我大腦裡記住它
[00:37:06,900 --> 00:37:07,880] 我不著急用
[00:37:07,880 --> 00:37:10,960] 但是呢我會讓這個數據庫越來越大
[00:37:10,960 --> 00:37:12,560] 數據越來越豐富
[00:37:12,560 --> 00:37:15,500] 那麼等到我有朝一日需要用到它的時候
[00:37:15,500 --> 00:37:18,780] 我就能隨時隨地的把它調取出來
[00:37:18,780 --> 00:37:21,920] 那么我能够参考的模型就会越来越多
[00:37:21,920 --> 00:37:27,800] 我也更容易拼出好玩的有趣的这样一个整体的版图
[00:37:27,800 --> 00:37:31,740] 那么具体来说我们要如何去沉淀这个数据库呢
[00:37:31,740 --> 00:37:33,680] 我给大家分享两个小技巧
[00:37:33,680 --> 00:37:36,220] 一个叫找不同
[00:37:36,220 --> 00:37:39,900] 第二个叫分辨事实和观点
[00:37:39,900 --> 00:37:41,890] 我们先来看找不同啊
[00:37:42,360 --> 00:37:45,340] 很多人呢在听到与自己不同的观点的时候呢
[00:37:45,340 --> 00:37:47,360] 都会习惯性的去批判
[00:37:47,360 --> 00:37:49,160] 但是我不是这样的
[00:37:49,160 --> 00:37:51,700] 我会非常中立的去听
[00:37:51,700 --> 00:37:55,960] 对方说东西和我的认知有什么是不一样的
[00:37:55,960 --> 00:37:57,120] 然后我会去思考
[00:37:57,120 --> 00:38:00,400] 为什么我们会有对这种认知的不一致
[00:38:00,400 --> 00:38:03,520] 比如说我在听别的情感的
[00:38:03,520 --> 00:38:05,080] Empson创始人在讲的时候
[00:38:05,080 --> 00:38:10,760] 他们会觉得低转高是最优解的成交链条
[00:38:10,760 --> 00:38:12,020] 什么叫低转高
[00:38:12,020 --> 00:38:13,080] 给大家简单说一下
[00:38:13,080 --> 00:38:15,340] 就是我们先在公开平台上
[00:38:15,340 --> 00:38:16,600] 用一个比较低的价格
[00:38:16,600 --> 00:38:20,740] 比如说99啊199这样的价格去吸引一波客户
[00:38:20,740 --> 00:38:22,460] 先进入到我们这个门槛
[00:38:22,960 --> 00:38:27,360] 然后进来之后我再想办法把这些客户进行二转
[00:38:27,360 --> 00:38:29,960] 再卖给他们一个更贵的价格的东西
[00:38:29,960 --> 00:38:31,460] 这个呢就叫低转高
[00:38:31,460 --> 00:38:35,980] 那他们会认为呢做情感ip其实就是要用低价
[00:38:35,980 --> 00:38:39,260] 去吸引大量的下沉市场的客户
[00:38:39,260 --> 00:38:41,840] 然后在这个客户里面去做筛选
[00:38:41,840 --> 00:38:45,880] 同时呢他们还有一个认知是他们认为
[00:38:45,880 --> 00:38:49,180] 情感咨询是做情绪疏导
[00:38:49,560 --> 00:38:54,160] 并不可能给到用户真正有效的解决方案
[00:38:54,160 --> 00:38:56,060] 所以呢他们往往会觉得
[00:38:56,060 --> 00:38:59,100] IP其实是不需要有自己的个性的
[00:38:59,100 --> 00:39:01,860] 它只需要用固定的竹子稿
[00:39:01,860 --> 00:39:04,480] 去引流然后变现就可以了
[00:39:04,480 --> 00:39:06,540] 但是我在听这些
[00:39:06,540 --> 00:39:10,400] 情感的M3机构的这样一些老板去讲的时候呢
[00:39:10,400 --> 00:39:14,080] 我会发现我的很多想法跟他们都是不一样的
[00:39:14,080 --> 00:39:16,180] 大家看了我这么长时间直播啊
[00:39:16,180 --> 00:39:18,360] 就知道我幾乎第一呢
[00:39:18,360 --> 00:39:21,100] 我個人是不願意做下沉市場的
[00:39:21,100 --> 00:39:23,980] 所以我根本就不會用低價客
[00:39:23,980 --> 00:39:26,080] 去引流的這麼一個方式
[00:39:26,080 --> 00:39:28,760] 我們的邏輯是完全不一樣的啊
[00:39:28,760 --> 00:39:29,600] 這個時候呢
[00:39:29,600 --> 00:39:31,080] 可能嗯
[00:39:31,080 --> 00:39:34,460] 很多人他們會去選擇盲從於
[00:39:34,460 --> 00:39:37,340] 那些機構的老闆講的這些話是吧
[00:39:37,340 --> 00:39:39,180] 就覺得他們都拿到結果了
[00:39:39,180 --> 00:39:42,040] 那我也應該用他們這種低轉高
[00:39:42,040 --> 00:39:44,120] 啊肯定也能拿更大的結果
[00:39:45,170 --> 00:39:45,690] 那
[00:39:45,690 --> 00:39:48,750] 還有一種的就是會從內心去批判他們
[00:39:48,750 --> 00:39:51,370] 比如說當他覺得說你們怎麼這麼low啊
[00:39:51,370 --> 00:39:51,990] 做低轉高
[00:39:51,990 --> 00:39:53,550] 我覺得低轉高這種形式一點都不好
[00:39:53,550 --> 00:39:55,030] 然後就直接去批判
[00:39:55,030 --> 00:39:56,470] 這也是一種可能
[00:39:56,470 --> 00:39:58,890] 但是呢在我的方向上呢
[00:39:58,890 --> 00:40:01,670] 我就會非常理性的去分析說
[00:40:01,670 --> 00:40:05,390] 之所以他會這麼認知這個問題是因為
[00:40:05,390 --> 00:40:08,570] 他就是在針對下沉市場用戶
[00:40:08,570 --> 00:40:11,170] 以及因為從他的身份上出發
[00:40:11,170 --> 00:40:13,690] 他本身不是一個IP
[00:40:13,690 --> 00:40:16,470] 其實他是一個M3的老闆
[00:40:16,470 --> 00:40:18,170] 那麼他的目的不一樣
[00:40:18,170 --> 00:40:23,550] 因為他想要的是很多很多的IP都可以去為他服務
[00:40:23,550 --> 00:40:28,190] 他希望自己有一套打法能夠作用於所有的IP
[00:40:28,830 --> 00:40:34,630] 他甚至於很有可能根本就不希望某一個IP的流量過大
[00:40:34,630 --> 00:40:40,150] 就是在他們這個盤子裡頭佔據了非常重大的這種分量和比例
[00:40:40,150 --> 00:40:44,090] 導致他對於這一個單個IP形成了強依賴
[00:40:44,090 --> 00:40:45,490] 那麼這種情況下的話
[00:40:45,490 --> 00:40:47,110] 如果他被別人牽著鼻子走了
[00:40:47,110 --> 00:40:49,330] 他不就會顯得更被動嘛 對不對
[00:40:49,330 --> 00:40:54,970] 所以說他們才會希望每一個IP都差不多就可以了
[00:40:54,970 --> 00:40:56,890] 那麼低轉高這種模式
[00:40:56,890 --> 00:41:00,470] 顯然他是適合更多更多的IP的
[00:41:00,470 --> 00:41:02,450] 那這個呢就是屁股決定腦袋
[00:41:02,450 --> 00:41:04,290] 而我為什麼不這麼思維
[00:41:04,290 --> 00:41:07,110] 是因為我就是IP本人
[00:41:07,110 --> 00:41:09,330] 所以我在搭建商業體系的時候
[00:41:09,330 --> 00:41:12,630] 是希望我這個IP能夠衝得足夠的高
[00:41:12,630 --> 00:41:13,930] 能夠做得足夠的大
[00:41:13,930 --> 00:41:17,690] 能夠把我的客戶鎖定的足夠的好
[00:41:17,690 --> 00:41:20,370] 是吧 所以從我的這個維度上出發的時候
[00:41:20,370 --> 00:41:22,810] 我就會認為低轉高準模式
[00:41:22,810 --> 00:41:26,730] 很有可能會給我帶來很多無謂的消耗
[00:41:26,730 --> 00:41:27,990] 因為你要跟很多很多
[00:41:27,990 --> 00:41:30,050] 根本就不屬於你想要的客群的
[00:41:30,050 --> 00:41:31,670] 這部分客戶去打交道
[00:41:31,670 --> 00:41:35,630] 然後同時他也會增加我的這種工作量
[00:41:35,630 --> 00:41:38,350] 所以說那麼我就不傾向於用低轉高準模式
[00:41:38,350 --> 00:41:41,390] 那麼這個就是我在遇見不同的觀點的時候
[00:41:41,390 --> 00:41:43,450] 所做的一個客觀思考
[00:41:43,450 --> 00:41:47,210] 就是我不僅僅是要知道我跟別人不一樣
[00:41:47,210 --> 00:41:50,510] 我還要知道為什麼我跟別人不一樣
[00:41:50,510 --> 00:41:53,690] 我得知道我的定價跟它不一樣
[00:41:53,690 --> 00:41:56,170] 我的價值觀跟它不一樣
[00:41:56,170 --> 00:41:58,350] 我的每一個環節都跟它不一樣
[00:41:58,350 --> 00:42:00,910] 但是我們也能做得很好
[00:42:00,910 --> 00:42:05,310] 我必須把這些裡頭所有的環節都拆分的一清二楚
[00:42:05,310 --> 00:42:08,850] 變成數據然後沉澱到我的腦子裡
[00:42:08,850 --> 00:42:11,510] 雖然我不知道這個數據我哪一天能夠用得上
[00:42:11,510 --> 00:42:12,870] 但是我會把它蒐集起來
[00:42:12,870 --> 00:42:14,050] 萬一用上了呢
[00:42:14,050 --> 00:42:14,950] 那接下來呢就是
[00:42:14,950 --> 00:42:16,170] 第二點就是叫
[00:42:16,170 --> 00:42:18,850] 分辨事實和觀點
[00:42:19,110 --> 00:42:20,570] 所謂的事實啊
[00:42:20,570 --> 00:42:22,430] 就是已經發生過的事情
[00:42:22,430 --> 00:42:24,010] 所謂的觀點呢
[00:42:24,010 --> 00:42:26,270] 就是根據這個事實
[00:42:26,270 --> 00:42:29,510] 推理出來和推測出來的結論
[00:42:29,510 --> 00:42:30,610] 你要知道啊
[00:42:30,610 --> 00:42:31,250] 很多人呢
[00:42:31,250 --> 00:42:32,170] 他們講話的時候
[00:42:32,170 --> 00:42:34,210] 其實是會把觀點
[00:42:34,210 --> 00:42:36,070] 包裝成事實的
[00:42:36,570 --> 00:42:38,830] 從而誤導聽眾
[00:42:38,920 --> 00:42:39,880] 反過來說呢
[00:42:39,880 --> 00:42:41,300] 就會有很多的聽眾
[00:42:41,300 --> 00:42:43,980] 他壓根就分不清什麼是事實
[00:42:43,980 --> 00:42:45,480] 什麼是觀點
[00:42:45,480 --> 00:42:47,320] 從而呢也會誤導決策
[00:42:48,010 --> 00:42:53,730] 比如說我之前呢在去美國之前我其實是有投資過一家
[00:42:54,350 --> 00:42:56,390] 這個貴金屬的工廠的
[00:42:56,930 --> 00:42:58,530] 一直都沒有回本
[00:42:58,530 --> 00:43:01,870] 那當時為什麼我會投這家公司呢
[00:43:01,870 --> 00:43:05,830] 其實是因為啊這個貴金屬啊他就跟黃金一樣
[00:43:05,830 --> 00:43:09,870] 他是有價格浮動的他是有一個國際定價標準在這個地方的
[00:43:10,370 --> 00:43:16,070] 如果说低价买进高价卖出这个呢就是有机会赚到钱的
[00:43:16,070 --> 00:43:19,270] 那当时呢我跟投的这个大的老板啊
[00:43:19,270 --> 00:43:20,610] 这大佬他就跟我说
[00:43:20,610 --> 00:43:25,410] 他说我们现在这个贵金属的价格已经到了历史最低价了
[00:43:25,410 --> 00:43:29,010] 之后的价格肯定就是往上走了啊
[00:43:29,010 --> 00:43:31,590] 所以这个时候我们来做这个生意
[00:43:31,590 --> 00:43:33,370] 相当于就是低价囤货嘛
[00:43:33,370 --> 00:43:36,290] 那未来我们就可以高价卖出
[00:43:36,290 --> 00:43:40,070] 好 那么我们来分析一下他当时跟我讲的这个话
[00:43:40,070 --> 00:43:42,890] 到底哪些是事实 哪些是观点呢
[00:43:43,560 --> 00:43:47,380] 首先他说贵金属的价格已经来到了历史最低价
[00:43:47,380 --> 00:43:49,540] 那么这个其实是事实 对吧
[00:43:49,540 --> 00:43:52,440] 就是这个是已经发生了可以查证的事情
[00:43:52,440 --> 00:43:55,940] 但是之后说价格就会往上走
[00:43:56,100 --> 00:43:58,560] 这句话是事实还是观点呢
[00:43:59,190 --> 00:44:01,270] 那这句话其实它就是观点
[00:44:01,620 --> 00:44:05,040] 因为它的价格可能还会继续下跌
[00:44:05,040 --> 00:44:05,580] 对吧
[00:44:05,580 --> 00:44:07,840] 所以這個時候說
[00:44:07,840 --> 00:44:10,100] 我們現在就是最佳入場時機
[00:44:10,100 --> 00:44:12,740] 這句話它是事實還是觀點
[00:44:12,740 --> 00:44:14,420] 其實它也是觀點
[00:44:14,710 --> 00:44:18,030] 當時我就沒有辯明這兩者的區別
[00:44:18,030 --> 00:44:19,250] 那稀裡糊塗的
[00:44:19,250 --> 00:44:22,890] 我就把它整個這一套論述全部當成了事實
[00:44:22,890 --> 00:44:24,770] 所以就投了這家工廠
[00:44:24,770 --> 00:44:26,890] 那麼直到後面很多年
[00:44:26,890 --> 00:44:28,590] 他都沒有賺到錢
[00:44:28,590 --> 00:44:31,200] 聽到這裡大家會覺得說
[00:44:31,200 --> 00:44:33,400] 我是想批判這工廠的老闆嗎
[00:44:33,400 --> 00:44:34,100] 其實不是
[00:44:34,100 --> 00:44:36,040] 相反我是想讓大家知道
[00:44:36,040 --> 00:44:39,020] 哪怕是負面的案例
[00:44:39,020 --> 00:44:42,380] 哪怕這個人的觀點在我們這裡行不通
[00:44:42,380 --> 00:44:45,000] 但是他依然是有價值的
[00:44:45,000 --> 00:44:46,840] 因為他會讓我理解到
[00:44:46,840 --> 00:44:49,240] 哦 這樣的一套邏輯
[00:44:49,240 --> 00:44:54,120] 這樣的一套說法能夠打動某一類人
[00:44:54,120 --> 00:44:56,060] 讓某一類人買單
[00:44:56,060 --> 00:44:57,120] 啥意思啊
[00:44:57,120 --> 00:44:59,460] 就是剛剛這個老闆
[00:44:59,460 --> 00:45:02,940] 他在他當時的這個站位之下
[00:45:02,940 --> 00:45:05,460] 然後用這樣的一套邏輯
[00:45:05,460 --> 00:45:07,340] 用这样的一套打法
[00:45:07,340 --> 00:45:11,760] 它能够打动像我这样的一个小白
[00:45:11,760 --> 00:45:15,360] 并且让我去跟投了他的项目
[00:45:15,360 --> 00:45:17,720] 这个它也是一个逻辑链条
[00:45:17,720 --> 00:45:19,460] 对吧 非常完整的一个逻辑链条
[00:45:19,460 --> 00:45:21,100] 所以当我理解到这件事的时候
[00:45:21,100 --> 00:45:23,380] 我对人性理解又深了一层
[00:45:23,380 --> 00:45:26,560] 我就又多了一项决策依据和参考
[00:45:26,560 --> 00:45:29,200] 我拼的这个七条板是不是又多了一种可能性
[00:45:29,200 --> 00:45:31,400] 所以说哪怕是反面案例
[00:45:31,400 --> 00:45:33,540] 哪怕是我失败的经历
[00:45:33,540 --> 00:45:37,260] 我都會客觀的對這個事情再去分析一遍
[00:45:37,260 --> 00:45:38,880] 在我的腦子裡履一遍
[00:45:38,880 --> 00:45:40,960] 我會盡量的去分析
[00:45:40,960 --> 00:45:43,640] 哪些講的是事實 哪些是觀點
[00:45:43,640 --> 00:45:46,080] 然後呢不去評判它
[00:45:46,080 --> 00:45:50,300] 而是把所有的這些元素沉澱成一種素材
[00:45:50,300 --> 00:45:52,460] 然後這個素材很有可能日後
[00:45:52,460 --> 00:45:55,200] 就會成為我做生意的某種原料
[00:45:55,200 --> 00:45:58,460] 有可能有一天我也會站在它的那個帳位上
[00:45:58,460 --> 00:46:02,720] 我也會用這樣的方式方法去表達事實和觀點
[00:46:02,720 --> 00:46:07,600] 然后最后让曾经好像我这样的一个人来为此买单
[00:46:07,600 --> 00:46:10,800] 那么我们已经讲了关于信息差最核心的内容
[00:46:10,800 --> 00:46:12,860] 接下来就给大家一个小提醒
[00:46:12,860 --> 00:46:15,660] 就是一定要验证信息差
[00:46:15,660 --> 00:46:18,340] 不然你一定会踩大坑
[00:46:18,340 --> 00:46:21,020] 就好像刚才我提到的投资这个工厂
[00:46:21,020 --> 00:46:24,460] 以及后来很多我的老粉们都知道
[00:46:24,460 --> 00:46:26,720] 我也被人骗了大几十万
[00:46:26,720 --> 00:46:30,360] 都是因为我只是听别人说这个业务好
[00:46:30,360 --> 00:46:32,600] 就亲信了别人的判断
[00:46:32,600 --> 00:46:36,020] 沒有深入的去了解公司的業務
[00:46:36,020 --> 00:46:39,900] 沒有找律師判斷合同到底有沒有效
[00:46:39,900 --> 00:46:43,000] 所以如果大家聽到了某個行業好
[00:46:43,000 --> 00:46:44,780] 某個業務能賺錢
[00:46:44,780 --> 00:46:47,860] 想要去合夥去投資去加盟的話
[00:46:47,860 --> 00:46:50,860] 一定要判斷好這三個方面的信息
[00:46:50,860 --> 00:46:53,400] 第一就是你對這個業務
[00:46:53,400 --> 00:46:56,340] 到底有沒有深入的了解過
[00:46:56,340 --> 00:46:59,860] 千萬不能夠只聽別人嘴巴上怎麼說
[00:46:59,860 --> 00:47:01,680] 巴菲特不是也經常說嘛對吧
[00:47:01,680 --> 00:47:03,560] 不做自己不了解的事情
[00:47:03,680 --> 00:47:06,180] 第二個呢就是要有法律意識
[00:47:06,180 --> 00:47:08,760] 該簽的合同一定要簽到位
[00:47:08,760 --> 00:47:11,520] 該上工商的一定要上工商
[00:47:11,520 --> 00:47:14,460] 第三個就是財務意識要跟上
[00:47:14,460 --> 00:47:18,700] 要監管到整個鏈路上的財務狀況
[00:47:18,700 --> 00:47:19,060] 好不好
[00:47:19,060 --> 00:47:22,380] 那麼比如說你可以去往這樣的一個項目裡
[00:47:22,380 --> 00:47:23,280] 去派財務
[00:47:23,280 --> 00:47:24,960] 這個財務也必須是你的自己人
[00:47:24,960 --> 00:47:27,260] 而且大家自己也要具備一些
[00:47:27,260 --> 00:47:29,020] 比較基礎的財務知識
[00:47:29,020 --> 00:47:30,980] 那更加具體的我們就不贅述了
[00:47:30,980 --> 00:47:32,920] 只是在这里给大家提个喜啊
[00:47:32,920 --> 00:47:34,840] 那么最后呢 我想告诉大家的是
[00:47:34,840 --> 00:47:38,200] 如果你真的想搞钱 搞大钱
[00:47:38,200 --> 00:47:40,160] 那么呢 你们一定要把
[00:47:40,160 --> 00:47:43,380] 收集信息差当成是你的习惯
[00:47:43,380 --> 00:47:47,640] 把它变成跟你吃饭 呼吸一样的习惯性动作
[00:47:47,640 --> 00:47:50,460] 这就像是那些把身材保持得很好的人
[00:47:50,460 --> 00:47:51,940] 他并不是
[00:47:51,940 --> 00:47:55,740] 只有在健身房的时候才想着去运动的
[00:47:55,740 --> 00:47:57,840] 而是别人平时可能就喜欢躺着
[00:47:57,840 --> 00:48:00,020] 但是他呢 平时就喜欢站着
[00:48:00,020 --> 00:48:02,720] 或者說別人平常說我去哪裡要打個車
[00:48:02,720 --> 00:48:06,120] 他平時只要是可能小於兩公里的距離
[00:48:06,120 --> 00:48:07,980] 他都習慣走著去
[00:48:07,980 --> 00:48:11,360] 所以他並不是只在健身房裡刻意的去保持身材
[00:48:11,360 --> 00:48:17,360] 而是把保持身材當作了生活當中的一個習慣和生活方式
[00:48:17,360 --> 00:48:21,100] 這樣的話他才能長年累月的在一種好像
[00:48:21,100 --> 00:48:24,240] 比呼吸和吃飯還簡單的狀態當中
[00:48:24,240 --> 00:48:26,000] 就保持了自己良好的身材了
[00:48:26,000 --> 00:48:27,320] 那麼我們其實也得這樣
[00:48:27,320 --> 00:48:30,520] 不能臨時抱佛腳的說去尋求心系差
[00:48:30,520 --> 00:48:33,260] 我十年的腦子都是懶惰的
[00:48:33,260 --> 00:48:36,120] 我就今天這一頓飯我仔仔細細的去吃 是吧
[00:48:36,120 --> 00:48:36,860] 不能這樣
[00:48:36,860 --> 00:48:41,140] 而是要把搜索心系差當成生活當中的習慣
[00:48:41,140 --> 00:48:43,900] 時時刻刻都去關注
[00:48:44,030 --> 00:48:47,550] 人跟人之間的差距其實就是這樣產生的
[00:48:47,550 --> 00:48:48,850] 你們想想看啊
[00:48:48,850 --> 00:48:49,990] 今天一個飯局
[00:48:49,990 --> 00:48:54,290] 同樣的都是一群女孩子去參加這樣一個大佬飯局
[00:48:54,290 --> 00:48:58,250] 在這個飯局上我們都花了三個小時的時間吃頓飯
[00:48:58,250 --> 00:49:00,610] 可是有的女孩子她就是
[00:49:00,610 --> 00:49:03,130] 90%的時間她都在自拍
[00:49:03,130 --> 00:49:05,250] 有的女孩子就在幹飯
[00:49:05,250 --> 00:49:07,270] 但是像我們這樣的人
[00:49:07,270 --> 00:49:10,090] 我就是時時刻刻的我都在傾聽
[00:49:10,090 --> 00:49:11,010] 在思考
[00:49:11,010 --> 00:49:12,290] 在搜索信息差
[00:49:12,290 --> 00:49:14,650] 那麼在這三個小時裡
[00:49:14,650 --> 00:49:17,990] 我們的差距其實就已經產生了
[00:49:17,990 --> 00:49:20,910] 可是短短三個小時它不能說明什麼
[00:49:20,910 --> 00:49:23,330] 可是如果有14這樣的飯局
[00:49:23,330 --> 00:49:25,470] 有一百次這樣的飯局呢
[00:49:25,950 --> 00:49:26,750] 十年下來
[00:49:26,750 --> 00:49:27,730] 你們想想看
[00:49:27,730 --> 00:49:29,150] 你每一次的飯局
[00:49:29,150 --> 00:49:30,350] 你的每一個動作
[00:49:30,350 --> 00:49:31,470] 你的腦子動的
[00:49:31,470 --> 00:49:32,610] 都跟別人不一樣
[00:49:32,610 --> 00:49:33,410] 那麼最後
[00:49:33,410 --> 00:49:36,270] 我們呈現出來的人跟人之間的差距
[00:49:36,270 --> 00:49:37,770] 它是巨大的
[00:49:37,770 --> 00:49:38,430] 好
[00:49:38,430 --> 00:49:39,550] 那麼以上呢
[00:49:39,550 --> 00:49:41,730] 就是我們這節課裡的所有內容了
[00:49:41,730 --> 00:49:43,870] 這個呢就是今天的思維導圖
