[00:00:00,110 --> 00:00:03,870] 大家好,歡迎回到我們金貴的關係2.0的課程
[00:00:03,870 --> 00:00:07,530] 我們今天繼續來學習守好錢板塊的課程
[00:32:00,680 --> 00:32:02,960] 其实大家知道我是一个
[00:32:02,960 --> 00:32:06,700] 经常经常经常可能每天都在使用拼多多的一个人
[00:32:06,700 --> 00:32:09,620] 哪怕拼多多可能并没有比其他的平台
[00:32:09,620 --> 00:32:12,060] 什么淘宝呀京东啊等等的便宜太多
[00:32:12,060 --> 00:32:14,380] 可能它就便宜了一个五分之一到三分之一
[00:32:14,380 --> 00:32:17,060] 但是在我看来我买的都是同样的东西
[00:32:17,060 --> 00:32:19,800] 但是吃喝它是一个最大的使用价值
[00:32:19,800 --> 00:32:21,500] 没有任何的附加价值
[00:32:21,500 --> 00:32:22,860] 那么同等的东西
[00:32:22,860 --> 00:32:25,060] 我当然是选择一个能让我买到
[00:32:25,060 --> 00:32:27,120] 更便宜的一个渠道去买
[00:32:27,120 --> 00:32:28,900] 我跟大家讲个笑话就是
[00:32:28,900 --> 00:32:30,920] 我以前在武汉的时候
[00:32:30,920 --> 00:32:33,380] 武汉有一个商场叫义芳
[00:32:33,380 --> 00:32:35,020] 然后每次我要去那个商场
[00:32:35,020 --> 00:32:35,740] 逛街的时候
[00:32:35,740 --> 00:32:37,940] 我就会把车停在
[00:32:37,940 --> 00:32:39,900] 商场后面那条小路上
[00:32:39,900 --> 00:32:42,500] 而不是去停到它的地下车库
[00:32:42,500 --> 00:32:43,680] 因为后面那条小路
[00:32:43,680 --> 00:32:45,380] 第一个它是不用交停车费
[00:32:45,380 --> 00:32:47,000] 然后第二个就是
[00:32:47,000 --> 00:32:48,600] 它跟那个商场之间的距离
[00:32:48,600 --> 00:32:51,520] 其实跟停车户上去的距离是一样的
[00:32:51,520 --> 00:32:52,480] 而且停车户有的时候
[00:32:52,480 --> 00:32:54,120] 我还会忘记我的车停在哪
[00:32:54,120 --> 00:32:56,140] 但是我的车如果停在那条小路上
[00:32:56,140 --> 00:32:57,420] 我就一定会找到
[00:32:57,420 --> 00:32:58,640] 我为什么会这样做呢
[00:32:58,640 --> 00:33:01,160] 其实就是因为我知道那条小路上面
[00:33:01,160 --> 00:33:02,400] 有一家店
[00:33:02,400 --> 00:33:03,180] 他们呢
[00:33:03,180 --> 00:33:05,580] 一直都会去给当地的一个个部门
[00:33:05,580 --> 00:33:06,560] 那关系搞得很好
[00:33:06,560 --> 00:33:08,000] 所以他们那条
[00:33:08,000 --> 00:33:10,980] 街上就是可以默认去停车的
[00:33:10,980 --> 00:33:12,480] 是不会被贴牌的
[00:33:12,960 --> 00:33:13,560] 然后呢
[00:33:13,560 --> 00:33:15,940] 你们就经常会看到我的情况是
[00:33:15,940 --> 00:33:18,860] 全身上架穿着至少几万块的衣服
[00:33:18,860 --> 00:33:20,720] 甚至拎着十十来万的包
[00:33:20,720 --> 00:33:23,740] 可是呢我却把车停在了一条小路上
[00:33:23,740 --> 00:33:30,260] 那个时候我的好朋友他们就经常说我妈她说你这真的是该省省该划划好极致同样的
[00:33:30,260 --> 00:33:34,820] 就是我有的时候比如说我今天什么事都不干我今天就是为了逛街出门的
[00:33:34,820 --> 00:33:36,860] 我今天的目的就是逛街那么
[00:33:36,860 --> 00:33:42,560] 我有的时候可能会为了一个几十块钱的优惠券然后我就在那边一直弄让那个导购教我怎么弄怎么弄
[00:33:42,560 --> 00:33:45,320] 因为我那个时间它就是用来逛街的
[00:33:45,320 --> 00:33:47,360] 它就是用来休闲的 休息的
[00:33:47,360 --> 00:33:50,400] 所以我根本就不用考虑我当下那个时间成本的问题
[00:33:50,400 --> 00:33:52,000] 那么我就慢慢的想
[00:33:52,000 --> 00:33:55,430] 把这个几十块钱节约下来有什么不好的呢 对吧
[00:33:55,430 --> 00:33:57,410] 之前在美国的时候也是这样
[00:33:57,410 --> 00:34:00,470] 我同学让我去陪她逛那个联卡佛的商场
[00:34:00,470 --> 00:34:02,130] 当时我们在那买鞋
[00:34:02,130 --> 00:34:04,310] 然后有一个鞋它是香奈儿的
[00:34:04,310 --> 00:34:06,910] 但是它只有最后一双了 断马了
[00:34:06,910 --> 00:34:09,190] 因为我知道美国的一些规矩
[00:34:09,190 --> 00:34:11,090] 就是只要断马了 断货了
[00:34:11,090 --> 00:34:14,010] 或者上面如果有一些小小的瑕疵的話呢
[00:34:14,010 --> 00:34:15,930] 他都可以去談折扣
[00:34:16,630 --> 00:34:17,030] 所以呢
[00:34:17,030 --> 00:34:18,830] 我同學想買那雙鞋的時候
[00:34:18,830 --> 00:34:22,130] 我就開始跟那邊的那個Sales就開始談折扣啊
[00:34:22,130 --> 00:34:23,830] 結果沒想到這個
[00:34:23,830 --> 00:34:26,450] 真的給我打了一個不錯的折
[00:34:26,450 --> 00:34:28,290] 然後我同學當時就說媽呀
[00:34:28,290 --> 00:34:31,110] 我第一次買香奈兒海的鞋子還
[00:34:31,110 --> 00:34:32,370] 打折
[00:34:32,370 --> 00:34:35,410] 那能雖然我一直說強調不要為了便宜而買單
[00:34:35,410 --> 00:34:37,370] 也不要為了貪便宜而消費
[00:34:37,370 --> 00:34:38,030] 但是呢
[00:34:38,030 --> 00:34:41,030] 当我在买一些非常有品质的商品的时候
[00:34:41,030 --> 00:34:43,090] 我就是能够少花钱
[00:34:43,090 --> 00:34:45,190] 我就不希望自己去多花钱的
[00:34:45,190 --> 00:34:46,810] 能够去节约的时候
[00:34:46,810 --> 00:34:49,170] 我是一定不轻向你去浪费的
[00:34:49,170 --> 00:34:49,830] 那这一点呢
[00:34:49,830 --> 00:34:54,910] 其实也是我曾经在很多很多的企业家身上所看到过的
[00:34:54,910 --> 00:34:58,070] 那很多的白手起家的这些企业家
[00:34:58,070 --> 00:34:59,850] 他都不会去浪费钱
[00:34:59,850 --> 00:35:01,330] 只要能够更便宜
[00:35:01,330 --> 00:35:03,150] 他们也不会多花一分钱
[00:35:03,150 --> 00:35:05,710] 在投资的时候就是该花花
[00:35:05,710 --> 00:35:08,270] 在消费的时候就是该什么时候
[00:35:08,270 --> 00:35:11,410] 那这个呢才是真正的精打细算
[00:35:11,410 --> 00:35:14,970] 好那以上呢就是今天这节课的全部内容了
[00:35:14,970 --> 00:35:16,710] 这节课的四位导同呢
[00:35:16,710 --> 00:35:18,290] 如果大家想要高薪版本的
[00:35:18,290 --> 00:35:20,450] 记得去找你们的群馆去领取
[00:35:20,450 --> 00:35:24,690] 今天的作业呢就是请观察大家身边的广告
[00:35:24,690 --> 00:35:29,450] 看看哪些广告用了制造概念和制造潮流的方法
[00:35:29,450 --> 00:35:31,490] 来引导消费者买单
[00:35:31,490 --> 00:35:34,330] 把这些广告和你对他们的分析写下来
[00:35:34,330 --> 00:35:37,370] 分享到取之心的平台和金贵的社群
[00:35:37,370 --> 00:35:39,470] 这个作业非常的有价值
[00:35:39,470 --> 00:35:43,470] 一方面它是能够帮助大家去破除消费主义陷阱
[00:35:43,470 --> 00:35:45,370] 引导大家理性消费
[00:35:45,370 --> 00:35:50,250] 而另外一方面也是帮助大家更好的学习广告营销技巧
[00:35:50,250 --> 00:35:52,770] 提高自己未来的便携能力
[00:35:52,770 --> 00:35:55,510] 所以大家一定要好好地完成 好吗
[00:35:55,510 --> 00:35:57,090] 好了 那今天这期课就到这
[00:35:57,090 --> 00:35:58,670] 咱们下期课再见 拜拜
